protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
metaproteome-proteins,C1,KTS+17.mock,NA,35131,1774648,127955,939430,1092160,527621,1373298,248679,874403,927738,1401039,398866,592715,698904,580356,836996,883526,932157,1303416,131019,409237
metaproteome-proteins,C2,KTS+17.mock,NA,75600,3682655,261269,1949456,2276619,1101631,2870848,515238,1831983,1951136,2895742,828121,1234451,1443560,1188651,1721871,1834700,1946222,2730963,269509,852703
metaproteome-proteins,C3,KTS+17.mock,NA,74369,3793132,281320,1958290,2235130,1133226,2928134,517188,1842855,1940394,2968764,827942,1261196,1492317,1199181,1718067,1919311,2046892,2772423,281136,881311
metaproteome-proteins,C4,KTS+17.mock,NA,78112,3938444,293022,2058453,2381809,1175445,3043827,545162,1924053,2049523,3095530,871471,1307320,1555037,1262563,1830782,1976984,2089503,2899636,294215,906154
metaproteome-proteins,P1,KTS+17.mock,NA,85630,3748849,232659,2181076,2533317,1145828,3110113,565689,2035433,2135153,2939851,905183,1363887,1465111,1273468,1842595,1846194,2039695,2900914,271766,908661
metaproteome-proteins,P2,KTS+17.mock,NA,83056,3698057,236678,2166119,2504601,1140210,3055634,574175,2028989,2101584,2944268,893318,1351051,1462570,1267954,1814543,1834318,2027506,2869249,267946,903121
metaproteome-proteins,P3,KTS+17.mock,NA,78618,3499049,218800,2040649,2374497,1088250,2908178,537199,1914954,1980521,2789515,846265,1281250,1393405,1199950,1732844,1741703,1923557,2712971,259081,869182
metaproteome-proteins,P4,KTS+17.mock,NA,80334,3568188,222603,2080292,2428564,1093203,2960800,542737,1948225,2037793,2822558,857299,1301003,1405610,1215772,1753058,1764285,1948785,2771984,256787,866863
metaproteome-proteins,U1,KTS+17.mock,NA,96061,4558964,309778,2561803,2812292,1358861,3593215,715850,2329548,2388585,3564587,1081819,1609144,1778219,1583885,2239042,2192174,2376875,3333425,363059,1094212
metaproteome-proteins,U2,KTS+17.mock,NA,89214,4243617,284218,2374885,2609832,1259908,3349650,656790,2158373,2219394,3296751,999138,1474942,1655138,1460405,2087070,2031837,2193881,3106904,332137,1007254
metaproteome-proteins,U3,KTS+17.mock,NA,96068,4689763,310619,2591604,2826700,1377433,3652405,721928,2350056,2383884,3632983,1096579,1602787,1835490,1604594,2294334,2239127,2409293,3390149,367617,1096539
metaproteome-proteins,U4,KTS+17.mock,NA,99334,4758552,315944,2655964,2907751,1410136,3738198,737930,2400848,2464046,3685356,1116784,1641585,1857241,1628785,2342539,2278557,2452329,3463485,376794,1124492
