protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
ERR7672605,CZH+22,NA,NA,800480,1958814,287622,1397436,1606095,1096824,1740437,553492,1728894,1602889,2432043,600195,1216831,980572,933736,1224889,1636179,1503882,1738512,276533,1097441
ERR7672608,CZH+22,NA,NA,784811,1892893,290189,1381310,1540693,1077442,1705964,538680,1733640,1617776,2293360,605956,1241074,924561,881712,1151354,1545962,1472102,1720609,268904,1070117
ERR7672610,CZH+22,NA,NA,773112,1883251,277961,1366546,1522577,1047244,1667815,530144,1638745,1569261,2266277,582967,1198587,918314,905678,1166492,1542398,1445683,1682173,275512,1025990
ERR7672611,CZH+22,NA,NA,812100,1996258,291424,1432677,1639243,1104220,1785429,547404,1768249,1646040,2420314,616285,1232619,981506,910522,1236571,1625455,1520098,1774394,273753,1094805
ERR7672613,CZH+22,NA,NA,787905,1945166,279490,1389502,1547950,1068895,1726919,542128,1694730,1581442,2326161,606744,1229853,941813,923741,1169184,1542766,1470756,1730742,276319,1043398
ERR7672614,CZH+22,NA,NA,760824,1800735,283793,1362374,1488722,1011919,1637198,529575,1643081,1529321,2202979,591268,1196273,908135,861321,1150057,1524871,1462658,1676654,264355,1046853
ERR7672619,CZH+22,NA,NA,783799,1945827,289125,1403466,1560757,1032874,1739553,541156,1683100,1513291,2297950,599872,1144682,968993,864201,1239246,1588419,1463430,1732582,275443,1045447
ERR7672627,CZH+22,NA,NA,791859,2000726,268021,1392098,1624318,1044749,1760227,534920,1664849,1515344,2422751,571802,1122480,979119,897597,1245272,1602135,1474527,1723837,273597,1038329
ERR7672628,CZH+22,NA,NA,800984,1966350,285856,1398794,1604178,1087230,1754952,536363,1754622,1639956,2353576,609094,1247268,957308,901170,1189741,1586450,1492052,1759757,271805,1075853
ERR7672629,CZH+22,NA,NA,813688,2021220,297179,1443964,1641277,1087021,1811166,559827,1750938,1616877,2406426,627121,1215616,983782,905613,1243731,1611821,1531375,1807864,274864,1089899
ERR7672630,CZH+22,NA,NA,791554,1901193,306406,1429435,1536986,1059773,1725294,579458,1668024,1560971,2294968,634491,1227170,956476,913690,1231675,1575470,1522566,1729028,285159,1116906
ERR7672633,CZH+22,NA,NA,792032,1930980,299067,1442127,1534374,1038690,1758366,573546,1682331,1543439,2292326,639398,1200331,961209,899310,1205737,1576113,1529183,1776836,283924,1085266
ERR7672634,CZH+22,NA,NA,808634,1999394,286311,1435760,1636448,1078639,1794847,547068,1772651,1628533,2395872,624262,1227006,971875,896044,1211265,1614395,1522521,1802871,271587,1092529
ERR7672635,CZH+22,NA,NA,809965,2100968,269254,1411090,1631970,1080650,1819220,559054,1710990,1545699,2515922,598706,1171263,1008317,974763,1238405,1614533,1517878,1802295,284115,1044232
ERR7672637,CZH+22,NA,NA,773181,1844576,289195,1401787,1508243,1039586,1694534,550014,1693145,1571059,2249022,616571,1212448,926000,874998,1162168,1542175,1475538,1722626,270935,1077362
ERR7672638,CZH+22,NA,NA,795815,1937684,278075,1393379,1593931,1088175,1738933,539098,1750787,1615949,2368652,589269,1245869,957357,898145,1192317,1584772,1505296,1748917,268848,1097997
ERR7672639,CZH+22,NA,NA,798297,1884826,304872,1429095,1559953,1078879,1735723,574327,1750127,1625001,2318472,638408,1262192,950308,909607,1196115,1581489,1530902,1758993,277304,1130364
ERR7672641,CZH+22,NA,NA,813669,1996191,299371,1439951,1622790,1097093,1776854,558270,1756540,1632649,2384126,624242,1236108,978520,906100,1255107,1613608,1522058,1789675,276502,1100613
ERR7672642,CZH+22,NA,NA,811510,2151258,275291,1417954,1620551,1077339,1840852,560066,1692542,1528026,2462235,603035,1160776,1013683,943698,1269726,1593091,1499175,1808846,282822,1028271
ERR7672645,CZH+22,NA,NA,813163,2120252,288833,1415545,1618641,1091665,1806707,566798,1706252,1563981,2459893,605793,1179028,1015138,945066,1292871,1621226,1492642,1798439,282695,1038299
ERR7672649,CZH+22,NA,NA,737489,1699343,266576,1295674,1454984,1015523,1585005,490281,1629642,1582815,2131590,577587,1218753,846832,835908,1055429,1448856,1379701,1594207,258284,1030562
ERR7672653,CZH+22,NA,NA,796100,2165635,236159,1384935,1626047,1026180,1825262,540945,1617203,1437913,2490233,556154,1055052,1027188,969695,1256913,1570636,1466385,1819352,287113,925943
ERR7672655,CZH+22,NA,NA,818009,2018949,294831,1470617,1626235,1082296,1814833,566974,1721897,1611792,2383885,636233,1239459,986678,931757,1240142,1630462,1562207,1830761,290857,1093586
ERR7672660,CZH+22,NA,NA,811953,2163699,281279,1410486,1622454,1090849,1847004,567070,1675352,1535725,2483987,611838,1164899,1016530,970552,1272054,1587442,1493163,1806847,288066,1016038
ERR7672662,CZH+22,NA,NA,800917,1951267,286492,1431296,1589155,1063696,1777273,550530,1722323,1602657,2342612,623884,1231794,960234,906905,1202046,1589695,1521896,1785485,283084,1091320
ERR7672663,CZH+22,NA,NA,806516,1921384,303785,1441884,1567989,1077758,1750921,573556,1754415,1636047,2343449,640446,1268746,962484,925416,1211857,1603965,1533424,1763256,287739,1122366
ERR7672664,CZH+22,NA,NA,807472,2067171,286898,1427696,1570891,1086275,1814938,570997,1701417,1562486,2406414,624671,1217974,999589,960047,1240393,1582539,1504274,1803578,293573,1030366
ERR7672666,CZH+22,NA,NA,811316,2055036,296090,1465317,1557589,1040187,1840354,584899,1704942,1531853,2347285,649892,1189019,999595,921037,1243165,1608373,1557409,1845041,295516,1055035
ERR7672667,CZH+22,NA,NA,780798,1868631,293071,1402462,1520217,1037164,1702579,555881,1676615,1544266,2269261,617426,1216668,935953,892961,1177425,1567340,1496465,1730744,280952,1087741
ERR7672668,CZH+22,NA,NA,799222,2021612,287459,1412453,1576739,1071803,1805474,557841,1711520,1578935,2357655,629454,1215237,972983,933726,1187741,1552631,1493833,1790118,283634,1032969
ERR7672670,CZH+22,NA,NA,815417,1945492,305199,1454086,1593991,1088184,1757506,568827,1754115,1631473,2346725,636212,1262444,962728,909099,1227962,1616923,1545858,1779699,280506,1122321
ERR7672675,CZH+22,NA,NA,791056,2060651,267296,1369703,1619534,1069543,1781890,538908,1658225,1522963,2467265,564787,1113040,999525,934703,1255169,1585266,1463525,1705688,276437,1041250
ERR7672679,CZH+22,NA,NA,790815,1957663,287696,1429513,1548269,1027093,1770487,561841,1702619,1509528,2326441,618483,1169152,971236,883853,1205093,1597696,1513548,1807070,276456,1061524
ERR7672681,CZH+22,NA,NA,818313,2096391,293511,1423735,1625551,1127937,1822235,569468,1750150,1647512,2463263,620003,1240074,1001347,957586,1238819,1610603,1508382,1791344,287289,1066337
ERR7672686,CZH+22,NA,NA,797291,1885369,295731,1414368,1562486,1075296,1733431,555630,1765224,1630480,2323881,626913,1271202,944498,905115,1180482,1588584,1518360,1754178,277360,1116259
ERR7672687,CZH+22,NA,NA,789847,1878543,299597,1410414,1559199,1066049,1705326,560599,1730349,1614896,2295632,623518,1247191,931162,894047,1194601,1570532,1498740,1725499,274844,1099603
ERR7672689,CZH+22,NA,NA,796493,1848598,306014,1407595,1546060,1086054,1685532,569427,1731019,1623232,2326073,618779,1262066,949646,907225,1202555,1610786,1497450,1712531,282600,1111533
ERR7672695,CZH+22,NA,NA,781709,1858456,295304,1373372,1525515,1077398,1660368,542014,1681693,1594451,2286680,595627,1233608,920645,895527,1190911,1549593,1463588,1689446,269001,1078583
ERR7672697,CZH+22,NA,NA,797256,1965603,290713,1439032,1554979,1047560,1767044,569562,1702452,1554132,2321909,633478,1200700,969937,912429,1210973,1586599,1525868,1798287,285860,1067404
ERR7672698,CZH+22,NA,NA,820765,2072360,310646,1487023,1613431,1065625,1831936,586631,1728541,1587774,2400810,648937,1208120,1007774,924723,1293894,1630822,1553060,1830349,295396,1091817
ERR7672700,CZH+22,NA,NA,827475,2056408,296176,1457265,1661804,1120413,1829757,569790,1763032,1643686,2466011,628066,1241076,1007830,945884,1278133,1656208,1555606,1823004,286581,1105748
ERR7672703,CZH+22,NA,NA,798823,2159241,305924,1331814,1569335,1040654,1824416,589943,1545473,1407447,2539746,578666,1048064,1073618,998530,1271421,1641599,1457267,1807669,307946,892978
ERR7672704,CZH+22,NA,NA,791725,2104305,272813,1376548,1569376,1069690,1793719,542592,1654956,1534370,2396101,593364,1169847,981320,935304,1221358,1535412,1459210,1755805,275824,993889
ERR7672705,CZH+22,NA,NA,798078,1924556,293079,1432220,1564477,1052963,1753566,562327,1735973,1594568,2316389,625278,1245462,954484,904375,1205255,1590316,1533883,1780184,277611,1096197
ERR7672706,CZH+22,NA,NA,767680,2061982,262502,1343715,1529617,1025750,1758602,531147,1602961,1475174,2339921,586303,1121467,950695,933832,1167907,1483909,1410538,1727000,273120,935534
ERR7672708,CZH+22,NA,NA,795591,1860301,298949,1410591,1567013,1077936,1708269,557193,1723501,1611674,2327621,626586,1244944,938575,908670,1191759,1584396,1502843,1730965,279949,1105962
ERR7672710,CZH+22,NA,NA,783179,1814685,311469,1378267,1489822,1044814,1678034,590211,1682585,1551029,2304515,629128,1194913,951750,903789,1169486,1591904,1484498,1702891,287531,1085537
ERR7672712,CZH+22,NA,NA,802246,2086602,306074,1426731,1532583,1013007,1819819,590526,1571272,1419897,2329164,606611,1108446,1034845,893448,1318151,1612355,1531507,1816911,304865,984365
ERR7672715,CZH+22,NA,NA,791508,1939011,291052,1404375,1541681,1053824,1757720,554352,1691228,1569772,2314466,622691,1219284,957998,908462,1198802,1575187,1507343,1754880,284533,1082774
ERR7672717,CZH+22,NA,NA,808057,1991833,312306,1437869,1590985,1077902,1758031,576195,1713116,1587558,2369293,636197,1209382,971196,916785,1268695,1598418,1515424,1759735,280589,1096003
ERR7672719,CZH+22,NA,NA,755071,1828230,278186,1377135,1439981,988700,1677413,549331,1618538,1496825,2169120,609480,1158452,914940,875456,1128020,1497985,1459795,1688264,274995,1030595
ERR7672722,CZH+22,NA,NA,804785,2121481,288366,1456752,1584303,1031921,1854101,568243,1692980,1510756,2339064,631080,1156752,1001621,884887,1268716,1589386,1527271,1841271,284612,1013238
ERR7672730,CZH+22,NA,NA,788522,1913949,271479,1439696,1552899,1033877,1738179,568400,1687211,1551125,2318173,622447,1176710,951495,912962,1170404,1581469,1521040,1782983,276443,1059341
ERR7672735,CZH+22,NA,NA,810374,2047383,298976,1451852,1610331,1069615,1800564,565946,1721124,1581410,2360584,626528,1215655,983530,893631,1265757,1613247,1533745,1813080,286245,1069652
ERR7672736,CZH+22,NA,NA,783945,1894908,272854,1423424,1542175,1027090,1739093,554356,1712842,1555603,2280881,614977,1193987,942145,892412,1167345,1559753,1512793,1771726,272027,1066098
ERR7672738,CZH+22,NA,NA,789097,1955677,297646,1421542,1522961,1037455,1733289,572835,1666072,1521661,2282297,620795,1182464,960480,898170,1233769,1561613,1493441,1743268,285388,1046464
ERR7672739,CZH+22,NA,NA,793852,2008359,266947,1380242,1611163,1065970,1756961,529923,1696847,1559201,2417363,573797,1159441,970703,914050,1209989,1584408,1460347,1732961,272239,1019431
ERR7672740,CZH+22,NA,NA,814415,2124454,282313,1422500,1627338,1089051,1826220,557770,1745303,1583044,2444833,613955,1208017,1005820,932194,1251550,1611255,1500191,1823084,281163,1027165
ERR7672741,CZH+22,NA,NA,791778,1983794,270319,1382996,1591975,1065171,1742693,537352,1691307,1553233,2418082,584329,1157480,969136,917674,1221642,1578895,1461885,1722498,269778,1039175
ERR7672742,CZH+22,NA,NA,791803,1898398,287753,1415118,1561995,1051942,1742103,550294,1751710,1607028,2286470,627952,1227336,934514,871382,1167910,1570072,1486891,1755522,270582,1091670
ERR7672746,CZH+22,NA,NA,802406,1949801,293626,1415294,1593345,1096231,1731673,546686,1737910,1636318,2372134,607785,1227645,957274,906193,1235292,1605757,1499046,1743072,270122,1085044
ERR7672749,CZH+22,NA,NA,787815,2041575,263066,1438762,1534055,987061,1805344,558977,1653144,1449710,2301331,613231,1118239,978111,898710,1197182,1558723,1531706,1837557,278692,993289
ERR7672751,CZH+22,NA,NA,798663,2082739,274427,1424525,1574180,1037410,1820212,546915,1687734,1520837,2361395,616313,1169114,985451,907706,1211170,1578693,1498838,1823955,283338,1011940
ERR7672762,CZH+22,NA,NA,798231,1945935,293093,1419447,1570443,1066713,1740427,561478,1710910,1589209,2347431,623403,1221283,956224,921797,1212010,1584438,1503429,1755369,278680,1074675
ERR7672763,CZH+22,NA,NA,767176,2029503,265098,1320646,1498779,1064725,1714969,536924,1593996,1487620,2335453,573145,1146567,944121,937295,1185966,1467680,1392047,1685092,273566,956763
ERR7672764,CZH+22,NA,NA,802219,1954501,289296,1447412,1549336,1036065,1785210,566099,1723614,1556834,2319375,636054,1209722,968923,904044,1192753,1584914,1537664,1805946,283447,1079077
ERR7672765,CZH+22,NA,NA,816298,2150998,279447,1419192,1591381,1083822,1840290,570276,1667246,1523836,2470617,613866,1184835,1023837,983707,1266936,1581103,1495661,1807736,296167,1004388
ERR7672766,CZH+22,NA,NA,783763,2002208,280278,1373744,1533757,1064535,1751532,553648,1660641,1533617,2343494,600399,1190322,960820,934111,1192534,1528820,1468091,1735226,277948,1024498
ERR7672768,CZH+22,NA,NA,784601,1799745,291718,1395075,1539283,1060355,1670634,538045,1707780,1630657,2266714,611914,1250665,911200,885233,1144945,1563067,1482745,1696985,271815,1091494
ERR7672769,CZH+22,NA,NA,786794,1947030,281637,1415528,1568489,1034459,1754443,546979,1695240,1549547,2304491,615729,1186411,948230,881351,1183886,1567897,1489262,1770809,269419,1046531
ERR7672770,CZH+22,NA,NA,803970,1932423,293793,1444155,1578810,1059128,1757800,560283,1748231,1594397,2337311,631401,1243524,960893,903147,1204723,1608247,1539886,1789628,280983,1102795
ERR7672774,CZH+22,NA,NA,800365,1934084,289523,1426037,1562264,1060758,1756646,558584,1709434,1591057,2317428,624568,1223928,955474,908574,1188518,1578676,1517604,1772879,279049,1078562
ERR7672776,CZH+22,NA,NA,802887,1959664,295733,1436623,1581968,1068243,1751796,555728,1733242,1603158,2331219,625011,1231959,955810,896395,1229612,1596397,1517401,1776420,280331,1080611
ERR7672778,CZH+22,NA,NA,752715,1830092,258844,1336738,1509064,998090,1678512,503826,1663299,1525004,2216473,582839,1163213,892101,830342,1087955,1493896,1412118,1690121,258239,1015223
ERR7672781,CZH+22,NA,NA,777488,1876056,293214,1381811,1538011,1056048,1673109,548539,1686327,1582017,2259587,610714,1226345,919714,894518,1184530,1552164,1460235,1677708,272780,1067783
ERR7672782,CZH+22,NA,NA,802480,1971389,281650,1393844,1614758,1094733,1750846,540149,1745136,1648545,2387194,598735,1243938,954540,914590,1189617,1582134,1494920,1758038,269743,1073717
ERR7672784,CZH+22,NA,NA,814849,1950203,306977,1453056,1607214,1103824,1763394,569057,1790101,1663911,2376792,639131,1275922,966994,915801,1239545,1625286,1539775,1776294,282071,1141391
ERR7672788,CZH+22,NA,NA,792581,1963044,282031,1392252,1593128,1084690,1737139,537441,1729322,1618733,2362860,594419,1213771,944702,896291,1195996,1568833,1467894,1728138,264995,1059245
ERR7672790,CZH+22,NA,NA,811248,2319794,220611,1456710,1684293,1028898,1899850,553280,1583745,1388669,2510445,569853,1027283,1062858,972218,1283387,1617924,1543643,1942972,289249,900863
ERR7672792,CZH+22,NA,NA,804422,2172978,249214,1417141,1627468,1034796,1841713,551606,1644169,1462878,2470394,578480,1102521,1031254,960511,1254591,1588052,1510460,1861855,293645,953947
ERR7672794,CZH+22,NA,NA,797167,1979990,275450,1391418,1586427,1080855,1755323,540148,1732009,1594928,2361084,602367,1214006,961595,895035,1206650,1557274,1479006,1755636,270528,1054165
ERR7672796,CZH+22,NA,NA,788595,2032513,256774,1391263,1598247,1048445,1772957,531833,1695057,1525986,2415395,581777,1175451,977651,920672,1193787,1553692,1457045,1762840,272834,982466
ERR7672797,CZH+22,NA,NA,813004,2118598,272376,1402968,1627603,1121017,1818579,549901,1734789,1614811,2476156,583714,1210319,1001819,984423,1215002,1586399,1502226,1775895,278099,1037481
ERR7672798,CZH+22,NA,NA,774913,1817444,288957,1383877,1524380,1039114,1660228,542333,1719277,1585887,2254751,611886,1226864,903521,875766,1148452,1543289,1468650,1695343,263865,1081394
ERR7672800,CZH+22,NA,NA,785416,1832694,301524,1395849,1527572,1070481,1668558,552304,1717675,1614387,2269761,622185,1255617,918216,891915,1171718,1566604,1486305,1696954,273700,1118051
ERR7672802,CZH+22,NA,NA,789851,1995598,268275,1374547,1578900,1068527,1735161,538744,1675813,1543622,2424160,575996,1186606,967257,936779,1202492,1564999,1458022,1714559,276589,1029867
ERR7672805,CZH+22,NA,NA,749229,2098764,244193,1272188,1515159,923743,1731262,541176,1446290,1224848,2311189,536006,967268,1009210,860303,1243564,1532844,1421778,1761019,273042,867186
ERR7672807,CZH+22,NA,NA,790693,2022537,284501,1377997,1556961,1076744,1756060,559097,1667299,1542924,2366756,604347,1196646,971580,950507,1214293,1546989,1475236,1738550,282382,1028021
ERR7672808,CZH+22,NA,NA,775268,1870655,278872,1385237,1502865,1030679,1703468,542006,1682168,1551109,2259202,611867,1199923,922817,888882,1128427,1531876,1459593,1715409,272111,1040442
