Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
4908,526,3165,3350,1871,3970,1114,2767,1889,5117,1047,1718,2616,1778,3264,2718,2784,3707,689,1534
5026,514,3054,3366,1929,3920,1115,2696,1976,5005,1099,1693,2487,1879,3326,2738,2700,3514,696,1532
4691,487,3070,3260,1860,3785,1069,2703,1786,4742,1015,1530,2490,1702,3275,2594,2651,3562,677,1434
4937,497,3074,3432,1881,3750,1110,2785,1936,5051,1194,1710,2486,1870,3340,2687,2770,3630,694,1525
4723,477,2976,3481,1905,3848,1039,2787,2019,5015,1098,1644,2423,1824,3269,2775,2669,3550,719,1533
4733,479,3156,3348,1935,3865,1066,2841,1915,4851,996,1705,2362,1729,3152,2714,2690,3389,666,1532
4780,461,3104,3419,1862,3830,1038,2767,1917,5089,1077,1663,2462,1869,3370,2752,2717,3654,677,1520
4716,494,3055,3421,2010,3838,1108,2736,1845,4968,1080,1676,2400,1654,3268,2904,2734,3547,788,1605
4666,503,3044,3382,1932,3915,998,2886,1976,4934,1111,1754,2422,1759,3326,2780,2791,3637,652,1527
4951,528,3095,3511,2069,4164,1158,2820,1833,5329,1132,1659,2568,1811,3433,2782,2702,3935,801,1565
4708,526,2908,3253,1927,3778,1106,2761,1872,4887,1062,1665,2431,1758,3186,2673,2731,3475,656,1499
4770,506,3194,3453,2068,3893,1080,2976,2089,5088,1097,1701,2471,1904,3220,2902,2776,3552,701,1619
4575,431,3027,3322,1866,3782,1065,2792,1940,5019,1037,1712,2557,1761,3243,2707,2626,3483,754,1548
4889,470,3023,3270,1869,3859,1081,2805,1889,4890,1097,1615,2387,1699,3177,2692,2679,3636,704,1552
4998,485,3339,3503,2008,3976,1131,2964,2203,5119,1125,1823,2607,1821,3428,2875,2887,3674,755,1693
4689,514,3087,3454,1833,3842,974,2750,1918,4770,1060,1577,2443,1782,3330,2732,2662,3601,673,1455
4800,476,2962,3151,1995,3666,1020,2723,1939,4916,1038,1597,2362,1758,3103,2603,2461,3391,698,1449
4892,504,3160,3407,2027,3942,1014,2871,2011,5108,1123,1722,2456,1765,3298,2798,2791,3552,727,1594
4826,533,3074,3374,1859,3771,1035,2884,2032,4889,1056,1576,2401,1799,3468,2761,2621,3489,611,1392
4992,471,3140,3360,1943,3969,1176,2838,1824,4902,1090,1661,2642,1776,3183,2737,2791,3601,737,1588
4731,481,3021,3327,1917,3776,1096,2803,1967,4880,1077,1642,2448,1777,3273,2696,2634,3558,658,1564
4840,480,3224,3538,1984,3946,1154,2974,1977,5236,1103,1808,2553,1895,3633,2955,3083,3819,801,1577
4551,564,3073,3328,2015,3778,1102,2821,1960,4813,1072,1717,2471,1817,3183,2793,2644,3525,700,1631
4553,426,2883,3291,1918,3700,990,2923,2097,4851,981,1741,2264,1770,3144,2709,2606,3382,626,1511
5028,527,3045,3314,1963,4065,1047,2803,1931,5199,1026,1677,2556,1777,3391,2793,2784,3576,763,1514
5138,568,3261,3490,1961,4210,1092,2867,1976,5085,1154,1685,2573,1832,3279,2858,2943,3702,758,1583
4769,515,2961,3293,1791,3917,1036,2784,1944,4911,1053,1593,2459,1820,3268,2604,2677,3591,659,1426
4922,448,3026,3419,1968,3819,1040,2734,1948,4984,1073,1687,2519,1871,3435,2820,2697,3529,722,1469
4882,511,3033,3464,1885,3897,1093,2897,2148,5237,1152,1683,2490,1781,3469,2773,2750,3735,717,1561
4598,450,2982,3156,1806,3716,1046,2679,1915,4806,1048,1538,2346,1627,3130,2486,2577,3490,686,1507
4708,479,3132,3374,1991,3795,1141,2802,1921,5170,1040,1763,2502,1858,3418,2836,2686,3609,709,1588
4818,553,2942,3212,1878,3636,1085,2629,1883,4995,1035,1526,2474,1798,3300,2635,2531,3417,726,1550
4984,526,3364,3515,1987,4234,1082,2826,2138,5098,1049,1796,2582,1752,3356,2862,2915,3761,736,1602
4969,475,3236,3353,1978,3880,1035,2789,2009,5007,1027,1719,2470,1702,3315,2764,2836,3675,755,1550
4898,465,3052,3322,1823,3917,1107,2730,2094,4908,1054,1560,2416,1707,3200,2625,2657,3497,685,1474
5123,471,3166,3390,1947,3844,1085,2858,1931,5350,1126,1619,2578,1783,3526,2653,2676,3590,749,1508
4553,454,3093,3329,1962,3770,1003,2786,1963,5029,1092,1708,2303,1811,3091,2703,2632,3444,682,1547
4665,484,3044,3516,1935,3941,1071,2873,2141,5080,1098,1805,2584,1794,3299,2732,2702,3524,650,1595
4857,492,3036,3278,1890,3698,1087,2645,2012,4757,1077,1670,2389,1682,3268,2620,2631,3377,645,1548
4473,505,3096,3397,1883,3756,1021,2805,2173,4966,1088,1773,2376,1797,3222,2765,2578,3477,663,1518
5021,570,3099,3424,1935,3918,1104,2731,1897,5174,1107,1646,2562,1804,3251,2762,2732,3592,668,1474
4626,462,3065,3393,1938,3750,1100,2913,2006,5064,1143,1728,2292,1737,3268,2820,2604,3340,732,1627
4769,475,3127,3337,1952,3863,1112,2937,2129,5182,1172,1611,2528,1805,3497,2697,2686,3574,783,1518
4828,505,3081,3338,1876,3858,1064,2702,1936,4856,1014,1628,2396,1670,3220,2643,2614,3489,650,1588
4648,459,2997,3219,1845,3872,1098,2738,1968,4987,1117,1718,2314,1807,3256,2653,2606,3650,747,1472
4830,488,3120,3356,1927,3785,1103,2864,1906,5193,1116,1608,2408,1754,3403,2731,2609,3605,709,1540
4631,426,3097,3357,1933,3671,1040,2826,1999,4887,1071,1715,2452,1773,3324,2723,2662,3526,637,1507
4659,511,3038,3486,1783,3891,1053,2604,1849,5103,1090,1551,2412,1850,3610,2727,2778,3460,688,1523
4742,519,3273,3545,1988,3942,1104,2981,2237,4991,1069,1732,2606,1779,3415,2762,2782,3740,746,1593
5001,522,3114,3527,1914,3806,1124,2803,2049,5099,1103,1645,2436,1828,3347,2843,2747,3610,795,1517
4937,487,2948,3314,1953,3861,1065,2808,1954,4968,1061,1659,2471,1776,3209,2874,2665,3585,704,1625
4728,463,2850,3259,1763,3799,1036,2795,1831,4902,1116,1557,2375,1718,3209,2596,2608,3556,729,1556
4659,525,2932,3269,1848,3725,1004,2695,2024,4984,1094,1647,2513,1674,3213,2690,2692,3455,697,1487
5078,478,3273,3421,1954,4008,1082,2759,1930,5111,1055,1669,2566,1813,3339,2819,2775,3639,692,1565
4933,512,3194,3321,2053,4119,1151,2741,1979,5171,1088,1780,2542,1821,3288,2805,2823,3630,771,1616
4603,482,2848,3198,1836,3650,961,2611,1733,4838,1010,1558,2276,1654,3161,2629,2528,3440,664,1484
4706,442,3139,3332,2025,4057,1059,2788,1961,4908,1086,1775,2452,1839,3252,2783,2703,3521,762,1635
5001,546,3148,3424,1871,4025,1145,2746,1915,5118,1065,1659,2508,1878,3456,2788,2738,3654,716,1517
5109,444,3216,3698,2001,4110,1154,2930,2072,5185,1185,1627,2522,1877,3485,2862,2771,3798,681,1505
4877,448,3218,3452,1828,3833,1091,2798,2021,4993,1064,1676,2418,1727,3232,2760,2726,3534,692,1569
4400,447,2851,3264,1810,3646,1011,2703,1887,4729,1021,1625,2203,1609,3173,2524,2622,3507,680,1423
4732,464,3030,3287,1909,3721,1026,2805,2054,4874,1037,1613,2433,1759,3267,2842,2686,3522,646,1401
5115,499,3098,3523,1851,3948,1045,2603,2059,4992,1094,1675,2596,1732,3482,2629,2816,3677,701,1415
4934,458,3099,3528,1894,3807,1070,2833,1922,5170,1144,1595,2499,1809,3441,2697,2653,3534,731,1612
4938,516,3226,3659,2011,3967,1029,2915,2125,5082,1125,1740,2586,1881,3358,2899,2712,3606,759,1583
4765,499,3111,3333,1943,3969,1062,2854,1992,5277,1119,1735,2460,1901,3317,2777,2830,3661,681,1567
4928,465,3136,3416,1982,3849,1081,2739,1853,5050,1179,1627,2608,1842,3347,2832,2854,3691,746,1570
4915,491,3095,3523,2053,3834,986,2888,1916,5108,1096,1687,2605,1729,3232,2701,2629,3442,734,1546
4844,505,3151,3478,1851,3842,1164,2862,2026,5007,1049,1590,2471,1787,3345,2665,2653,3657,646,1529
4755,457,3108,3236,1886,3899,1006,2793,1939,4728,1033,1692,2450,1721,3230,2737,2764,3543,674,1554
4600,494,2952,3162,1896,3816,1005,2764,1944,4779,1046,1643,2374,1673,3177,2771,2690,3506,730,1403
4479,464,2872,3055,1754,3614,1030,2526,1737,4461,1047,1561,2296,1662,3225,2531,2438,3202,663,1373
4842,490,3190,3380,1966,3962,1095,2817,1874,4999,1088,1520,2527,1812,3466,2688,2785,3582,694,1507
4804,441,3069,3447,1896,3725,1071,2879,1993,4912,1058,1652,2468,1881,3355,2664,2678,3637,671,1518
4897,483,2934,3248,1939,3876,1041,2675,1715,5045,947,1638,2456,1705,3250,2757,2644,3611,707,1471
5008,525,3068,3563,1930,3985,1073,2771,2016,5006,1084,1677,2519,1722,3334,2805,2774,3648,697,1579
4936,474,3202,3329,1947,3689,1070,2831,2030,4916,1161,1542,2435,1902,3322,2676,2593,3395,690,1518
4749,487,2937,3392,1918,3807,1006,2801,2013,4978,1108,1638,2459,1760,3172,2733,2597,3638,705,1553
5030,465,3112,3516,1889,3827,1132,2933,2124,5354,1064,1762,2490,1927,3434,2855,2755,3679,729,1610
4729,471,3013,3416,1833,3805,980,2704,1903,4992,1123,1605,2444,1739,3335,2652,2693,3544,796,1505
5323,543,3297,3703,1887,4063,1160,2901,2013,5474,1098,1777,2520,1945,3574,2942,3062,3879,723,1595
4844,469,3226,3251,1952,4132,1077,2739,1828,5142,1090,1627,2411,1653,3349,2790,2780,3579,727,1550
4895,465,3081,3514,1905,3880,1106,2884,2023,4993,1096,1738,2537,1829,3276,2762,2775,3623,759,1602
4371,448,3088,3326,1869,3673,1036,2759,2038,5003,985,1748,2439,1674,3186,2642,2698,3321,717,1565
4498,530,3059,3216,1931,3742,1025,2777,1926,4904,1050,1696,2323,1735,3104,2778,2654,3564,682,1438
4737,505,3093,3452,1789,3709,1068,2674,2017,4866,1074,1597,2445,1754,3266,2643,2781,3541,695,1572
4813,429,2958,3361,1943,3805,1051,2796,2135,5207,1087,1610,2483,1753,3379,2649,2513,3521,726,1447
5120,532,3052,3448,1954,3969,1090,2907,1949,5038,1067,1669,2554,1803,3381,2725,2740,3699,649,1527
4708,455,2913,3245,1847,3772,1116,2673,1873,4958,1070,1603,2365,1770,3176,2604,2565,3497,693,1427
4708,504,3056,3295,1845,3692,1041,2873,2072,4837,1042,1821,2346,1731,3133,2849,2697,3371,651,1495
4905,507,3020,3476,1859,3844,1097,2793,2085,5136,1093,1603,2425,1879,3334,2890,2718,3614,735,1550
