protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
e02,DROME,CBS+17,NA,1,345214238167058,54594866482104.3,242089072487989,282863906970882,149753035624623,283778551421151,90671960408057,237468092465792,304672581906827,375911177049093,94318910318263.6,205132203034884,189282646840927,206404845417724,217413158739426,273241830608493,222796370829777,286082220946056,36154881823121.8,127945118902744
e06,DROME,CBS+17,NA,1,312691233241530,51391793364531,220310319862554,261319158835989,139383208448460,255522139240039,82198572023379.6,218212876026547,282182737444635,346662117493625,85587413682738.4,182584084172853,172018644958669,181394741442874,201047038653720,250900704824421,203689165597402,261045119467795,33524294504111.2,116224700469688
e12,DROME,CBS+17,NA,1,322529718345585,53760309194353,228665162666634,271958799757253,144238688739080,265707415218255,85365790691103.1,223504354743394,292302597381667,356048082997701,87108820801786.4,189384238406686,179976413536693,187573269128498,209081986988701,262247557666074,211533958298009,268506155129411,34939091390711.7,120198492925264
e20,DROME,CBS+17,NA,1,327177514874302,55233356207281.4,230647975874426,274819792822516,147723731223583,271303082907696,86128193440118.8,227278820529018,299356693822054,359480562497877,84968662795972,192722456000440,181719018221702,188798133192169,212703347966454,265067664422705,214489567281148,273931718541335,35965405776657.9,123242293288484
L1,DROME,CBS+17,NA,1,333023957892824,58132617347640.6,232194557720379,281913856651943,151964148492484,277228673794871,85792367009317.8,233530787181987,306603955744280,371280764812096,84834465253766.3,188411236083001,181789532681388,180869556290527,221330125555208,262371366225414,219788027397047,284980095202862,38938478646241.8,124184758335728
L2,DROME,CBS+17,NA,1,346869011477349,59170728931762.3,238654170013105,289837403932655,159301696600658,290387260476545,87090950330424.7,245926024671359,314941318046354,383957053337569,85329898123939,197728347957469,186457527151494,185955532615796,224003484064908,273120198811996,230388594821879,298627541518634,41024846031706.8,131032372113189
L3,DROME,CBS+17,NA,1,345058111803022,58293133060150.1,239023014721620,290282128527748,159254134709851,287883930039497,86148137171101.9,247821235674287,313180820190724,385210603595403,84123073641199.1,199679928841816,182978912292727,186483124663118,220819576115483,274486455869158,229225689889758,296671476887503,40352153812645.9,130221064039513
L3c,DROME,CBS+17,NA,1,362788010169462,56994764346204.9,281333155465422,322719677449783,219836804203480,314154600430185,107201927686502,276360903521818,352656803042553,419210256005077,97691485896431.8,237526652743329,196281750691122,205289387989071,220970935150398,306922920075465,254031831261042,331870107850900,51030445407250.1,191295001856743
p1,DROME,CBS+17,NA,1,319293337126181,53093605035901.2,234713721966690,275406522901909,159502227183937,276424569805709,88632388229901.8,214330057865536,283739807311654,335810348931176,78378456792146.1,187820007278015,187634899504144,172531142316952,187300666121067,251619627964157,211718991049034,278513592197658,39672515188573.9,138470084250330
p2,DROME,CBS+17,NA,1,343910122539281,54488743520515.6,248560905439467,302192360686577,175913305704470,286460671144257,95949078789485.5,232238202887885,305566018067637,365673801546985,81406905972108.3,202081318363156,206784629950386,200002439603844,202870832547011,266959773151934,226028714062315,292584018585557,41889663131062.8,149858325209474
p3,DROME,CBS+17,NA,1,375292817942048,55129070001237.3,261603118708275,328749815163832,189564883158862,295184336715195,101443048887181,247737025380665,331123065277447,385829778981325,87183119645556.6,211081805521026,223334749280749,213570217015273,209971772715273,283197614675259,241353916106283,312873663588943,44460921864008.4,161365070886416
p4,DROME,CBS+17,NA,1,391287271208106,58976500661851.4,279514085770330,348299388301446,206916270925512,313375125305675,116867226003901,266246954604552,354909687128215,411845107085389,97250392457304.8,224428020862227,239395851957893,226637065892101,220712914360169,302542033299532,257850910477900,341997745207396,48299127837821,182148329474340
p5,DROME,CBS+17,NA,1,357333112149856,56572337128388.6,237551348219226,284854906512016,152355802202547,282180186022068,91608002758493.7,221283862883163,291410317157457,349608379053077,77520620413014.9,187325795582010,214258947465158,190729280510508,202652861828107,264381758410711,218900802929833,289455418575432,37582494624217.3,140618008695255
Ayf,DROME,CBS+17,NA,1,354927155820721,56580868397082.4,253273692486427,292607568836488,173263116734477,296711701202460,94212453993339.9,253401401921977,319765795309634,379420014631108,85138256042333.2,210781255581048,189775207501106,184383092909357,209189550538097,285180189412529,229835699300613,303167692347302,41389953121861.2,152170406046033
Aym,DROME,CBS+17,NA,1,357683485646972,57629902776580.7,256939744252253,297504570635252,178059388403774,298865870761331,95891645121493.8,259944431254503,325423129046153,388641575573580,86494273360672.9,215709543685494,190303927913297,187449896375055,211299789323478,292820705621799,233313922564663,308254393286494,41966086930203.7,155614442891719
Af,DROME,CBS+17,NA,1,379975838925156,60006671832085.7,257804382794986,296975596272445,160725853745102,319042551382542,92887640178093.9,258650293103801,316895191976937,392309515229112,92944493929498.2,213624813691567,201970389095053,197337939162796,225121070325715,288377975564075,238669380811298,309350290838049,41386811654269,142687574279075
Am,DROME,CBS+17,NA,1,386162089503380,61797392792824.4,260519591047515,299496857858532,171488952852997,325293863949003,90893885918232,274214423794062,325059042765070,416028991896623,93800296033524.2,218696379048402,201860959203201,202193622629699,221714552358060,307576483204623,243041693773820,320025633897772,42901173424396.4,146169350519752
