protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
metaproteome,SH_SBI_TC_20,46,10,599151,13058332,959935,9494433,11407442,4701890,14011976,1939610,11207033,10060208,12901086,3855253,5609248,5974430,5422828,7363825,8533469,8870804,12429585,506041,3684926
metaproteome,SH_SBI_TC_21,46,60,488016,10301298,704309,6888783,7692767,3828733,10955103,1364532,7453571,7086510,8622288,3065795,4303450,4423431,3540161,4689898,6498772,6968901,8889156,799014,2906036
metaproteome,SH_SBI_TC_22,46,100,943157,20972355,2140669,14563886,14473290,7776088,21656271,4239342,13989777,14232279,15982702,6863192,9854732,9836355,7244990,9886525,13447012,14849843,17251905,3060074,7666997
metaproteome,SH_SBI_TC_23,46,120,838932,20264060,2353868,14876113,14033199,7688421,21168615,4808328,13447397,14003440,15278804,6609722,10395403,9495516,6861171,9844778,13897150,15314912,16643555,3177418,7604446
metaproteome,SH_SBI_TC_24,46,135,1002413,24866823,2493210,17959674,16298967,9040353,25259804,5762397,15312508,16819903,17549930,7906850,12982488,10604250,8066927,11021057,16667911,18278867,19391345,3866972,8983001
metaproteome,SH_SBI_TC_25,46,150,1060735,26242433,2981498,19337988,17650904,9768721,27017898,6556506,16251759,18257181,18880786,8559073,13994203,11803840,8563637,12033461,18030327,19500695,20817062,4374919,9935044
metaproteome,SH_SBI_TC_26,46,200,311327,7270164,821476,5421777,4963317,2708876,7641798,1655152,4644253,4986880,5400016,2310063,3682600,3260445,2372436,3390031,5001393,5657055,6098273,1054439,2633794
metaproteome,SH_SBI_TC2_SI047_10m,47,10,1777764,37871824,1686491,26224822,30578500,15380300,42708992,5948708,30854832,24154947,35456566,10286089,13289207,18338660,15545385,20002514,24076749,26595522,34362663,1349277,11476601
metaproteome,SH_SBI_TC2_SI047_100m,47,100,1478311,30305793,3175508,21889469,20605320,12597805,32384992,5606129,20450418,20162027,24671537,9814921,14893947,14871900,10616663,14183547,21650112,23415460,25878052,4932563,11155885
metaproteome,SH_SBI_TC2_SI047_120m,47,120,965572,23706308,2519394,17581984,15209004,9617532,24086640,5215638,14650526,15830109,18111906,7720700,12485993,11416944,8077762,10647986,16691617,17221540,18722441,4049260,9278759
