taxid	lineage	name	rank	3811	3812	3821	3822	4A11	4A12	4A21	4A22	4G11	4G12	4G21	4G22	4L11	4L21	4L22	7A11	7A12	7A21	7A22	7G11	7G12	7G21	7G22	7L12	7L21	7L22	A101	A102	A201	A202	G101	G102	G201	G202	HA11	HA12	HA21	HA22	HG11	HG12	HG21	HG22	HL11	HL12	HL21	HL22	L101	L102	L201	L202	PA11	PA12	PA21	PA22	PG11	PG12	PG21	PG22	PL11	PL12	PL21	PL22	TA11	TA12	TA21	TA22	TG11	TG12	TG21	TG22	TL11	TL12	TL21	TL22	XA01	XA02	XA03	XA04	XA05	XA06	XA11	XA12	XA21	XA22	XB01	XB02	XB03	XB04	XB05	XB06	XG11	XG12	XG21	XG22	XL11	XL12	XL21	XL22	YA01	YA02	YA03	YA04	YB01	YB02	YB03
392	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Conexibacteraceae;family;	Conexibacteraceae	family	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Conexibacteraceae;family;Conexibacter;genus;	Conexibacter	genus	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Patulibacteraceae;family;	Patulibacteraceae	family	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Patulibacteraceae;family;Patulibacter;genus;	Patulibacter	genus	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3878	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Paraconexibacteraceae;family;	Paraconexibacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3879	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Paraconexibacteraceae;family;Paraconexibacter;genus;	Paraconexibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3880	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Baekduiaceae;family;	Baekduiaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3881	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Baekduiaceae;family;Baekduia;genus;	Baekduia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3876	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Parviterribacteraceae;family;	Parviterribacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3977	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Parviterribacteraceae;family;Parviterribacter;genus;	Parviterribacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2792	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Gaiellales;order;	Gaiellales	order	0	5	0	0	1	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	69	0	0	0	0	0	6	2	0	0	0	0	0	0	15	12	31	0	0	1	0	0	0	0	0	1	0	0	2	0	2	1	0	0	1	0	0	0	0	1	0	0	4	10	11	6	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	138	0	0	1	0	10	6	0	0	0	0	8	0	0	0	4	0	0
2793	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Gaiellales;order;Gaiellaceae;family;	Gaiellaceae	family	0	5	0	0	1	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	69	0	0	0	0	0	6	2	0	0	0	0	0	0	15	12	31	0	0	1	0	0	0	0	0	1	0	0	2	0	2	1	0	0	1	0	0	0	0	1	0	0	4	10	11	6	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	138	0	0	1	0	10	6	0	0	0	0	8	0	0	0	4	0	0
2794	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Gaiellales;order;Gaiellaceae;family;Gaiella;genus;	Gaiella	genus	0	5	0	0	1	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	69	0	0	0	0	0	6	2	0	0	0	0	0	0	15	12	31	0	0	1	0	0	0	0	0	1	0	0	2	0	2	1	0	0	1	0	0	0	0	1	0	0	4	10	11	6	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	138	0	0	1	0	10	6	0	0	0	0	8	0	0	0	4	0	0
-2777	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;unclassified_Thermoleophilia;;	unclassified_Thermoleophilia		0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	3	0	3	1	0	6	0	1	0	0	0	1	0	0	0	16	5	0	0	0	0	0	0	0	1	0	0	2	2	3	0	0	0	3	2	0	0	2	1	3	0	0	2	0	0	2	0	1	2	0	0	0	3	1	0	1	3	1	0	0
4	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;	Acidimicrobiia	class	0	0	1	0	7	0	6	4	0	21	4	1	0	9	2	0	0	3	0	11	4	4	1	0	1	0	0	0	3	3	2	1	3	4	0	0	7	12	18	12	18	18	0	0	0	5	39	0	2	5	2	0	2	0	0	6	3	3	0	0	4	2	0	0	4	4	0	15	7	5	5	0	3	3	8	0	2	0	0	0	0	29	1	0	6	14	0	0	6	0	10	5	7	3	0	0	0	1	2	4	0	7	3	1	0
5	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;	Acidimicrobiales	order	0	0	1	0	7	0	6	4	0	21	4	1	0	9	2	0	0	3	0	11	4	4	1	0	1	0	0	0	3	3	2	1	3	4	0	0	7	12	18	12	18	18	0	0	0	5	39	0	2	5	2	0	2	0	0	6	3	3	0	0	4	2	0	0	4	4	0	15	7	5	5	0	3	3	8	0	2	0	0	0	0	29	1	0	6	14	0	0	6	0	10	5	7	3	0	0	0	1	2	4	0	7	3	1	0
-6	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;unclassified_Acidimicrobiales;;	unclassified_Acidimicrobiales		0	0	1	0	0	0	3	4	0	4	0	1	0	0	0	0	0	3	0	4	0	3	1	0	0	0	0	0	0	2	0	0	0	2	0	0	4	8	2	0	5	8	0	0	0	5	39	0	2	0	2	0	1	0	0	1	2	1	0	0	3	0	0	0	3	3	0	0	4	1	0	0	3	3	1	0	2	0	0	0	0	21	0	0	3	0	0	0	0	0	1	1	2	1	0	0	0	0	1	1	0	0	0	0	0
12	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;	Iamiaceae	family	0	0	0	0	7	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	1	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-13	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;unclassified_Iamiaceae;;	unclassified_Iamiaceae		0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3857	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;Actinomarinicola;genus;	Actinomarinicola	genus	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;Iamia;genus;	Iamia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3102	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Iamiaceae;family;Aquihabitans;genus;	Aquihabitans	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3858	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Ilumatobacteraceae;family;	Ilumatobacteraceae	family	0	0	0	0	0	0	0	0	0	17	2	0	0	9	2	0	0	0	0	7	4	0	0	0	1	0	0	0	3	0	2	1	2	2	0	0	0	0	16	12	12	9	0	0	0	0	0	0	0	5	0	0	0	0	0	5	1	1	0	0	1	2	0	0	0	0	0	15	3	4	5	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	9	4	5	2	0	0	0	1	1	3	0	7	3	1	0
-3859	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Ilumatobacteraceae;family;unclassified_Ilumatobacteraceae;;	unclassified_Ilumatobacteraceae		0	0	0	0	0	0	0	0	0	17	2	0	0	0	2	0	0	0	0	7	4	0	0	0	1	0	0	0	3	0	2	1	2	2	0	0	0	0	16	12	12	9	0	0	0	0	0	0	0	5	0	0	0	0	0	5	1	1	0	0	1	2	0	0	0	0	0	15	3	4	2	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	4	5	2	0	0	0	1	1	3	0	7	3	1	0
11	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Acidimicrobiia;class;Acidimicrobiales;order;Ilumatobacteraceae;family;Ilumatobacter;genus;	Ilumatobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;unclassified_Actinobacteria;;	unclassified_Actinobacteria		0	0	0	0	3	0	16	7	0	0	2	2	54	7	0	0	0	0	1	0	0	2	0	0	0	4	0	0	4	7	0	0	1	2	19	21	17	8	7	1	11	6	0	0	1	0	0	0	4	8	7	12	6	2	1	3	0	5	0	0	3	0	0	0	3	3	0	0	6	0	0	24	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	2	2	5	6	0	0	0	1	0	2	3	2	3	0	0
379	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Nitriliruptoria;class;	Nitriliruptoria	class	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Nitriliruptoria;class;Nitriliruptorales;order;	Nitriliruptorales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Nitriliruptoria;class;Nitriliruptorales;order;Nitriliruptoraceae;family;	Nitriliruptoraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Nitriliruptoria;class;Nitriliruptorales;order;Nitriliruptoraceae;family;Nitriliruptor;genus;	Nitriliruptor	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-380	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Nitriliruptoria;class;unclassified_Nitriliruptoria;;	unclassified_Nitriliruptoria		0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Rubrobacteria;class;	Rubrobacteria	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Rubrobacteria;class;Rubrobacterales;order;	Rubrobacterales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Rubrobacteria;class;Rubrobacterales;order;Rubrobacteraceae;family;	Rubrobacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Rubrobacteria;class;Rubrobacterales;order;Rubrobacteraceae;family;Rubrobacter;genus;	Rubrobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;	Coriobacteriia	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;	Coriobacteriales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3883	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Atopobiaceae;family;	Atopobiaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3885	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Atopobiaceae;family;Lancefieldella;genus;	Lancefieldella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
365	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Coriobacteriaceae;family;	Coriobacteriaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Coriobacteriaceae;family;Collinsella;genus;	Collinsella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1883	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;	Spirochaetes	phylum	130	0	9	11	11	137	106	141	243	46	196	117	0	35	0	0	15	164	216	18	18	178	160	0	4	12	0	0	212	193	93	15	370	337	314	162	190	221	21	19	112	116	0	0	2	18	0	0	69	95	221	187	121	129	1328	1321	288	269	0	0	37	66	41	100	96	105	94	44	158	157	39	0	5	19	96	195	101	0	40	3	141	170	126	154	120	83	125	302	14	0	133	66	217	225	0	17	13	47	353	113	116	31	356	100	88
1884	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;	Spirochaetia	class	130	0	9	11	11	137	106	141	243	46	196	117	0	35	0	0	15	164	216	18	18	178	160	0	4	12	0	0	212	193	93	15	370	337	314	162	190	221	21	19	112	116	0	0	2	18	0	0	69	95	221	187	121	129	1328	1321	288	269	0	0	37	66	41	100	96	105	94	44	158	157	39	0	5	19	96	195	101	0	40	3	141	170	126	154	120	83	125	302	14	0	133	66	217	225	0	17	13	47	353	113	116	31	356	100	88
1885	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;	Spirochaetales	order	130	0	9	11	11	137	106	141	243	46	196	117	0	35	0	0	15	164	216	18	18	178	160	0	4	12	0	0	212	193	93	15	370	337	314	162	190	221	21	19	112	116	0	0	2	18	0	0	69	95	221	187	121	129	1328	1321	288	269	0	0	37	66	41	100	96	105	94	44	158	157	39	0	5	19	96	195	101	0	40	3	141	170	126	154	120	83	125	302	14	0	133	66	217	225	0	17	13	47	353	113	116	31	356	100	88
1891	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Leptospiraceae;family;	Leptospiraceae	family	130	0	1	0	0	0	3	4	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	20	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	2	0	2	8	0	1	1	0	0	1	0	0	50	4	1	0	0	0	0	0	0	0	0	1	46	0	0	0	0	0	0	0	0	1	48	0	0	0	0	14	3	0	0	0	0	0	1	1	5	0	0	0	13	0
1894	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Leptospiraceae;family;Turneriella;genus;	Turneriella	genus	130	0	1	0	0	0	3	4	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	20	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	2	0	2	8	0	1	1	0	0	1	0	0	50	4	1	0	0	0	0	0	0	0	0	1	46	0	0	0	0	0	0	0	0	1	48	0	0	0	0	14	3	0	0	0	0	0	1	1	5	0	0	0	13	0
1895	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;	Spirochaetaceae	family	0	0	8	11	11	132	103	137	169	46	196	117	0	35	0	0	15	159	209	14	18	178	160	0	3	12	0	0	209	192	88	15	369	337	258	162	190	221	19	13	110	114	0	0	2	18	0	0	69	95	188	143	115	120	861	875	245	234	0	0	36	64	17	47	91	104	94	44	158	157	39	0	5	19	91	100	100	0	40	3	141	169	125	153	117	35	123	302	14	0	107	61	216	223	0	17	13	46	352	102	114	31	356	80	88
