taxid	lineage	name	rank	SRR15720303	SRR15720304	SRR15720305	SRR15720306	SRR15720307	SRR15720308	SRR15720309	SRR15720310	SRR15720311	SRR15720312	SRR15720313	SRR15720314	SRR15720315	SRR15720316	SRR15720317	SRR15720318	SRR15720319	SRR15720320	SRR15720321	SRR15720322
565	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;	Sphingobacteriia	class	0	283	0	0	45	2	0	0	0	0	4	0	0	0	0	0	0	12	0	0
566	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;	Sphingobacteriales	order	0	283	0	0	45	2	0	0	0	0	4	0	0	0	0	0	0	12	0	0
648	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;	Sphingobacteriaceae	family	0	283	0	0	45	2	0	0	0	0	4	0	0	0	0	0	0	12	0	0
656	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;Sphingobacterium;genus;	Sphingobacterium	genus	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;Pedobacter;genus;	Pedobacter	genus	0	0	0	0	44	2	0	0	0	0	1	0	0	0	0	0	0	12	0	0
649	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;Mucilaginibacter;genus;	Mucilaginibacter	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3725	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;Daejeonella;genus;	Daejeonella	genus	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
-423	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;unclassified_Bacteroidetes;;	unclassified_Bacteroidetes		0	0	0	27	0	5	0	1	0	0	0	0	1	0	1	14	54	0	2	98
2767	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;	Cytophagia	class	0	0	0	0	5	1	0	0	0	0	3	0	0	0	0	0	0	27	0	0
2768	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;	Cytophagales	order	0	0	0	0	5	1	0	0	0	0	3	0	0	0	0	0	0	27	0	0
3744	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Hymenobacteraceae;family;	Hymenobacteraceae	family	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
614	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Hymenobacteraceae;family;Pontibacter;genus;	Pontibacter	genus	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
607	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Hymenobacteraceae;family;Hymenobacter;genus;	Hymenobacter	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
595	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cytophagaceae;family;	Cytophagaceae	family	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
599	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cytophagaceae;family;Dyadobacter;genus;	Dyadobacter	genus	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
598	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cytophagaceae;family;Cytophaga;genus;	Cytophaga	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
584	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cyclobacteriaceae;family;	Cyclobacteriaceae	family	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
587	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cyclobacteriaceae;family;Belliella;genus;	Belliella	genus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3711	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;	Chitinophagia	class	0	0	0	0	0	11	0	6	27	1	1	0	0	0	0	0	0	0	5	0
3712	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;	Chitinophagales	order	0	0	0	0	0	11	0	6	27	1	1	0	0	0	0	0	0	0	5	0
567	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;	Chitinophagaceae	family	0	0	0	0	0	11	0	6	27	1	1	0	0	0	0	0	0	0	5	0
581	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Sediminibacterium;genus;	Sediminibacterium	genus	0	0	0	0	0	3	0	6	24	1	1	0	0	0	0	0	0	0	5	0
-568	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;unclassified_Chitinophagaceae;;	unclassified_Chitinophagaceae		0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1883	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;	Spirochaetes	phylum	3	4	1	74	0	12	0	2	0	0	1	0	11	0	0	0	8	0	1	98
1884	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;	Spirochaetia	class	3	4	1	74	0	12	0	2	0	0	1	0	11	0	0	0	8	0	1	98
1885	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;	Spirochaetales	order	3	4	1	74	0	12	0	2	0	0	1	0	11	0	0	0	8	0	1	98
1895	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;	Spirochaetaceae	family	3	4	1	74	0	10	0	0	0	0	0	0	11	0	0	0	8	0	0	97
1903	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;Treponema;genus;	Treponema	genus	3	0	0	20	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	1
3619	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;Rectinema;genus;	Rectinema	genus	0	4	1	52	0	4	0	0	0	0	0	0	11	0	0	0	1	0	0	96
-1896	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;unclassified_Spirochaetaceae;;	unclassified_Spirochaetaceae		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1891	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Leptospiraceae;family;	Leptospiraceae	family	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	1	0
1894	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Leptospiraceae;family;Turneriella;genus;	Turneriella	genus	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	1	0
4440	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Sphaerochaetaceae;family;	Sphaerochaetaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2868	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Sphaerochaetaceae;family;Sphaerochaeta;genus;	Sphaerochaeta	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
789	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;	Fusobacteria	phylum	5	0	0	0	0	3	1	0	0	0	0	0	9	0	0	0	0	0	0	0
790	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;	Fusobacteriia	class	5	0	0	0	0	3	1	0	0	0	0	0	9	0	0	0	0	0	0	0
791	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;	Fusobacteriales	order	5	0	0	0	0	3	1	0	0	0	0	0	9	0	0	0	0	0	0	0
792	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Fusobacteriaceae;family;	Fusobacteriaceae	family	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Fusobacteriaceae;family;Fusobacterium;genus;	Fusobacterium	genus	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
799	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Leptotrichiaceae;family;	Leptotrichiaceae	family	0	0	0	0	0	2	1	0	0	0	0	0	9	0	0	0	0	0	0	0
800	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Leptotrichiaceae;family;Leptotrichia;genus;	Leptotrichia	genus	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
803	Root;rootrank;Bacteria;domain;Fusobacteria;phylum;Fusobacteriia;class;Fusobacteriales;order;Leptotrichiaceae;family;Streptobacillus;genus;	Streptobacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
4511	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;	Campilobacterota	phylum	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1477	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;	Campylobacteria	class	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1478	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;	Campylobacterales	order	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1479	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Campylobacteraceae;family;	Campylobacteraceae	family	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1481	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Campylobacteraceae;family;Campylobacter;genus;	Campylobacter	genus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4497	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Arcobacteraceae;family;	Arcobacteraceae	family	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3651	Root;rootrank;Bacteria;domain;Campilobacterota;phylum;Campylobacteria;class;Campylobacterales;order;Arcobacteraceae;family;Pseudarcobacter;genus;	Pseudarcobacter	genus	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2	Root;rootrank;Bacteria;domain;unclassified_Bacteria;;	unclassified_Bacteria		2878	533	64	839	18	353	26	939	105	36	13	12	512	18	82	74	354	8	906	100
2740	Root;rootrank;Bacteria;domain;Cloacimonetes;phylum;	Cloacimonetes	phylum	0	1	0	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2741	Root;rootrank;Bacteria;domain;Cloacimonetes;phylum;Candidatus Cloacamonas;genus;	Candidatus Cloacamonas	genus	0	1	0	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2755	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;	Ignavibacteriae	phylum	0	5	5	173	0	19	0	2	0	0	0	0	0	0	0	0	0	0	2	0
690	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;	Ignavibacteria	class	0	5	5	173	0	19	0	2	0	0	0	0	0	0	0	0	0	0	2	0
691	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;Ignavibacteriales;order;	Ignavibacteriales	order	0	5	5	173	0	19	0	2	0	0	0	0	0	0	0	0	0	0	2	0
692	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;Ignavibacteriales;order;Ignavibacteriaceae;family;	Ignavibacteriaceae	family	0	5	5	173	0	19	0	2	0	0	0	0	0	0	0	0	0	0	2	0
3214	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;Ignavibacteriales;order;Ignavibacteriaceae;family;Melioribacter;genus;	Melioribacter	genus	0	5	5	173	0	19	0	2	0	0	0	0	0	0	0	0	0	0	2	0
1906	Root;rootrank;Bacteria;domain;Synergistetes;phylum;	Synergistetes	phylum	0	2	3	154	0	19	0	1	90	515	25	240	362	1	3	12	14	0	0	24
1907	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;	Synergistia	class	0	2	3	154	0	19	0	1	90	515	25	240	362	1	3	12	14	0	0	24
1908	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;	Synergistales	order	0	2	3	154	0	19	0	1	90	515	25	240	362	1	3	12	14	0	0	24
1909	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;	Synergistaceae	family	0	2	3	154	0	19	0	1	90	515	25	240	362	1	3	12	14	0	0	24
3033	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;Aminivibrio;genus;	Aminivibrio	genus	0	2	0	45	0	8	0	0	2	186	0	2	64	0	0	1	5	0	0	2
-1910	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;unclassified_Synergistaceae;;	unclassified_Synergistaceae		0	0	3	33	0	2	0	1	88	262	23	237	279	1	2	3	3	0	0	17
1911	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;Aminobacterium;genus;	Aminobacterium	genus	0	0	0	32	0	4	0	0	0	3	0	0	19	0	0	0	0	0	0	0
1920	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;Thermovirga;genus;	Thermovirga	genus	0	0	0	34	0	4	0	0	0	62	2	0	0	0	0	8	6	0	0	1
1910	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;Aminiphilus;genus;	Aminiphilus	genus	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
4020	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;Acetomicrobium;genus;	Acetomicrobium	genus	0	0	0	4	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0
1914	Root;rootrank;Bacteria;domain;Synergistetes;phylum;Synergistia;class;Synergistales;order;Synergistaceae;family;Cloacibacillus;genus;	Cloacibacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
758	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;	Deinococcus-Thermus	phylum	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
759	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;	Deinococci	class	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
760	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;	Deinococcales	order	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
761	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;Deinococcaceae;family;	Deinococcaceae	family	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
764	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Deinococcales;order;Deinococcaceae;family;Deinococcus;genus;	Deinococcus	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4044	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Trueperales;order;	Trueperales	order	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
765	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Trueperales;order;Trueperaceae;family;	Trueperaceae	family	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
766	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Trueperales;order;Trueperaceae;family;Truepera;genus;	Truepera	genus	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
-760	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;unclassified_Deinococci;;	unclassified_Deinococci		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2164	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;	Verrucomicrobia	phylum	0	2	2	6	5	0	5	4	18	1	0	0	9	0	0	0	1	0	3	3572
4041	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Terrimicrobia;class;	Terrimicrobia	class	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4042	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Terrimicrobia;class;Terrimicrobiales;order;	Terrimicrobiales	order	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4043	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Terrimicrobia;class;Terrimicrobiales;order;Terrimicrobiaceae;family;	Terrimicrobiaceae	family	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3401	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Terrimicrobia;class;Terrimicrobiales;order;Terrimicrobiaceae;family;Terrimicrobium;genus;	Terrimicrobium	genus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2165	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;	Opitutae	class	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2166	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Opitutales;order;	Opitutales	order	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2167	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Opitutales;order;Opitutaceae;family;	Opitutaceae	family	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2168	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Opitutae;class;Opitutales;order;Opitutaceae;family;unclassified_Opitutaceae;;	unclassified_Opitutaceae		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2181	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision5;class;	Subdivision5	class	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3572
2182	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision5;class;Subdivision5_genera_incertae_sedis;genus;	Subdivision5_genera_incertae_sedis	genus	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3572
2176	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Spartobacteria;class;	Spartobacteria	class	0	0	0	0	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
2177	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Spartobacteria;class;Spartobacteria_genera_incertae_sedis;genus;	Spartobacteria_genera_incertae_sedis	genus	0	0	0	0	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
-2165	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;unclassified_Verrucomicrobia;;	unclassified_Verrucomicrobia		0	0	0	0	3	0	0	4	0	1	0	0	9	0	0	0	0	0	3	0
2179	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision3;class;	Subdivision3	class	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2180	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Subdivision3;class;Subdivision3_genera_incertae_sedis;genus;	Subdivision3_genera_incertae_sedis	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2183	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;	Verrucomicrobiae	class	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2184	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;	Verrucomicrobiales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2187	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;	Verrucomicrobiaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2190	Root;rootrank;Bacteria;domain;Verrucomicrobia;phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;Luteolibacter;genus;	Luteolibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1952	Root;rootrank;Bacteria;domain;Thermotogae;phylum;	Thermotogae	phylum	0	0	0	84	0	11	0	0	21	509	13	57	319	0	1	0	0	0	0	1
1953	Root;rootrank;Bacteria;domain;Thermotogae;phylum;Thermotogae;class;	Thermotogae	class	0	0	0	84	0	11	0	0	21	509	13	57	319	0	1	0	0	0	0	1
3402	Root;rootrank;Bacteria;domain;Thermotogae;phylum;Thermotogae;class;Kosmotogales;order;	Kosmotogales	order	0	0	0	84	0	11	0	0	0	508	13	55	319	0	1	0	0	0	0	1
3403	Root;rootrank;Bacteria;domain;Thermotogae;phylum;Thermotogae;class;Kosmotogales;order;Kosmotogaceae;family;	Kosmotogaceae	family	0	0	0	84	0	11	0	0	0	508	13	55	319	0	1	0	0	0	0	1
3398	Root;rootrank;Bacteria;domain;Thermotogae;phylum;Thermotogae;class;Kosmotogales;order;Kosmotogaceae;family;Mesotoga;genus;	Mesotoga	genus	0	0	0	84	0	11	0	0	0	28	8	6	319	0	0	0	0	0	0	1
-3404	Root;rootrank;Bacteria;domain;Thermotogae;phylum;Thermotogae;class;Kosmotogales;order;Kosmotogaceae;family;unclassified_Kosmotogaceae;;	unclassified_Kosmotogaceae		0	0	0	0	0	0	0	0	0	480	5	49	0	0	1	0	0	0	0	0
3404	Root;rootrank;Bacteria;domain;Thermotogae;phylum;Thermotogae;class;Petrotogales;order;	Petrotogales	order	0	0	0	0	0	0	0	0	21	1	0	2	0	0	0	0	0	0	0	0
3405	Root;rootrank;Bacteria;domain;Thermotogae;phylum;Thermotogae;class;Petrotogales;order;Petrotogaceae;family;	Petrotogaceae	family	0	0	0	0	0	0	0	0	21	1	0	2	0	0	0	0	0	0	0	0
1960	Root;rootrank;Bacteria;domain;Thermotogae;phylum;Thermotogae;class;Petrotogales;order;Petrotogaceae;family;Petrotoga;genus;	Petrotoga	genus	0	0	0	0	0	0	0	0	21	1	0	1	0	0	0	0	0	0	0	0
-3406	Root;rootrank;Bacteria;domain;Thermotogae;phylum;Thermotogae;class;Petrotogales;order;Petrotogaceae;family;unclassified_Petrotogaceae;;	unclassified_Petrotogaceae		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
804	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;	Gemmatimonadetes	phylum	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
805	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;	Gemmatimonadetes	class	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
806	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;	Gemmatimonadales	order	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
807	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;Gemmatimonadaceae;family;	Gemmatimonadaceae	family	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
-808	Root;rootrank;Bacteria;domain;Gemmatimonadetes;phylum;Gemmatimonadetes;class;Gemmatimonadales;order;Gemmatimonadaceae;family;unclassified_Gemmatimonadaceae;;	unclassified_Gemmatimonadaceae		0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2144	Root;rootrank;Bacteria;domain;SR1;phylum;	SR1	phylum	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2145	Root;rootrank;Bacteria;domain;SR1;phylum;SR1_genera_incertae_sedis;genus;	SR1_genera_incertae_sedis	genus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1921	Root;rootrank;Bacteria;domain;Tenericutes;phylum;	Tenericutes	phylum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	23	0	0	0
1922	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;	Mollicutes	class	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	23	0	0	0
4025	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Mycoplasmoidales;order;	Mycoplasmoidales	order	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4030	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Mycoplasmoidales;order;Mycoplasmoidaceae;family;	Mycoplasmoidaceae	family	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4031	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Mycoplasmoidales;order;Mycoplasmoidaceae;family;Malacoplasma;genus;	Malacoplasma	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1923	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Acholeplasmatales;order;	Acholeplasmatales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	23	0	0	0
1924	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Acholeplasmatales;order;Acholeplasmataceae;family;	Acholeplasmataceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	23	0	0	0
1925	Root;rootrank;Bacteria;domain;Tenericutes;phylum;Mollicutes;class;Acholeplasmatales;order;Acholeplasmataceae;family;Acholeplasma;genus;	Acholeplasma	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	23	0	0	0
2140	Root;rootrank;Bacteria;domain;Parcubacteria;phylum;	Parcubacteria	phylum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
