protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
HOMD_PROKKA,F1,JZW+22,NA,552,3516636811200,159534812800,2255558040700,2639448429200,1143633079500,3079756146900,673870401300,1853625976000,2328693801400,2604361086400,679079024900,1641746564300,1410139264700,1201084319300,1661013186300,1863505037300,2354693470000,3212568399000,355733990800,1007845112800
HOMD_PROKKA,F2,JZW+22,NA,1071,3937051311000,214305676900,2545872413400,3219308640200,1386984490900,3443362379500,797414699700,2358187147300,2556738883300,3174467149700,932907010400,1693488936700,1641783893400,1366871849300,2090602391600,2040098655300,2553345079500,3576493308900,327769463900,1215327721400
HOMD_PROKKA,F3,JZW+22,NA,847,4184672707700,236444286000,2807997531300,3518983147000,1518124599000,3699471299000,902851623400,2655173783400,2799613355900,3417213972600,1010334365700,1787177829900,1807101208300,1569385852900,2305527799300,2244015035600,2733130447300,3920208618500,350994891300,1363713240900
HOMD_PROKKA,F4,JZW+22,NA,561,4030476435100,170629383200,2617801389300,3321850259200,1327988128400,3574029254100,844495078900,2165228038100,2807649591400,3118484650300,755413860400,1874479898400,1741529008600,1539572599200,1999505933900,2233362259000,2691949373200,3862520007600,417980814600,1230023908000
HOMD_PROKKA,F5,JZW+22,NA,895,4465174202400,242882347400,2909567932800,3718378746800,1524116689700,3859776595000,908157103700,2626458251000,2881208669900,3644467575000,1050823969300,1879834787800,1850082751700,1609763669800,2452244308500,2293784624200,2862065026000,4088871525400,378013412600,1367490868800
HOMD_PROKKA,F6,JZW+22,NA,875,3950940209100,202178481900,2538571911600,3172064894300,1282014253800,3417849728100,764069508600,2282196974700,2522925671200,3119630282700,876452221000,1669702684800,1594223191300,1347813751900,2037368336600,1999384589400,2516393189300,3522549813800,325966612000,1165646230300
HOMD_PROKKA,F7,JZW+22,NA,807,4091364814500,194065163800,2667001450600,3347148458800,1365762733100,3560788170000,838708180800,2349365561900,2624655425600,3284685822300,892192445700,1714050838000,1733856682300,1469109321900,2195327052800,2134206830800,2637453650800,3684742763500,368607459500,1240303037600
HOMD_PROKKA,F8,JZW+22,NA,860,3512730801800,167730167500,2224109044150,2640760752050,1129249475900,3004811293100,650397301500,1885518771800,2280663237300,2619157466150,696038811100,1590139617450,1416027726550,1166818359950,1656515433050,1836494067150,2290418896950,3114811026650,320111994300,1007287898650
HOMD_PROKKA,N1,JZW+22,NA,803,6034028870800,330917157500,3591346364000,3864871862900,1900597410800,5133895211200,994089073600,3214353618600,3441574998600,4584966472600,1474975628500,2615175559500,1984215502700,2001596202900,2893333330500,3176684794700,3786116579800,4840903328900,436275129400,1895027254700
HOMD_PROKKA,N2,JZW+22,NA,1536,8263192947200,398892323400,5086454998100,5601555539000,2550406380500,7007078295500,1407895288700,4437480617000,4731809559400,5979620501400,1940464114300,3514312081900,2897626372700,2564789628600,3746651214700,4180698002100,5288381232100,6687857845900,631566945800,2307589920800
HOMD_PROKKA,N3,JZW+22,NA,1504,8803399602000,438863931500,5358573773700,5835221799900,2722473918400,7450711827400,1440013196000,4677045752500,5118857031100,6280266639800,2033237155900,3980090564800,2977787157900,2822632953100,3831257627800,4564837281200,5746134549200,7064745458600,664070532800,2531545016600
HOMD_PROKKA,N4,JZW+22,NA,1115,7893875815300,348907110100,4734999135200,4947705205400,2656314893600,6766222756000,1279238731700,4003611971300,4559636312300,5928819557300,1816969420800,3842994005600,2490855467400,2672351793500,3694835065000,4295284849300,4958779619800,6070129291300,629153426300,2678063447000
HOMD_PROKKA,N5,JZW+22,NA,1302,7330418339700,336095097100,4425620242400,4690373973300,2339440505300,6236491033600,1167418773900,3821255251600,4320085191000,5292291502700,1714816236400,3445474191600,2333620680400,2446772815300,3255170978800,3857352724800,4802712642700,5822312884700,528737212200,2218884026200
HOMD_PROKKA,N6,JZW+22,NA,1012,6772820701400,377989676800,4229407418500,4821511897600,2139579155100,5839173107900,1227503966200,3797776990600,3902871550000,5021984493500,1694756083100,2859523530800,2472984458700,2179427733700,3229290226700,3471484389900,4419948458800,5694266300100,506818758700,2012335084800
HOMD_PROKKA,N7,JZW+22,NA,1346,8115248775400,456162892500,5031173685000,5940456903300,2506954767500,6855033447800,1479891497200,4630959572200,4571365753700,6032548912000,2024846935200,3193548928000,3071253490700,2524240479200,3910137417200,4004893324300,5144408581800,6774108158700,617388434700,2206229383100
HOMD_PROKKA,N8,JZW+22,NA,450,5533065807200,268677196600,3324754883200,3676953620800,1587605719600,4476213673400,879517470800,3028096686000,2919998541400,3859315588200,1327473254400,2362169450600,1903779109800,1777517696600,2393624863800,2845306968800,3621885953800,4354928285600,411728781400,1416271566000
HOMD_PROKKA,NUF1,JZW+22,NA,899,4181366523800,210946537500,2498845433500,2795624243300,1244770111400,3447445280000,672734228900,2330405742400,2450561664900,3014649836100,1025641884800,1874411130200,1383312630800,1367332533800,1876904290900,2165584859200,2720940120700,3451174043800,301817408700,1090415035200
HOMD_PROKKA,NUF2,JZW+22,NA,900,4011820081100,209746012900,2419391987000,2678119479400,1197055661800,3313734666600,648029530400,2254148891500,2389867933700,2919009520800,996751822200,1808864208100,1318347065300,1312262178200,1776302045200,2111088484300,2628600647800,3288336361000,284147247400,1059366177100
HOMD_PROKKA,NUF3,JZW+22,NA,899,4100026262700,217687135300,2441616060700,2827791690400,1252285107100,3345577278500,666541774300,2293932810500,2431717844800,2970105851400,995448685100,1778326644700,1391280965900,1292298561900,1844438968600,2102792779500,2592634253100,3365467661000,301908127700,1101775896900
HOMD_PROKKA,P1,JZW+22,NA,677,4716429378700,281543252700,2709382314900,3026923421700,1661255247300,4037269511700,796231819100,2408656568600,2849408665300,3686298607400,1086136271900,2031704119100,1616168377800,1721488679400,2403945347700,2490021700500,2799608251200,3768150805100,351463897000,1546703742000
HOMD_PROKKA,P2,JZW+22,NA,629,3999911163400,206886918600,2455883302900,2572256795700,1522240025100,3701505012700,709867283800,2011616603300,2506484970800,3116923408700,923407017100,1978674377200,1327075827700,1475716829400,2036520833600,2251039937600,2551396917700,3266976599200,358955416500,1463744529100
HOMD_PROKKA,P3,JZW+22,NA,612,3951055122500,201855814200,2382063078200,2440529254500,1504644562200,3596927831400,682511669600,1913336599100,2460394503200,3049705460600,864282335100,1905179382400,1276517471700,1414271506300,1964472417600,2207041234400,2453493695800,3168255481300,347246163700,1474149197300
HOMD_PROKKA,P4,JZW+22,NA,829,4090350845900,188448244800,2540781465400,2673454968600,1418665738000,3779910187700,719010443200,2116889890200,2602653078900,2975891460900,892033069900,1971794993200,1496211317700,1338623692300,1831081540800,2102310591900,2745260268100,3421564978000,341290499500,1354062403300
HOMD_PROKKA,P5,JZW+22,NA,661,3621402019100,200382887600,2280953729300,2441347116800,1313912921900,3345105488500,649891264400,1974230605200,2324327501700,2791403121700,848506378200,1766013068300,1305225924700,1265529542000,1767648098300,1932042558600,2452968790100,3052622710600,285247289800,1282161884300
HOMD_PROKKA,P6,JZW+22,NA,866,4274057670300,269641277000,2750121601900,3198524199800,1533968832900,3847757257100,780882978200,2507748710400,2777907954800,3455352047800,1113264177900,1972086171600,1686485313800,1545911434300,2265672011100,2251186327300,2900736783400,3789389855900,323202123300,1425784822400
HOMD_PROKKA,P7,JZW+22,NA,579,3723715720500,187884911800,2311910180000,2402332905800,1412783972100,3471575922500,684012740700,1912747335300,2371124735200,2898663776900,831240723000,1841439416100,1277765468000,1350407551000,1881811976200,2077587286600,2427181561700,3036729757100,312542254600,1399219956700
HOMD_PROKKA,P8,JZW+22,NA,374,3069817288500,204163061700,1962643103700,2395412702700,1135823620400,2728194777800,608679206600,1877580710500,1981378538100,2563513803200,839604458600,1323801790900,1174280511100,1205274341100,1718237088100,1617726634500,2045194534400,2710352351200,207243262900,1065558898300
HOMD_PROKKA,PUF1,JZW+22,NA,814,5057693669800,231963505400,3115362156700,4087233738100,1724300926900,4147483141000,1051877188600,2701222921400,3083128360600,4200360535400,1066746471400,1982792573600,2065098179600,1890283795200,2998363558300,2751340275300,3031103807900,4392250607200,456640191500,1581121591400
HOMD_PROKKA,PUF2,JZW+22,NA,802,5542905847400,296762074400,3343481703000,4342235454200,1793170270800,4463744728800,1068482051200,2887851359400,3317024968200,4533899403000,1129079693500,2150491749400,2186456169300,2029863455500,3207434620000,2959354388100,3218791698400,4726190758800,471605216200,1660195411900
HOMD_PROKKA,PUF3,JZW+22,NA,785,4682843690000,271130146800,2773726287200,3510864993100,1591927438700,3703066084100,898251322900,2527084111200,2564778432500,3955072893800,1031795923400,1684940149000,1803819236400,1598425467900,2801793310100,2460008734800,2623049536300,3755202174000,365522133000,1387540276700
HOMD_PROKKA,UF1,JZW+22,NA,770,3762142077100,238236273600,2551135268200,3112794632800,1375389101400,3312113727200,807980152200,2442640944600,2467933346200,3096315311100,939957953400,1574775523200,1584153480600,1367480278100,2117209638100,1975936729300,2427832185100,3446541285700,298272680800,1225970501300
HOMD_PROKKA,UF2,JZW+22,NA,768,4532996924200,258026060300,3103132732000,3941318142800,1583331259500,4031917871800,976253566000,2814564807600,3178367378900,3657553529500,1055394506200,1995147826200,1980334223600,1760532139100,2492453661100,2457406642100,2987267128500,4339596619900,391630094300,1502322801200
HOMD_PROKKA,UF3,JZW+22,NA,751,4347061258700,233303358100,2981860938000,3784766909500,1569857118900,3871826379800,992701109700,2711928601500,3036838772700,3542942865200,1024270798200,1916607213400,1909424606300,1716031793800,2423708143500,2387336484200,2901031455900,4199379448800,391493384300,1471989575700
HOMD_PROKKA,UF4,JZW+22,NA,745,4333767154400,241039980800,2931536909900,3695837265700,1555410504400,3793296599500,981791253700,2661095821300,2951196964400,3535793708600,997698489900,1891315415700,1895109429900,1691996360800,2422059909300,2388337483400,2841029297200,4156347517400,395323284200,1439097122500
HOMD_PROKKA,UF5,JZW+22,NA,751,4369029286000,239552945500,2996172138300,3772840001300,1569388060500,3855221032700,994948616200,2686262099200,2999181558000,3580659369500,1012146205100,1909472790300,1929061748200,1727361174800,2458331729500,2413201524300,2903090111500,4203373043300,401437472200,1464268536300
HOMD_PROKKA,UF6,JZW+22,NA,746,3924185830000,186843911100,2631482318700,3353531145400,1355375911200,3486839972200,856569256500,2264137105400,2700127810000,3180274623100,867152776300,1769920739700,1716979494600,1476966957200,2129488326500,2116654184700,2661589000600,3751074194400,370716978300,1254731933700
HOMD_PROKKA,UF7,JZW+22,NA,743,4451594299800,235917661500,3028281647000,3832196313400,1586292462400,3905928334600,1009880535900,2705414510700,3071022772200,3622527372000,1008202491600,1955807796800,1968216427200,1767037577600,2476468733900,2473123615300,2939051465700,4277097413300,418703340500,1482947512600
HOMD_PROKKA,UF8,JZW+22,NA,704,4248620918000,240640373500,2904815470900,3676717412900,1535429607100,3767505553900,968752257600,2644763735100,2924570052400,3491192256200,994611421400,1852464504900,1895999399400,1671102184100,2378916578300,2342356307300,2825814083700,4096916823800,384808305800,1424422419200
HOMD_PROKKA,WithoutPretreatment1,JZW+22,NA,957,3200148392000,178633083800,2086281999800,2621903137400,1065100988300,2725797376500,644738413200,1890130320200,2171462910400,2453733113500,749861534300,1374654502200,1284432112300,1136614066000,1584982602800,1659180501700,2025094207600,2884647145400,269390524800,931844830700
HOMD_PROKKA,WithoutPretreatment2,JZW+22,NA,972,3147542511600,173253648100,2075822605000,2627888153000,1060959870800,2722074614300,646569136900,1869079018000,2176277291900,2445517912700,743504637600,1372147819100,1274991866100,1125405015700,1572119826000,1659494211200,2030423689300,2889857988200,276146857700,935123844500
HOMD_PROKKA,WithoutPretreatment3,JZW+22,NA,966,3202953868700,172926279800,2114681935800,2675334714700,1068902856800,2751782407400,662935650600,1872280258200,2226917419100,2486740130500,736498918500,1409817558400,1311626639500,1176488405200,1605558099500,1706859823400,2057310084300,2948267248000,289833453600,950446818800
HOMD_PROKKA,WithPretreatment1,JZW+22,NA,1022,4611877566500,188560606700,2904341168000,3110589465800,1573021911900,3936729722400,788977754600,2384425027600,2720754038000,3358442403400,1053976532800,2171809314800,1537832500900,1487248866300,2221992582400,2367351382700,2814574375800,3658449137500,419476410300,1457016720200
HOMD_PROKKA,WithPretreatment2,JZW+22,NA,1072,4714184498000,201306683800,2965158479000,3218032351100,1596262339400,4005729642100,807825717100,2441292023200,2748506314700,3432546901000,1062217483000,2156594463900,1597194780500,1501616574700,2269276155500,2396192150200,2863761954800,3711993727100,434971638600,1479429195700
HOMD_PROKKA,WithPretreatment3,JZW+22,NA,1058,5368688214800,214003129400,3250052633700,3427388199500,1710652919200,4345766162700,899412980700,2597346574600,2804103027700,3788210112100,1135281031500,2246358814200,1824642298500,1607803627900,2534262603000,2657883441900,3109131691000,4113301020500,508996705600,1537340305600
