protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
genus,Runella,8,Cytophagaceae,1,27.92,3.08,18.35,21.33,18.18,25.84,6.76,23.45,23.42,35.4,7.97,19.25,15.41,15.03,16.14,23.26,23.13,24.7,5.09,14.5
genus,Spirosoma,28,Cytophagaceae,1,29.83,2.64,19.33,17.99,15.74,25.78,6.53,20.8,17.48,35.92,7.47,16.65,16.68,16,19.1,22.37,23.56,24.48,4.73,13.63
genus,Gemmata,4,Gemmataceae,1,40.58,3.59,19.5,19.26,12.49,28.95,6.91,12.52,14.67,33.41,5.88,9.34,21.36,10.01,24.47,16.82,20.54,27.64,5.2,7.71
genus,Rubinisphaera,3,Planctomycetaceae,1,32.93,4.32,22.45,25.61,14.61,27.44,8.5,19.77,15.06,37,8.21,13.58,19.38,16.42,23.49,24.15,21.37,25.85,5.72,9.68
genus,Planctopirus,3,Planctomycetaceae,1,36.16,4.1,19.11,23.37,13.78,27.88,8.29,19.56,14.57,38.99,8.19,11.58,21.01,16.79,23.71,25.17,21.36,25.74,6.07,8.53
genus,Gimesia,8,Planctomycetaceae,1,31.53,4.38,21.77,25.25,15.51,27.7,8.57,22.27,18.77,39.15,8.25,14.73,19.44,18.42,21.28,25.52,22.12,25.27,5.69,10.86
genus,Blastopirellula,3,Pirellulaceae,1,35.16,3.94,21.75,23.76,13.75,27.31,7.75,19.15,14.8,35.65,8.45,11.98,18.97,15.61,21.73,22.31,19.85,25.46,5.45,9.68
genus,Pirellula,2,Pirellulaceae,1,37.77,4.17,21.15,24.07,13.71,28.7,7.98,19.83,15.6,38.7,8.47,11.73,20.71,15.36,24.69,26.55,21.31,26.64,5.92,9.16
genus,Isosphaera,1,Isosphaeraceae,1,45.54,3.5,24.31,24.6,13.95,33.43,9.11,18.11,10.14,45.38,6.97,11.58,29.48,14.28,35.13,23.1,23.07,30.41,6.97,7.57
genus,Methylocystis,18,Methylocystaceae,1,40.65,2.83,17.1,18.34,12.06,25,6.1,15.13,10.75,30.77,6.58,7.86,16.06,9.06,23.08,17.04,14.66,21.55,3.96,6.93
genus,Borreliella,15,Borreliaceae,1,14.28,2.19,16.47,21.63,18.86,15.62,3.9,32.51,33.06,31.91,5.64,23.39,7.55,7.61,9.98,23.1,12.99,16.15,1.52,13.5
genus,Borrelia,14,Borreliaceae,1,15.29,2.33,17.74,21.33,17.68,16.52,4.28,32.13,30.87,31.76,6.14,22.18,7.27,7.9,11.05,22.64,13.65,17.57,1.5,13.18
genus,Sediminispirochaeta,2,Spirochaetaceae,1,27.69,3.43,18.42,23.87,15.61,25.96,6.45,24.05,17.56,34.8,8.65,11.44,13.8,10,19.39,23.03,16.65,22.38,3.5,10.97
genus,Spirochaeta,5,Spirochaetaceae,1,26.96,2.74,19.51,25.05,15.16,26.78,7.12,23.6,15.92,37.22,8.2,12.26,15.91,12.62,21.33,22.92,18.03,23.8,4.21,11.96
genus,Treponema,37,Spirochaetaceae,1,28.81,4.59,18.58,23.18,16.79,23.39,5.63,24.85,23.83,31.76,7.91,15.35,12.77,10.65,15.69,23.31,18.93,22.29,3.36,12.59
genus,Brachyspira,14,Brachyspiraceae,1,18.78,3.56,20.58,24.11,17.01,17.37,4.51,35.66,31.73,29.92,8.22,26.88,8.93,6.96,10.88,22.48,15.93,18.08,2.28,17.83
genus,Leptospira,74,Leptospiraceae,1,20.03,2.7,16.52,24.1,19.08,22.98,5.86,25.01,25.04,35.4,6.52,15.54,13.85,10.69,15.44,26.25,17.35,20.16,3.93,12.09
genus,Leptospirillum,5,Nitrospiraceae,1,22.02,2.62,14.1,17.23,12.42,24.53,8.05,16.52,12.1,32.94,7.03,8.68,15.56,7.81,19.05,21.9,14.39,19.96,4.08,6.99
genus,Leptonema,1,Leptospiraceae,1,28.24,2.73,18.09,22.12,15.02,23.54,6.88,19.76,14.51,34.45,7.97,10.11,14.52,10.99,23.34,21.31,16.06,20.75,3.62,10.23
genus,Magnetospirillum,17,Rhodospirillaceae,1,41.23,3.14,19.05,18.4,11.12,27.91,6.99,15.67,11,33.82,8.33,8.02,16.71,9.99,23.13,17.13,16.88,24.85,4.35,6.53
genus,Novispirillum,1,Rhodospirillaceae,1,41.93,3.07,19.34,17,11.02,28.67,6.72,14.96,9.57,36.65,8.12,7.53,18.79,11.73,23.69,17.95,19.75,25.92,4.36,6.97
genus,Aquaspirillum,2,Chromobacteriaceae,1,38.27,3.42,17.49,18.16,11.75,24.39,8.46,15.89,11.7,37.64,7.68,10.08,16.04,16.68,20.66,18.52,16.97,23.39,4.78,8.07
genus,Azospirillum,45,Azospirillaceae,1,42.86,2.78,19.28,18.05,11.22,29.07,6.64,14.91,9.81,35.04,7.85,8.18,18.18,9.94,24.88,16.74,18.01,25.25,4.25,6.95
genus,Campylobacter,232,Campylobacteraceae,1,21.38,3.65,17,20.96,17.72,17.81,4.9,27.43,28.4,31.95,6.99,19.36,8.44,9.35,9.8,20.62,12.87,16.57,2.04,11.56
genus,Helicobacter,78,Helicobacteraceae,1,22.63,3.94,15.92,20.16,16.47,19.78,6.64,25.76,24.84,33.65,7.22,17.08,10.69,12.86,11.7,22.24,14.89,17.56,2.42,12.08
genus,Pseudoalteromonas,310,Pseudoalteromonadaceae,1,29.2,3.37,18.86,20.21,14.57,21.55,7.54,21.87,19.43,35.12,7.82,16.39,12.37,16.14,13.36,22.91,18.73,22.52,3.83,10.92
genus,Brucella,83,Brucellaceae,1,36.18,2.53,17.45,18.39,12.36,26.19,6.41,18.53,12.91,30.85,8.2,9.81,15.09,10.08,20.43,17.63,16.31,22.61,3.86,7.48
genus,Elizabethkingia,14,Weeksellaceae,1,21.28,2.34,17.85,21.49,17.37,21.42,5.73,26.36,27.45,30.65,7.73,20.91,11.69,12.54,11.67,21.8,18.3,19.68,3.74,14.86
genus,Flavobacterium,336,Flavobacteriaceae,1,22.55,2.66,18.27,21.76,18.18,21.65,5.67,27.53,27.27,31.09,7.39,21.97,11.66,11.84,10.82,22.39,20.84,21.25,3.56,14.05
genus,Planomicrobium,15,Planococcaceae,1,24.88,1.68,15.89,24.46,13.91,21.85,6.3,21.39,18.58,29.52,8.66,11.23,11.48,10.53,12.96,17.93,16.12,21.02,3.26,10.61
genus,Chryseobacterium,185,Weeksellaceae,1,20.18,2.41,17.65,21.51,17.52,20.86,5.62,25.62,26.96,29.29,7.59,20.9,11.28,11.61,10.68,21.67,18.55,19.42,3.44,13.92
genus,Empedobacter,5,Weeksellaceae,1,26.25,2.28,19.18,21.89,16.91,21.97,6.65,25.38,24.43,33.08,7.39,20.2,12.55,13.07,14.12,20.78,19,21.51,3.74,13.54
genus,Terrimonas,2,Chitinophagaceae,1,27.93,3,18.84,20.08,17.05,24.87,6.69,24.83,23.39,32.9,8.16,19.1,14.25,13.7,15.95,22.15,21.03,22.73,4.69,14.67
genus,Psychroflexus,15,Flavobacteriaceae,1,20.42,2.31,19.26,23.49,18.31,20.22,6.12,26.28,26.41,31.96,7.07,20.38,11.09,12.95,11.43,22.77,18.02,19.97,3.33,13.23
genus,Halomonas,196,Halomonadaceae,1,36.14,3.05,18.41,21.06,11.34,26.12,7.99,15.59,9.09,37.09,8.2,8.8,15.89,13.14,22.55,18.25,16.48,23.2,4.8,7.81
genus,Myroides,18,Flavobacteriaceae,1,21.31,2.53,18.41,22.76,16.98,21.03,5.97,26.61,25.9,32,7.77,19.55,10.78,12.57,11.65,21.29,19.59,22.34,3.36,15.04
genus,Sphingobacterium,83,Sphingobacteriaceae,1,24.49,2.54,19.44,21.3,17.24,23.36,6.66,25.78,24.1,33.46,7.98,19.77,12.65,13.64,14.57,22.79,19.15,21.95,4.28,14.97
genus,Francisella,23,Francisellaceae,1,21.58,3.58,18.01,18.26,15.8,18.85,5.63,29.3,25.84,30.94,7.33,18.98,9.85,11.33,10.4,22.45,16.38,20.47,2.92,13.26
genus,Paracoccus,95,Rhodobacteraceae,1,41,2.56,18.8,16.9,10.69,27.75,6.42,15.65,7.87,31.89,8.48,7.26,17.06,10.39,23.35,15.1,16.09,21.87,4.51,6.19
genus,Thermus,25,Thermaceae,1,33.34,1.19,10.66,25.09,11.25,27.8,5.62,8.32,10.61,43.64,4.68,4.92,19.37,8.29,24.79,11.09,11.66,23.49,4.4,8.61
genus,Meiothermus,13,Thermaceae,1,34.27,1.74,12.16,21.49,11.24,27.14,6.07,12.54,10.05,39.67,5.7,7.6,18.4,12.87,23.04,14.99,14.32,23.66,4.96,9.02
genus,Xanthobacter,10,Xanthobacteraceae,1,44.93,2.61,17.46,17.54,11.92,28.8,6.26,14.92,9.74,33.29,7.42,7.1,18.15,8.88,23.1,16.03,16.7,25.47,3.92,6.66
genus,Comamonas,42,Comamonadaceae,1,41.31,3.11,16.47,17.27,10.99,26.56,7.6,14.2,11.28,35.51,8.49,8.85,16.8,15.67,20.94,18.93,16.9,24.5,5.05,7.34
genus,Pseudomonas,1697,Pseudomonadaceae,1,36.49,3.24,17.74,18.72,12,26.31,7.52,15.73,11.42,38.97,7.59,10.08,16.06,15.21,21.15,19.19,16.18,23.47,4.76,8.39
genus,Burkholderia,287,Burkholderiaceae,1,44.45,3.13,19.05,15.9,11.99,27.22,7.71,14.92,9.4,33.34,7.4,8.84,17.34,11.41,24.14,18.18,17.83,25.42,4.62,8.04
genus,Brevundimonas,66,Caulobacteraceae,1,42.82,2.2,19.11,17.66,10.82,28.17,5.57,13.87,8.76,30.89,7.21,7.42,17.1,9.99,23.5,16.01,16.91,23.94,4.63,6.53
genus,Hydrogenophilus,1,Hydrogenophilaceae,1,43.12,3.07,16.16,21.05,12.05,24.32,7.96,15.4,10.22,36.04,6.33,7.8,19.27,12.23,25.19,13.93,18.54,25.65,6.34,7.42
genus,Pelomonas,10,Comamonadaceae,1,46.46,2.89,18.08,17.59,11.39,29.04,7.32,13.01,10.24,38.34,7.52,8.45,18.29,13.61,24.58,17.82,17.14,24.83,5.47,7.06
genus,Ralstonia,24,Burkholderiaceae,1,42.6,2.93,17.63,16.42,11.4,26.88,7.59,14.78,10.09,33.79,7.91,9.14,17.23,12.78,22.68,17.36,18.4,25.23,4.69,7.82
genus,Xanthomonas,88,Xanthomonadaceae,1,46.79,2.9,20.3,16.76,11.29,29.33,7.87,13.84,8.97,38.4,7.15,9,18.69,15.58,26.01,18.98,17.75,25.3,5.48,8.48
genus,Zoogloea,5,Zoogloeaceae,1,41.47,3.21,18.57,19.14,12.04,27.89,7.4,15.53,11.09,36.6,7.4,8.91,17.42,11.85,23.88,18.13,16.77,24.75,4.55,7.48
genus,Azotobacter,4,Pseudomonadaceae,1,38.55,3.42,17.28,20.54,11.47,27.53,7.61,14.12,9.47,40.06,6.58,8.34,17.1,13.31,25.16,17.36,14.36,21.95,4.83,7.98
genus,Agrobacterium,63,Rhizobiaceae,1,36.72,2.47,17.98,18.51,12.68,26.03,6.36,18.31,12.28,31.56,8.17,9.43,15.14,9.99,20.67,18.91,17.13,23.16,3.97,7.33
genus,Bradyrhizobium,218,Bradyrhizobiaceae,1,38.81,2.68,17.17,16.3,11.65,25.85,6.28,16.62,11.26,30.75,7.54,8.55,16.15,9.94,21.64,17.61,16.77,23.13,4.12,7.02
genus,Sinorhizobium,24,Rhizobiaceae,1,38.38,2.73,18.04,19.46,12.4,26.66,6.54,17.34,11.42,31.68,7.83,8.86,15.44,9.58,22.41,18.13,16.78,23.44,4.19,7.42
genus,Mesorhizobium,479,Phyllobacteriaceae,1,37.3,2.49,17.19,16.66,11.69,25.97,6.12,16.37,11.07,29.81,7.55,8.16,15.13,9.13,20.58,16.82,15.77,22.42,4.06,6.81
genus,Rhizobium,362,Rhizobiaceae,1,36.87,2.48,17.79,17.91,12.24,25.79,6.32,17.94,11.56,31.05,8.04,8.94,15.1,9.77,20.62,18.34,16.76,22.75,3.98,7.22
genus,Neorhizobium,16,Rhizobiaceae,1,36.24,2.4,17.55,18.1,12.27,25.84,6.2,17.82,11.71,30.81,8.17,8.88,15.35,9.68,20.52,18.11,16.6,22.76,3.98,7.18
genus,Methylobacillus,4,Methylophilaceae,1,32.55,2.62,16.26,17.98,11.36,23.1,7.6,17.45,12.92,33.57,7.99,10.7,14.04,13.99,17.95,18.26,15.64,21.57,4.04,8.5
genus,Methylorubrum,8,Methylobacteriaceae,1,44.39,2.53,17.55,18.06,10.67,28.81,6.06,13.67,8.01,32.78,6.25,6.73,18.33,8.67,25.99,15.89,16.88,23.51,3.9,6.27
genus,Methylobacterium,140,Methylobacteriaceae,1,45.57,2.48,17.85,17.38,10.43,28.52,6,13.75,7.88,32.71,6.26,6.47,18.39,8.69,26.17,15.52,16.9,23.59,3.92,6.23
genus,Methylococcus,4,Methylococcaceae,1,37.34,3.43,18.18,20.92,12.54,27.81,7.66,16.22,11.29,36.86,7.01,9.04,17.5,11.2,24.83,17.83,16.08,24.1,4.7,8.71
genus,Methylobacter,8,Methylococcaceae,1,30.67,3.39,17.98,19.61,13.15,22.89,7.48,20.78,15.97,34.58,7.75,12.67,14.36,13.99,17.61,19.35,16.53,21.11,4.21,9.61
genus,Methylomonas,16,Methylococcaceae,1,33.04,3.41,18.47,18.82,13.2,23.61,7.41,19.18,14.9,36.16,7.38,12.79,14.51,15.4,17.89,19.92,16.47,21.8,4.42,9.48
genus,Methylosinus,12,Methylocystaceae,1,44.06,2.73,17.9,19.43,12.44,26.3,6.23,15.49,10.15,32.77,6.12,7.52,16.64,8.96,25.23,18.12,15.56,22.3,3.95,7.07
genus,Acetobacter,57,Acetobacteraceae,1,37.4,3.45,17.52,17.18,11.93,26.3,7.64,16.25,11.32,33.45,8.24,9.83,17.6,12.33,21.41,19.48,18.99,23.46,4.56,7.74
genus,Komagataeibacter,20,Acetobacteraceae,1,39.13,3.48,18.42,15.44,10.85,27.9,8.49,16,7.7,32.13,9.36,8.42,18.48,11.13,24.49,17.07,18.52,23.5,4.63,7.26
genus,Acidomonas,1,Acetobacteraceae,1,40.14,2.89,17.81,16.63,11.07,27.26,7.4,14.89,7.64,32.97,7.42,7.49,18.04,9.44,25.34,17.07,17.19,22.54,4.62,6.93
genus,Gluconobacter,29,Acetobacteraceae,1,37.43,3.26,18.7,17.74,11.89,28.06,8.13,16.9,10.14,35.03,8.4,9.67,18.32,12.1,23.25,20.83,19.87,23.73,4.68,7.69
genus,Legionella,67,Legionellaceae,1,26.15,3.98,16.24,20.34,15.07,20.11,8.55,24.55,20.82,37.22,7.89,16.4,13.87,15.66,14.59,22.14,17.72,19.84,3.83,11.58
genus,Fluoribacter,3,Legionellaceae,1,25.81,4.08,16.27,21.22,15.7,20.16,8.92,25.47,22.12,37.67,8.11,17.01,14.19,15.99,14.15,22.84,18.01,19.98,3.89,11.92
genus,Tatlockia,2,Legionellaceae,1,27.98,4.17,16.5,21.92,15.92,20.82,8.79,25.1,21.54,39.6,7.74,16.62,14.74,16.49,15.94,22.51,18.28,20.41,4.01,11.77
genus,Acinetobacter,614,Moraxellaceae,1,26.79,2.93,15.86,18.27,13.12,19.85,7.32,20.86,17.28,32.07,7.72,13.59,12.15,16.99,13.36,18.7,16.21,20.32,3.9,10.02
genus,Moraxella,29,Moraxellaceae,1,29.22,3.2,20.78,15.89,13.44,21.65,8.19,20.97,18.57,33.03,8.88,15.63,13,14.51,13.69,19.74,20.37,22.81,3.69,11.08
genus,Neisseria,95,Neisseriaceae,1,31.5,3.06,16.19,18.74,12.57,22.86,6.86,17.74,16.8,31.23,7.76,12.79,13.04,13.02,16.14,17.33,16.12,20.67,4.16,9.5
genus,Bergeriella,1,Neisseriaceae,1,35.16,2.86,16,17.94,11.83,23.16,6.57,16.2,14.59,30.75,7.64,11.2,13.08,12.88,16.68,15.97,15.54,20.65,3.92,8.73
genus,Psychrobacter,138,Moraxellaceae,1,31.05,3.03,20.59,18.78,12.45,22.19,7.49,21.97,17.15,33.32,9.03,15.03,13.58,15.47,15.22,21.98,19.66,22.32,3.89,10.32
genus,Thermomicrobium,1,Thermomicrobiaceae,1,39.15,2.64,15.77,22,10.73,26.26,6.69,15.59,5.23,39.54,5.33,5.68,20.3,11.41,29.92,15.01,17.61,28.27,5.68,7.78
genus,Kingella,6,Neisseriaceae,1,32.69,3.1,15.04,16.74,11.74,20.88,7.09,16.58,14.54,29.79,7.13,12.39,12.88,14.73,15.78,16.15,15.51,19.14,3.91,8.63
genus,Alcaligenes,7,Alcaligenaceae,1,36.43,2.72,16.62,17.74,11.87,24.77,7.09,15.81,11.48,35.8,8.68,9.36,16.52,16.14,19.77,19.43,16.65,23.78,4.67,8.5
genus,Bordetella,30,Alcaligenaceae,1,45.69,3.04,18.68,16.78,11.03,29.54,7.6,14.96,9.17,36.86,8.35,8.66,18.74,13.9,25.22,18.14,17.39,25.59,4.96,8.35
genus,Acidiphilium,7,Acetobacteraceae,1,44.85,3.18,18.24,16.85,12.07,28.23,7.48,20.53,11.11,33.87,7.18,9.17,17.25,8.1,23.05,16.47,16.74,25.2,3.7,6.81
genus,Acidocella,4,Acetobacteraceae,1,42.04,2.82,15.1,16.63,11.42,27.08,6.72,15.65,10.03,34.16,7.52,8.52,17.12,11.01,19.96,16,16.2,21.52,4.13,6.98
genus,Beijerinckia,4,Beijerinckiaceae,1,37.82,2.74,17.25,16.74,12.16,25.53,6.78,17.31,11,31.82,7.24,8.58,16.46,10.2,20.86,17.49,17.13,21.89,3.97,7.1
genus,Chromobacterium,21,Chromobacteriaceae,1,40.75,3.32,17.52,17.64,11.24,26.56,7.05,14.37,11.57,37.97,7.83,9.37,16.25,14.69,21.94,18.55,13.98,21.74,4.91,8.18
genus,Iodobacter,4,Chromobacteriaceae,1,34.73,3.21,16.59,17.89,12.72,23.41,7.11,19.03,15.44,36.06,8.11,11.95,14.14,14.58,16.48,20.9,15.98,21.35,4.38,8.62
genus,Eikenella,16,Neisseriaceae,1,32.11,3.09,13.88,16.92,10.93,21.4,6.95,15.37,12.02,30.41,6.82,10.67,13.55,14.27,17.26,15.73,14.02,18.63,3.89,8.24
genus,Zymomonas,1,Sphingomonadaceae,1,36.71,3.02,21.03,20.44,14.15,26.84,8.54,23.83,18.52,36.37,8.56,14.17,17.21,14.09,20.49,24.52,18.81,22.07,4.76,9.82
genus,Citrobacter,167,Enterobacteriaceae,1,30.67,3.55,16.35,17.6,12.15,23.5,7.05,18.53,13.56,33.78,8.77,12.02,13.95,14.16,17.37,18.88,17.4,22.48,4.97,8.79
genus,Klebsiella,111,Enterobacteriaceae,1,32.22,3.38,16.03,17.01,11.95,23.62,7.06,17.6,12.45,34.34,8.5,11.1,14.35,14.1,18.28,18.48,16.51,21.94,5,8.62
genus,Pantoea,162,Erwiniaceae,1,32.72,3.19,16.62,17.19,12.09,23.64,7.31,18.02,12.45,35.38,8.54,11.58,14.45,15.54,18.78,19.5,16.83,22.13,4.85,8.51
genus,Enterobacter,287,Enterobacteriaceae,1,31.76,3.34,16.89,18.13,12.34,24.02,7.23,17.94,13.58,34.43,8.81,12.02,14.42,14.03,18.27,18.99,17.76,23.12,5.11,8.8
genus,Erwinia,47,Erwiniaceae,1,31.66,3.28,16.46,17.14,11.96,23.53,7.26,18.06,12.83,35.02,8.38,11.79,14.18,15.18,18.62,19.88,16.73,21.84,4.72,8.68
genus,Pectobacterium,26,Pectobacteriaceae,1,32.46,3.38,18.1,18.78,12.79,24.26,7.77,19.8,13.93,37.03,8.56,12.95,15.03,16.23,19.12,21.52,18.84,23.45,4.8,9.79
genus,Dickeya,19,Pectobacteriaceae,1,34.37,3.6,18.04,17.89,12.49,24.94,8.22,18.48,12.19,38.1,8.61,12.14,15.82,16.93,20.79,20.9,18.28,23.85,4.88,9.54
genus,Escherichia,151,Enterobacteriaceae,1,29.69,3.54,16.18,18.08,11.98,22.89,6.91,18.63,13.82,33.1,8.68,12.36,13.73,13.89,17.23,18.34,16.97,22.01,4.75,8.84
genus,Shimwellia,2,Enterobacteriaceae,1,32.31,3.57,16.47,16.24,11.62,24.52,7.55,17.86,11.5,34.48,8.55,10.99,14.88,14.47,19.19,18.09,16.72,22.23,4.9,8.73
genus,Atlantibacter,3,Enterobacteriaceae,1,33.39,3.66,17.54,18.3,12.65,24.8,7.54,18.85,13.33,35.56,8.96,12.4,15.16,15.05,18.9,19.09,17.78,23.38,5.16,9.11
genus,Pseudescherichia,1,Enterobacteriaceae,1,33.3,3.29,17.15,18.28,12.38,24.45,7.26,18.11,12.81,35.64,8.82,11.78,14.87,14.71,18.81,18.99,17.73,23.32,5.05,8.9
genus,Hafnia,5,Hafniaceae,1,31.22,3.71,17.5,18.44,12.83,24.3,7.7,20.04,14.81,35.92,9.18,13.39,14.65,15.68,17.59,21.39,18.02,23.03,4.73,9.81
genus,Raoultella,42,Enterobacteriaceae,1,31.97,3.42,15.91,17,11.99,23.69,6.96,17.68,11.89,34.04,8.47,10.91,14.25,13.85,18.38,18.54,16.11,21.84,4.88,8.54
genus,Kluyvera,11,Enterobacteriaceae,1,36.07,3.44,18.11,18.48,12.7,27.32,7.6,18.28,14.68,35.86,9.43,13.3,15.86,15.98,19.58,21.55,21.06,23.71,5.51,11.09
genus,Morganella,5,Morganellaceae,1,29.44,3.43,17.12,18.85,13.04,21.59,7.03,18.97,13.88,33.21,7.8,12.56,14.09,11.88,17.17,19.66,16.72,19.36,4.72,9.49
genus,Proteus,71,Morganellaceae,1,25.67,3.3,16.47,19.06,12.99,21.13,6.86,23.12,17.76,32.91,8.14,15.06,12.74,14.41,14.57,20.32,17.45,20.04,4.07,10.34
