seed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
28,-70.463,-69.831,-69.2,-69.31,-69.2,-68.98,-69.227,-69.227,-69.914,-69.722,-71.286,-69.722,-69.365,-68.514,-68.486,-69.31
29,-70.024,-69.392,-68.624,-68.678,-68.596,-68.349,-68.678,-68.624,-69.475,-69.2,-71.039,-69.337,-68.898,-67.8,-67.91,-68.733
30,-69.969,-69.42,-68.678,-68.706,-68.651,-68.431,-68.733,-68.678,-69.502,-69.227,-71.094,-69.42,-69.035,-67.965,-68.157,-68.761
31,-70.271,-69.749,-69.035,-69.035,-69.008,-68.788,-69.118,-69.035,-69.831,-69.557,-71.369,-69.776,-69.392,-68.376,-68.569,-69.118
32,-70.573,-69.996,-69.365,-69.42,-69.365,-69.145,-69.392,-69.392,-70.078,-69.859,-71.506,-69.941,-69.584,-68.706,-68.788,-69.447
33,-69.996,-69.337,-68.569,-68.624,-68.541,-68.294,-68.624,-68.596,-69.42,-69.145,-70.984,-69.282,-68.843,-67.8,-67.91,-68.678
34,-70.298,-69.804,-69.255,-69.31,-69.255,-69.063,-69.282,-69.282,-69.886,-69.694,-71.204,-69.776,-69.475,-68.733,-68.788,-69.337
35,-70.627,-70.216,-69.831,-69.859,-69.804,-69.694,-69.831,-69.831,-70.271,-70.133,-71.396,-70.161,-69.941,-69.475,-69.502,-69.886
36,-70.243,-69.612,-68.953,-69.035,-68.953,-68.733,-69.008,-68.98,-69.722,-69.502,-71.176,-69.584,-69.2,-68.267,-68.349,-69.063
37,-70.051,-69.584,-68.843,-68.871,-68.816,-68.596,-68.925,-68.871,-69.667,-69.392,-71.122,-69.612,-69.227,-68.102,-68.322,-68.953
38,-69.722,-68.98,-68.184,-68.239,-68.157,-67.91,-68.239,-68.184,-69.09,-68.788,-70.82,-68.953,-68.514,-67.416,-67.58,-68.294
39,-70.325,-69.804,-69.337,-69.42,-69.337,-69.2,-69.365,-69.365,-69.886,-69.722,-71.176,-69.749,-69.475,-68.871,-68.871,-69.42
40,-70.38,-69.941,-69.392,-69.42,-69.365,-69.227,-69.42,-69.392,-69.996,-69.776,-71.369,-69.941,-69.639,-68.898,-69.008,-69.447
41,-70.463,-70.078,-69.749,-69.776,-69.722,-69.639,-69.749,-69.749,-70.133,-69.996,-71.204,-70.051,-69.859,-69.447,-69.475,-69.776
42,-70.161,-69.42,-68.624,-68.706,-68.596,-68.322,-68.651,-68.651,-69.529,-69.255,-71.149,-69.337,-68.898,-67.773,-67.855,-68.733
43,-70.325,-69.749,-69.008,-69.008,-68.98,-68.761,-69.09,-69.008,-69.831,-69.529,-71.424,-69.749,-69.392,-68.376,-68.651,-69.09
44,-70.573,-69.886,-69.173,-69.255,-69.173,-68.925,-69.2,-69.2,-69.969,-69.749,-71.533,-69.804,-69.392,-68.431,-68.486,-69.282
45,-70.243,-69.749,-69.118,-69.145,-69.09,-68.898,-69.173,-69.118,-69.831,-69.584,-71.314,-69.749,-69.392,-68.514,-68.651,-69.2
46,-70.435,-69.859,-69.227,-69.255,-69.2,-69.008,-69.282,-69.255,-69.941,-69.722,-71.451,-69.859,-69.502,-68.624,-68.761,-69.31
47,-70.133,-69.694,-69.063,-69.09,-69.035,-68.871,-69.118,-69.09,-69.749,-69.529,-71.067,-69.667,-69.337,-68.459,-68.596,-69.145
48,-70.133,-69.612,-69.145,-69.2,-69.145,-68.98,-69.173,-69.173,-69.667,-69.529,-70.902,-69.557,-69.282,-68.678,-68.706,-69.227
49,-70.298,-69.722,-69.035,-69.063,-69.008,-68.788,-69.09,-69.035,-69.804,-69.529,-71.314,-69.722,-69.337,-68.376,-68.596,-69.118
50,-69.996,-69.392,-68.624,-68.651,-68.596,-68.376,-68.706,-68.651,-69.502,-69.2,-71.122,-69.392,-68.98,-67.91,-68.047,-68.733
51,-70.325,-69.722,-69.118,-69.2,-69.118,-68.925,-69.145,-69.145,-69.804,-69.584,-71.286,-69.667,-69.31,-68.541,-68.596,-69.2
52,-70.325,-69.804,-69.282,-69.31,-69.255,-69.09,-69.31,-69.282,-69.859,-69.667,-71.204,-69.776,-69.475,-68.788,-68.871,-69.337
53,-70.682,-70.271,-69.914,-69.941,-69.914,-69.804,-69.941,-69.914,-70.298,-70.188,-71.369,-70.216,-70.024,-69.612,-69.639,-69.969
54,-70.106,-69.447,-68.733,-68.816,-68.706,-68.486,-68.761,-68.761,-69.529,-69.282,-71.094,-69.392,-68.98,-67.965,-68.047,-68.843
55,-70.216,-69.502,-68.816,-68.871,-68.788,-68.569,-68.843,-68.843,-69.612,-69.392,-71.231,-69.447,-69.035,-68.075,-68.129,-68.925
56,-70.38,-69.776,-69.118,-69.173,-69.09,-68.871,-69.145,-69.145,-69.859,-69.639,-71.286,-69.722,-69.337,-68.376,-68.431,-69.227
57,-70.243,-69.447,-68.733,-68.843,-68.733,-68.459,-68.733,-68.761,-69.557,-69.365,-71.122,-69.337,-68.898,-67.882,-67.882,-68.843
58,-70.188,-69.557,-68.871,-68.898,-68.843,-68.624,-68.898,-68.871,-69.639,-69.392,-71.314,-69.529,-69.145,-68.239,-68.431,-68.953
59,-70.216,-69.667,-68.98,-69.035,-68.98,-68.761,-69.035,-69.008,-69.722,-69.502,-71.231,-69.639,-69.282,-68.322,-68.486,-69.09
60,-70.573,-69.969,-69.31,-69.392,-69.31,-69.118,-69.365,-69.337,-70.051,-69.831,-71.533,-69.914,-69.529,-68.651,-68.706,-69.42
61,-70.024,-69.392,-68.733,-68.788,-68.706,-68.514,-68.761,-68.733,-69.475,-69.255,-71.094,-69.365,-69.008,-68.102,-68.239,-68.816
62,-70.545,-70.161,-69.776,-69.804,-69.776,-69.667,-69.804,-69.804,-70.216,-70.078,-71.369,-70.133,-69.914,-69.475,-69.502,-69.831
63,-69.831,-69.282,-68.486,-68.486,-68.431,-68.212,-68.569,-68.486,-69.365,-69.063,-70.957,-69.282,-68.871,-67.718,-67.937,-68.569
64,-70.078,-69.447,-68.761,-68.816,-68.733,-68.541,-68.816,-68.761,-69.529,-69.282,-71.122,-69.42,-69.035,-68.129,-68.267,-68.843
65,-70.188,-69.557,-68.788,-68.843,-68.761,-68.541,-68.843,-68.816,-69.639,-69.365,-71.286,-69.529,-69.09,-68.02,-68.157,-68.898
66,-70.106,-69.639,-69.173,-69.227,-69.145,-69.008,-69.173,-69.173,-69.694,-69.529,-70.957,-69.584,-69.31,-68.706,-68.706,-69.227
67,-70.435,-69.886,-69.2,-69.227,-69.173,-68.98,-69.255,-69.2,-69.941,-69.694,-71.533,-69.859,-69.502,-68.596,-68.706,-69.282
68,-70.243,-69.941,-69.612,-69.612,-69.612,-69.502,-69.639,-69.612,-69.969,-69.831,-71.067,-69.941,-69.749,-69.337,-69.392,-69.639
69,-69.859,-69.31,-68.569,-68.569,-68.514,-68.322,-68.651,-68.569,-69.392,-69.118,-71.012,-69.31,-68.953,-67.882,-68.157,-68.651
70,-70.243,-69.639,-68.98,-69.063,-68.98,-68.761,-69.008,-69.008,-69.722,-69.502,-71.149,-69.557,-69.2,-68.294,-68.349,-69.09
71,-69.941,-69.337,-68.651,-68.706,-68.651,-68.431,-68.706,-68.678,-69.42,-69.173,-71.012,-69.31,-68.953,-67.992,-68.102,-68.761
72,-70.325,-69.749,-69.255,-69.337,-69.255,-69.09,-69.282,-69.282,-69.831,-69.667,-71.039,-69.694,-69.42,-68.761,-68.816,-69.337
73,-69.969,-69.447,-68.788,-68.816,-68.761,-68.569,-68.843,-68.816,-69.529,-69.282,-70.929,-69.447,-69.118,-68.184,-68.376,-68.871
74,-70.024,-69.42,-68.761,-68.788,-68.733,-68.514,-68.816,-68.761,-69.502,-69.255,-70.984,-69.42,-69.063,-68.129,-68.322,-68.843
75,-70.188,-69.694,-69.09,-69.09,-69.063,-68.898,-69.145,-69.09,-69.749,-69.502,-71.231,-69.722,-69.392,-68.596,-68.788,-69.145
76,-70.188,-69.529,-68.761,-68.816,-68.733,-68.486,-68.816,-68.788,-69.612,-69.365,-71.231,-69.475,-69.035,-67.965,-68.047,-68.871
77,-69.996,-69.475,-68.761,-68.761,-68.733,-68.541,-68.843,-68.761,-69.557,-69.255,-71.149,-69.502,-69.145,-68.157,-68.431,-68.843
78,-70.133,-69.557,-69.035,-69.118,-69.035,-68.871,-69.063,-69.063,-69.612,-69.475,-70.875,-69.475,-69.173,-68.514,-68.541,-69.118
79,-70.106,-69.557,-68.843,-68.843,-68.816,-68.624,-68.925,-68.843,-69.612,-69.337,-71.176,-69.557,-69.2,-68.212,-68.486,-68.925
80,-70.051,-69.502,-68.761,-68.788,-68.733,-68.541,-68.843,-68.788,-69.557,-69.31,-71.122,-69.502,-69.118,-68.102,-68.349,-68.843
81,-70.49,-70.024,-69.475,-69.502,-69.447,-69.282,-69.502,-69.475,-70.106,-69.886,-71.341,-70.024,-69.722,-68.925,-69.063,-69.529
82,-69.612,-68.898,-68.047,-68.129,-68.02,-67.745,-68.102,-68.075,-69.008,-68.706,-70.71,-68.843,-68.376,-67.169,-67.306,-68.184
83,-70.353,-69.667,-68.925,-69.008,-68.925,-68.678,-68.98,-68.953,-69.749,-69.502,-71.314,-69.612,-69.2,-68.239,-68.376,-69.035
84,-69.831,-69.227,-68.459,-68.459,-68.404,-68.212,-68.514,-68.459,-69.31,-69.008,-70.984,-69.2,-68.788,-67.773,-67.937,-68.541
85,-70.271,-69.694,-69.035,-69.118,-69.035,-68.843,-69.09,-69.063,-69.776,-69.557,-71.176,-69.639,-69.282,-68.431,-68.541,-69.145
86,-70.627,-70.216,-69.831,-69.886,-69.831,-69.722,-69.859,-69.859,-70.271,-70.133,-71.369,-70.188,-69.941,-69.502,-69.502,-69.886
87,-70.161,-69.694,-69.145,-69.2,-69.145,-68.953,-69.173,-69.173,-69.749,-69.557,-71.012,-69.639,-69.337,-68.569,-68.624,-69.227
88,-70.051,-69.365,-68.596,-68.624,-68.569,-68.322,-68.651,-68.596,-69.447,-69.2,-71.122,-69.31,-68.871,-67.827,-67.965,-68.678
89,-69.722,-69.145,-68.459,-68.514,-68.431,-68.239,-68.514,-68.459,-69.227,-68.98,-70.82,-69.118,-68.733,-67.8,-67.882,-68.541
90,-70.078,-69.557,-68.761,-68.733,-68.706,-68.486,-68.843,-68.761,-69.639,-69.31,-71.231,-69.584,-69.173,-68.047,-68.349,-68.843
91,-70.051,-69.502,-68.843,-68.925,-68.843,-68.624,-68.871,-68.871,-69.584,-69.365,-71.122,-69.447,-69.063,-68.184,-68.184,-68.953
92,-70.106,-69.337,-68.596,-68.706,-68.596,-68.322,-68.624,-68.624,-69.447,-69.227,-71.094,-69.255,-68.816,-67.8,-67.855,-68.706
93,-70.298,-69.749,-69.227,-69.282,-69.227,-69.063,-69.255,-69.255,-69.831,-69.639,-71.204,-69.694,-69.392,-68.733,-68.788,-69.31
94,-70.271,-69.667,-69.008,-69.063,-68.98,-68.788,-69.063,-69.008,-69.749,-69.502,-71.314,-69.639,-69.282,-68.376,-68.541,-69.09
95,-70.243,-69.722,-68.953,-68.953,-68.925,-68.706,-69.035,-68.953,-69.776,-69.475,-71.396,-69.722,-69.337,-68.294,-68.541,-69.035
96,-70.408,-70.024,-69.667,-69.694,-69.667,-69.557,-69.694,-69.667,-70.051,-69.941,-71.176,-69.969,-69.776,-69.365,-69.392,-69.722
97,-70.271,-69.776,-69.31,-69.365,-69.31,-69.145,-69.337,-69.31,-69.831,-69.667,-71.122,-69.722,-69.475,-68.871,-68.953,-69.365
98,-70.188,-69.667,-69.173,-69.2,-69.173,-69.035,-69.227,-69.2,-69.749,-69.557,-71.039,-69.667,-69.392,-68.761,-68.871,-69.255
99,-70.298,-69.612,-68.925,-69.008,-68.925,-68.733,-68.98,-68.953,-69.722,-69.475,-71.341,-69.557,-69.173,-68.322,-68.349,-69.035
100,-70.271,-69.584,-68.98,-69.09,-68.98,-68.788,-69.008,-69.008,-69.694,-69.475,-71.176,-69.502,-69.145,-68.376,-68.349,-69.09
