seed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
42,-0.216,-0.686,-0.569,-0.392,-0.49,-0.569,-0.647,-0.51,-0.647,-0.471,-0.922,-0.902,-0.902,-0.686,-0.961,-0.51
43,0.02,-0.588,-0.412,-0.157,-0.314,-0.392,-0.549,-0.314,-0.51,-0.275,-0.804,-0.863,-0.902,-0.608,-1.098,-0.314
44,0.059,-0.471,-0.333,-0.118,-0.255,-0.333,-0.431,-0.275,-0.412,-0.216,-0.647,-0.686,-0.706,-0.49,-0.843,-0.255
45,0.118,-0.451,-0.333,-0.118,-0.255,-0.333,-0.431,-0.255,-0.392,-0.196,-0.667,-0.706,-0.725,-0.51,-0.843,-0.255
46,-0.02,-0.569,-0.451,-0.235,-0.373,-0.471,-0.569,-0.392,-0.49,-0.314,-0.667,-0.804,-0.843,-0.667,-1.059,-0.373
47,0.176,-0.373,-0.235,-0.039,-0.176,-0.255,-0.353,-0.176,-0.294,-0.118,-0.549,-0.588,-0.608,-0.412,-0.745,-0.176
48,0.078,-0.431,-0.275,-0.039,-0.176,-0.255,-0.373,-0.196,-0.373,-0.176,-0.686,-0.667,-0.686,-0.392,-0.784,-0.196
49,0.118,-0.49,-0.275,0,-0.176,-0.255,-0.431,-0.196,-0.431,-0.176,-0.686,-0.804,-0.824,-0.451,-1.02,-0.196
50,-0.098,-0.686,-0.569,-0.333,-0.49,-0.588,-0.706,-0.49,-0.627,-0.412,-0.824,-0.961,-1.02,-0.824,-1.275,-0.49
51,0,-0.549,-0.471,-0.235,-0.373,-0.49,-0.569,-0.392,-0.49,-0.314,-0.667,-0.804,-0.863,-0.706,-1.118,-0.373
52,0.039,-0.49,-0.275,-0.059,-0.196,-0.275,-0.412,-0.216,-0.431,-0.216,-0.784,-0.745,-0.725,-0.392,-0.824,-0.216
53,-0.294,-0.725,-0.608,-0.451,-0.549,-0.608,-0.686,-0.549,-0.686,-0.529,-0.902,-0.902,-0.902,-0.725,-0.98,-0.549
54,-0.196,-0.804,-0.765,-0.529,-0.686,-0.804,-0.882,-0.686,-0.725,-0.569,-0.824,-1.078,-1.157,-1.078,-1.49,-0.667
55,0.176,-0.412,-0.275,-0.02,-0.176,-0.275,-0.392,-0.196,-0.333,-0.137,-0.529,-0.686,-0.725,-0.49,-0.941,-0.196
56,0.137,-0.431,-0.314,-0.078,-0.216,-0.314,-0.431,-0.235,-0.353,-0.157,-0.549,-0.686,-0.725,-0.529,-0.98,-0.216
57,-0.02,-0.667,-0.588,-0.333,-0.49,-0.627,-0.706,-0.51,-0.588,-0.392,-0.706,-0.941,-1.02,-0.902,-1.373,-0.49
58,-0.02,-0.529,-0.412,-0.196,-0.333,-0.431,-0.529,-0.353,-0.471,-0.294,-0.667,-0.784,-0.824,-0.608,-1.02,-0.333
59,0.098,-0.49,-0.412,-0.176,-0.333,-0.431,-0.529,-0.333,-0.431,-0.235,-0.627,-0.765,-0.804,-0.667,-1.059,-0.314
60,-0.02,-0.51,-0.373,-0.176,-0.294,-0.373,-0.471,-0.314,-0.471,-0.275,-0.667,-0.745,-0.745,-0.51,-0.863,-0.314
61,0,-0.569,-0.431,-0.216,-0.353,-0.431,-0.549,-0.353,-0.51,-0.314,-0.725,-0.804,-0.824,-0.608,-0.98,-0.353
62,0.02,-0.569,-0.51,-0.275,-0.431,-0.529,-0.608,-0.431,-0.51,-0.333,-0.647,-0.824,-0.902,-0.784,-1.196,-0.412
63,-0.118,-0.765,-0.608,-0.333,-0.51,-0.608,-0.745,-0.51,-0.686,-0.451,-0.902,-1.078,-1.118,-0.843,-1.392,-0.51
64,-0.196,-0.765,-0.647,-0.412,-0.549,-0.647,-0.765,-0.569,-0.706,-0.51,-0.863,-1.02,-1.078,-0.863,-1.294,-0.569
65,-0.02,-0.569,-0.431,-0.216,-0.333,-0.431,-0.529,-0.353,-0.51,-0.314,-0.824,-0.824,-0.824,-0.588,-0.941,-0.353
66,-0.02,-0.588,-0.451,-0.216,-0.353,-0.431,-0.549,-0.373,-0.529,-0.314,-0.765,-0.824,-0.843,-0.608,-0.98,-0.353
67,0,-0.549,-0.392,-0.176,-0.314,-0.392,-0.51,-0.314,-0.49,-0.275,-0.745,-0.804,-0.804,-0.549,-0.941,-0.314
68,0.275,-0.314,-0.137,0.098,-0.039,-0.137,-0.275,-0.059,-0.235,-0.02,-0.549,-0.588,-0.588,-0.314,-0.765,-0.059
69,-0.059,-0.627,-0.49,-0.255,-0.412,-0.51,-0.608,-0.412,-0.569,-0.353,-0.804,-0.902,-0.922,-0.706,-1.157,-0.412
70,-0.059,-0.725,-0.588,-0.294,-0.471,-0.608,-0.725,-0.49,-0.647,-0.412,-0.863,-1.059,-1.118,-0.863,-1.431,-0.49
71,0.118,-0.431,-0.255,0,-0.157,-0.235,-0.373,-0.176,-0.373,-0.137,-0.667,-0.686,-0.706,-0.412,-0.863,-0.157
72,0,-0.471,-0.255,-0.059,-0.176,-0.216,-0.353,-0.196,-0.412,-0.216,-0.745,-0.686,-0.647,-0.275,-0.627,-0.196
73,-0.137,-0.804,-0.745,-0.51,-0.667,-0.804,-0.863,-0.667,-0.725,-0.549,-0.804,-1.078,-1.176,-1.078,-1.529,-0.647
74,0.02,-0.627,-0.471,-0.196,-0.373,-0.49,-0.608,-0.392,-0.549,-0.314,-0.784,-0.922,-0.98,-0.725,-1.235,-0.373
75,0.059,-0.49,-0.353,-0.137,-0.275,-0.373,-0.471,-0.294,-0.412,-0.235,-0.647,-0.745,-0.784,-0.569,-1,-0.275
76,0.059,-0.431,-0.216,0,-0.137,-0.196,-0.353,-0.157,-0.392,-0.157,-0.706,-0.686,-0.686,-0.333,-0.765,-0.157
77,-0.098,-0.471,-0.275,-0.137,-0.216,-0.216,-0.353,-0.216,-0.451,-0.275,-0.745,-0.647,-0.608,-0.216,-0.49,-0.235
78,0.098,-0.314,-0.078,0.078,-0.02,-0.039,-0.176,-0.039,-0.275,-0.059,-0.647,-0.51,-0.451,-0.078,-0.373,-0.039
79,0.118,-0.412,-0.294,-0.098,-0.235,-0.314,-0.392,-0.235,-0.353,-0.176,-0.569,-0.647,-0.667,-0.471,-0.784,-0.235
80,0.098,-0.471,-0.333,-0.098,-0.235,-0.314,-0.451,-0.255,-0.412,-0.196,-0.686,-0.745,-0.765,-0.51,-0.922,-0.235
81,0.294,-0.216,-0.02,0.196,0.078,0,-0.137,0.059,-0.157,0.059,-0.471,-0.471,-0.471,-0.118,-0.569,0.059
82,0.275,-0.314,-0.196,0.02,-0.118,-0.216,-0.314,-0.137,-0.255,-0.059,-0.471,-0.569,-0.608,-0.392,-0.765,-0.118
83,0.137,-0.451,-0.255,0,-0.157,-0.235,-0.392,-0.157,-0.373,-0.137,-0.686,-0.745,-0.765,-0.451,-1,-0.157
84,-0.137,-0.529,-0.275,-0.118,-0.216,-0.235,-0.392,-0.235,-0.49,-0.294,-0.863,-0.745,-0.667,-0.235,-0.569,-0.235
85,0.078,-0.353,-0.137,0.039,-0.059,-0.078,-0.235,-0.078,-0.314,-0.118,-0.627,-0.569,-0.51,-0.118,-0.451,-0.078
86,-0.059,-0.569,-0.392,-0.176,-0.314,-0.373,-0.51,-0.333,-0.51,-0.314,-0.804,-0.804,-0.804,-0.529,-0.882,-0.333
87,0.059,-0.51,-0.314,-0.078,-0.216,-0.314,-0.451,-0.235,-0.431,-0.216,-0.745,-0.765,-0.804,-0.49,-0.98,-0.235
88,0,-0.569,-0.412,-0.176,-0.314,-0.392,-0.529,-0.333,-0.51,-0.294,-0.804,-0.824,-0.824,-0.569,-0.961,-0.333
89,-0.078,-0.647,-0.529,-0.275,-0.431,-0.529,-0.647,-0.451,-0.588,-0.392,-0.765,-0.922,-0.98,-0.745,-1.216,-0.431
90,0.176,-0.314,-0.137,0.078,-0.059,-0.118,-0.255,-0.059,-0.255,-0.059,-0.529,-0.549,-0.569,-0.255,-0.686,-0.059
91,0,-0.686,-0.529,-0.255,-0.431,-0.549,-0.686,-0.431,-0.608,-0.373,-0.824,-1,-1.059,-0.784,-1.353,-0.431
92,0.098,-0.275,0,0.137,0.059,0.039,-0.098,0.039,-0.235,-0.039,-0.686,-0.471,-0.392,0.059,-0.255,0.02
93,-0.098,-0.529,-0.275,-0.098,-0.196,-0.235,-0.373,-0.216,-0.471,-0.275,-0.843,-0.725,-0.667,-0.255,-0.588,-0.235
94,0.02,-0.549,-0.373,-0.118,-0.275,-0.353,-0.51,-0.294,-0.471,-0.255,-0.765,-0.824,-0.843,-0.549,-1.02,-0.294
95,0.216,-0.314,-0.118,0.098,-0.039,-0.118,-0.255,-0.059,-0.255,-0.039,-0.569,-0.549,-0.549,-0.255,-0.667,-0.059
96,0.02,-0.549,-0.373,-0.118,-0.275,-0.353,-0.49,-0.294,-0.471,-0.255,-0.765,-0.804,-0.843,-0.549,-1.02,-0.275
97,0.039,-0.529,-0.451,-0.235,-0.373,-0.471,-0.549,-0.373,-0.451,-0.294,-0.627,-0.784,-0.824,-0.706,-1.078,-0.373
98,0.118,-0.392,-0.176,0.039,-0.098,-0.157,-0.294,-0.098,-0.333,-0.098,-0.667,-0.647,-0.627,-0.294,-0.745,-0.098
99,0.235,-0.294,-0.137,0.078,-0.059,-0.137,-0.255,-0.078,-0.235,-0.02,-0.49,-0.529,-0.549,-0.314,-0.706,-0.059
100,-0.196,-0.725,-0.588,-0.392,-0.51,-0.608,-0.706,-0.529,-0.667,-0.471,-0.882,-0.98,-1,-0.765,-1.176,-0.529
