protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
metaproteome,Ctrl16,HZX+21,NA,3061,116459,16172,78727,98743,45379,104278,22524,80353,89513,87919,39353,51480,50711,34778,51622,55934,78634,101786,9172,36303
metaproteome,Ctrl17,HZX+21,NA,3216,134145,20049,84432,107323,51138,116555,25424,84131,95622,93335,43313,57505,57887,39790,53599,60193,84754,109127,10689,42868
metaproteome,Ctrl18,HZX+21,NA,6970,331234,45828,211751,262776,124456,277489,55762,207769,245292,239387,103490,148148,135839,99249,134108,159644,203002,254614,28097,104947
metaproteome,Ctrl19,HZX+21,NA,4646,194699,28089,124354,159266,75700,172311,36669,124449,141733,141214,62703,87360,81684,60626,81129,93211,122089,157598,16516,63398
metaproteome,Ctrl22,HZX+21,NA,5159,254744,37791,163366,207815,96639,215525,46219,162660,188393,187059,82940,108948,108477,78336,115527,119249,151521,201739,20235,81114
metaproteome,Ctrl31,HZX+21,NA,2928,105020,11434,72004,85487,38848,94484,17976,70643,80226,77898,33136,48503,44913,32608,44966,53661,71767,90840,7775,32013
metaproteome,Ctrl33,HZX+21,NA,6966,333819,45543,217566,274943,132116,286050,61256,221917,267499,256858,99108,164918,142905,105288,140973,170442,209117,266739,30436,119542
metaproteome,Ctrl34,HZX+21,NA,3835,178995,23557,110373,137908,64033,146828,29600,107608,121868,122624,54308,74850,69477,50908,67792,81032,108790,135043,14768,53416
metaproteome,Ctrl36,HZX+21,NA,3338,135709,16164,94779,120092,55976,119602,26265,98987,113183,111241,42527,65576,62239,42675,63288,72826,91325,115522,10879,44910
metaproteome,Ctrl37,HZX+21,NA,1882,78751,12081,48451,59335,28356,67635,14267,45972,54192,52664,24996,31952,31260,22588,30038,34569,48599,62886,6691,24629
metaproteome,Ctrl38,HZX+21,NA,6594,299271,41189,197971,252195,112993,260650,54720,197680,222457,219111,100678,129067,127797,95311,129152,136753,192256,239708,23007,93412
metaproteome,Ctrl42,HZX+21,NA,4461,171601,20752,116741,144854,71672,161265,32215,117425,135265,135849,55566,84913,77563,55092,78170,95022,115481,148460,16221,61951
metaproteome,Ctrl60,HZX+21,NA,3729,168468,23181,110330,134901,63078,145302,29532,109743,122810,124262,54662,74175,70422,52359,73121,80971,105031,137290,13220,53412
metaproteome,Ctrl61,HZX+21,NA,8178,398457,55570,252830,315538,149521,331411,67846,251510,295829,288814,123439,175103,161927,120912,158814,186745,237241,301095,32240,127846
metaproteome,Ctrl69,HZX+21,NA,4660,211129,29472,140006,180108,85252,179945,38151,146297,172180,163658,63329,102104,91868,66454,89987,106352,135632,171400,18239,71726
metaproteome,Ctrl90,HZX+21,NA,3734,158101,19104,105854,125717,66709,143879,28574,105842,119753,124592,50097,80729,69959,50876,69676,88648,104993,129994,15199,57184
metaproteome,Ctrl95,HZX+21,NA,9625,452419,62860,292154,355089,176485,399408,80961,287244,328806,327969,144101,214098,190492,136436,182021,225321,299635,359836,42351,160761
metaproteome,Ctrl96,HZX+21,NA,3793,145752,17109,104370,135633,58134,131971,29243,110287,118958,122517,47958,66810,68348,48049,74456,74736,99753,129275,11115,46980
metaproteome,Ctrl113,HZX+21,NA,2587,97840,11528,73301,86796,41052,100713,19997,71797,75012,82461,32695,50077,47812,34498,51411,55392,73454,92825,9558,38066
metaproteome,Ctrl114,HZX+21,NA,1840,67966,9349,44792,55773,25644,60477,12793,44175,49542,50150,21641,28886,29637,19885,28915,31745,45079,58243,5354,22006
metaproteome,P1_0322,HZX+21,NA,3177,116174,12397,85444,104076,48748,114496,29645,82954,80308,100609,37714,49748,61458,40148,66746,60206,84941,109088,10561,40337
metaproteome,P1_0327,HZX+21,NA,4839,202071,23518,138054,174519,82621,177571,40566,143701,157970,168804,63664,95956,91546,68450,96980,110456,128316,168535,18276,71925
metaproteome,P2_0324,HZX+21,NA,1995,75136,8063,53147,65058,28057,69556,14524,55222,52172,60331,25261,30551,34621,25158,36714,37767,52416,67151,4992,23076
metaproteome,P3_0324,HZX+21,NA,9215,405656,53546,258537,318098,154720,342408,69112,263349,307817,302956,122730,190982,168522,123594,160838,202802,246206,313907,33977,133491
metaproteome,P3_0401,HZX+21,NA,4628,191078,26421,121692,151452,79290,176022,35963,118670,138439,140931,64145,90324,81134,60435,81635,95126,115413,156518,18696,68528
metaproteome,P4_0324,HZX+21,NA,7088,306682,41767,196473,243277,117063,268046,54088,197958,230935,225653,94038,138266,129702,94303,126413,150822,188285,249142,25325,96713
metaproteome,P4_0329,HZX+21,NA,7279,355627,52004,223873,284149,137764,301571,62721,223198,261594,258313,111447,158208,147775,107545,146102,170080,212756,276273,30516,117607
metaproteome,P4_0401,HZX+21,NA,8787,427251,63690,274743,342646,171565,373584,82740,274215,310122,316644,138264,189431,189813,137584,182147,212500,264666,343384,37981,146819
metaproteome,P5_0422,HZX+21,NA,6668,322218,42447,212423,262726,130824,271615,59471,224873,266175,260102,95516,168323,138419,102240,139964,176757,201530,256081,30508,118443
metaproteome,P5_0402,HZX+21,NA,3368,160166,16694,117219,141014,66392,145280,32068,123462,137192,140654,48840,86615,76507,55592,80342,90886,117064,143537,13860,63086
metaproteome,P5_0328,HZX+21,NA,5097,210140,22379,142313,171085,83380,180891,38673,143839,175614,165837,59548,110435,88261,64136,85066,113485,148545,173281,17997,79482
metaproteome,P5_0413,HZX+21,NA,658,22880,2424,16074,19590,9298,19947,4623,15494,19821,18070,6523,11545,10037,6867,9229,11699,17310,19613,1946,8215
metaproteome,P5_0404,HZX+21,NA,2089,99081,11000,67719,80310,39375,85246,19646,67082,81575,78304,28041,54444,42899,30712,41377,53571,73411,83414,9252,41956
metaproteome,P5_0419,HZX+21,NA,4455,220639,29514,144966,176749,91998,187067,40456,154644,176437,176666,63864,112821,97318,70264,96315,121764,139464,173646,21068,82143
metaproteome,P5_0325,HZX+21,NA,3591,172373,21655,115147,139770,66583,140919,31996,112796,142151,134085,48769,86038,71147,53616,70209,88401,118014,139211,14739,63606
metaproteome,P6_0324,HZX+21,NA,4960,236267,27723,158399,201001,94247,206890,44556,169489,188238,200629,71308,115833,108422,79816,114640,127930,150990,193048,20514,81864
metaproteome,P6_0329,HZX+21,NA,2330,85312,8953,58405,70984,30634,74511,16018,58558,62921,64748,26640,36350,37197,27894,41007,40382,56281,75360,5540,25515
metaproteome,P6_0404,HZX+21,NA,6675,305450,40591,198156,254667,124719,262249,55340,205512,241599,234264,95528,148894,135459,94385,132491,156598,195073,244662,27176,102958
metaproteome,P6_0419,HZX+21,NA,5325,253618,32764,168373,208911,101149,218909,48815,170897,191118,197417,76429,119931,115874,84457,111815,132339,162130,207860,23396,86261
metaproteome,P7_0324,HZX+21,NA,7613,404934,56308,261024,316718,161943,337995,74296,251317,299427,297787,123154,189601,173140,126214,163850,202633,250455,313913,38261,139013
metaproteome,P7_0329,HZX+21,NA,8261,428502,59252,273267,325035,170597,359622,74815,262808,309420,304316,129750,200630,179846,130424,161875,213433,268809,329680,40630,148106
metaproteome,P7_0401,HZX+21,NA,7961,417706,53106,257806,319085,160203,350481,75708,253833,287966,314323,123053,184225,175605,138046,177509,211685,246730,323144,35552,139195
