protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
metaproteome,Ctrl16,HZX+21,NA,42781,2949097,475476,1896474,3902638,1172515,1909258,702932,1805656,3176372,3388369,967394,1547321,1093665,2070240,1891975,2097309,1987170,2019032,316828,929004
metaproteome,Ctrl17,HZX+21,NA,44752,3310840,601381,2195035,4326317,1331898,2229438,824011,2060447,3573462,3795281,1072490,1738048,1391021,2205693,2128045,2479967,2453837,2339353,388970,1097398
metaproteome,Ctrl18,HZX+21,NA,21418,1068417,211769,659287,1137582,452677,780020,236957,654380,933518,1101874,317612,557879,525579,712350,608863,747553,852828,776547,114716,369155
metaproteome,Ctrl19,HZX+21,NA,30223,2097363,360638,1344611,2649909,871572,1420399,508484,1349507,2201844,2365183,649417,1103434,926844,1434182,1316238,1586809,1548439,1535876,227795,704391
metaproteome,Ctrl22,HZX+21,NA,17033,876232,177064,528053,930543,355914,625118,192632,538155,773953,889420,277454,421899,421354,578329,493210,574383,714635,634951,78522,288849
metaproteome,Ctrl31,HZX+21,NA,28083,2013815,349871,1298931,2555463,807527,1354221,488043,1281750,2104319,2251587,598404,1032287,906511,1414811,1267892,1503329,1500441,1473661,219134,674195
metaproteome,Ctrl33,HZX+21,NA,22829,1161542,229635,784519,1356769,532868,943826,286886,742599,1088293,1272782,336988,686212,660164,751929,742939,881025,970113,895241,152298,429380
metaproteome,Ctrl34,HZX+21,NA,25341,1066301,255188,681908,1125723,495357,871954,267517,669070,904270,1173088,302332,602096,638853,761645,654091,871115,904775,854413,161343,400894
metaproteome,Ctrl36,HZX+21,NA,29310,1952903,325978,1289341,2488440,833663,1348661,491729,1232819,2051978,2267327,607625,1091098,835253,1357221,1260223,1529671,1380535,1402643,258640,674633
metaproteome,Ctrl37,HZX+21,NA,33705,1881113,371518,1202769,2282740,766861,1301887,453479,1143144,1869481,2135223,615967,987998,807151,1330082,1170483,1414503,1406344,1350068,230179,641552
metaproteome,Ctrl38,HZX+21,NA,25873,1665327,236785,1017613,2053217,649290,1060253,366407,1007073,1687121,1800199,533286,801262,588322,1115360,980788,1043463,1054058,1110791,136449,507571
metaproteome,Ctrl42,HZX+21,NA,21212,798601,229540,545789,784287,403805,746809,215486,493651,662666,889030,219832,501846,545854,499459,506920,702586,745927,703548,151616,323236
metaproteome,Ctrl60,HZX+21,NA,32107,2070660,383746,1341329,2532114,901453,1456144,516736,1294411,2096782,2374731,635976,1168328,889922,1461506,1322939,1614293,1527304,1490607,269600,710643
metaproteome,Ctrl61,HZX+21,NA,21479,843252,224036,540368,630329,417052,746942,191782,571905,585469,844204,251389,476605,614094,520295,440445,720433,884973,745866,119157,361481
metaproteome,Ctrl69,HZX+21,NA,29666,1523035,324025,973146,1684902,677164,1124196,370052,979630,1415604,1697700,454994,850341,755445,1070199,941440,1249981,1212004,1158812,205703,558891
metaproteome,Ctrl90,HZX+21,NA,24868,1122332,272957,735194,1108881,575589,948113,287442,761830,979645,1269606,351291,715071,662723,812135,728789,1041078,966067,962260,168805,473852
metaproteome,Ctrl95,HZX+21,NA,27736,1574867,256427,994427,1787622,663955,1129267,354678,1002937,1480280,1634282,492644,825079,665270,1000634,904701,1058924,1086171,1139920,174008,547440
metaproteome,Ctrl96,HZX+21,NA,28530,1406526,294029,909628,1571672,618934,1037068,342711,885080,1308726,1606882,432434,774221,684556,1014146,875451,1147168,1074088,1070036,193953,511812
metaproteome,Ctrl113,HZX+21,NA,26352,865901,256346,604662,749369,467326,853552,235011,584863,608198,988851,236177,554426,669029,649572,557372,860665,822053,841827,191734,413741
metaproteome,Ctrl114,HZX+21,NA,28672,1222549,281108,761705,1314803,581815,962792,313454,762187,1040288,1386760,351801,723664,661229,970094,787482,1018324,952542,956830,184483,469374
metaproteome,P1_0322,HZX+21,NA,40560,1908008,372139,1220923,2135274,854747,1380303,484783,1222442,1722333,2218800,593014,1037346,937424,1409478,1192287,1558922,1425289,1423646,259948,733853
metaproteome,P1_0327,HZX+21,NA,42008,2172500,439164,1418621,2528396,948822,1579451,550205,1428768,2065323,2506158,700649,1164846,1115767,1541844,1364099,1798783,1803014,1626773,274761,823121
metaproteome,P2_0324,HZX+21,NA,56776,4034118,637928,2560572,5267708,1611101,2478396,982655,2529077,4322052,4704358,1310383,2046813,1504200,2918167,2549418,3001489,2718785,2691092,395537,1309659
metaproteome,P3_0324,HZX+21,NA,23533,1101746,203111,695918,1053974,484090,830720,245095,722309,943160,1127651,340174,576570,537546,662686,589901,858085,815715,836199,126853,415599
metaproteome,P3_0401,HZX+21,NA,31447,1725274,320431,1124807,2015811,751829,1242769,426084,1086589,1652877,1962728,553541,926063,794248,1192457,1056250,1351901,1287137,1262583,235987,642350
metaproteome,P4_0324,HZX+21,NA,27926,1608285,248635,993809,1968095,661666,1042815,375847,1009341,1623696,1772977,493042,821965,633507,1147191,957798,1120791,1076183,1088539,134567,507472
metaproteome,P4_0329,HZX+21,NA,27680,1150896,227529,741671,1132684,502304,943541,271957,771125,950964,1154685,377223,569527,620078,681745,645940,859051,869084,912809,126102,435435
metaproteome,P4_0401,HZX+21,NA,33285,1615988,275339,1009471,1778847,679849,1162496,377992,1034896,1441654,1697649,516396,785954,736853,1066212,924330,1117682,1129941,1159017,160291,572785
metaproteome,P5_0422,HZX+21,NA,35429,2140888,424448,1357607,2493394,926910,1531410,524174,1365585,2102574,2374912,644810,1205770,991447,1489264,1330496,1634292,1671220,1548866,248825,749291
metaproteome,P5_0402,HZX+21,NA,31470,890244,315740,646672,703658,489039,966396,254991,637442,589601,1020840,260803,581429,841084,603180,568975,952878,1185104,899115,214754,460899
metaproteome,P5_0328,HZX+21,NA,24789,1287729,298804,865616,1395275,596425,1030057,331209,834781,1172819,1448878,373567,772826,707543,868574,815119,1122294,1108601,1032438,202597,502251
metaproteome,P5_0413,HZX+21,NA,20103,1196249,220182,714567,1464400,517990,763279,292935,730214,1167221,1387521,353237,663053,472497,967482,764181,904533,809532,800302,133717,406113
metaproteome,P5_0404,HZX+21,NA,23421,672304,314507,509182,481965,372613,818401,205914,414763,392342,789199,155114,478120,693430,437351,431158,835192,920651,733322,212592,360029
metaproteome,P5_0419,HZX+21,NA,34321,2243783,415738,1448309,2738990,971948,1599717,558460,1462773,2287938,2503459,681848,1242918,1041428,1565407,1433281,1716491,1664909,1669924,266811,799210
metaproteome,P5_0325,HZX+21,NA,28311,1169910,306077,700885,1134285,555792,934099,291441,773468,938624,1291328,327989,678583,804009,920961,716692,990218,1309930,947586,144509,471764
metaproteome,P6_0324,HZX+21,NA,31904,1526704,413493,1046629,1337867,775445,1332156,418650,1094592,1198581,1775581,446348,970400,1004146,1076328,987758,1661278,1438523,1350680,271724,701121
metaproteome,P6_0329,HZX+21,NA,29478,1061843,394929,821697,806891,618474,1157944,334368,758632,667249,1253192,303445,764255,925723,732930,728288,1268416,1238072,1085521,302370,583280
metaproteome,P6_0404,HZX+21,NA,20624,943879,206011,632149,929060,450564,788703,221518,635860,821757,971268,293178,552010,522890,577852,552513,741744,787008,776933,147036,368599
metaproteome,P6_0419,HZX+21,NA,49791,3287391,541413,2145642,4103679,1335145,2230749,800029,2136967,3372011,3702905,1066377,1700280,1394148,2226259,2069085,2456786,2325911,2363064,377667,1153725
metaproteome,P7_0324,HZX+21,NA,22374,978646,268881,652837,829385,436683,885958,236659,616281,698988,976536,292604,537890,635353,564725,533605,820884,966892,837332,164186,407814
metaproteome,P7_0329,HZX+21,NA,30523,1177214,306796,780297,956162,542796,1067031,280125,737071,804443,1176073,348782,656716,735211,707723,631329,980829,1055896,1005195,212462,515640
metaproteome,P7_0401,HZX+21,NA,31786,1275730,330355,800117,1072455,545409,1091937,302341,758561,855229,1289641,365098,669678,724212,829877,712239,1049082,1005902,1035447,204433,507936
metaproteome,P8_0324,HZX+21,NA,24129,1494793,225420,900860,1788603,570459,933479,323597,918495,1475940,1555779,468563,690151,526151,984602,832306,908288,990178,962093,114902,447578
metaproteome,P8_0329,HZX+21,NA,26124,1163651,191701,665776,1137475,487493,798825,236537,701142,948387,1140761,338912,559903,488578,787381,598365,718532,758008,815214,103652,399806
metaproteome,P9_0324,HZX+21,NA,19786,1358702,228865,860879,1669966,534270,922204,319387,833968,1402374,1458320,410555,697990,543973,855489,796264,964046,963086,920847,147677,422551
metaproteome,P9_0329,HZX+21,NA,16935,708178,147600,450105,601694,306664,603378,148017,454106,566459,649170,217832,378903,367513,350248,346891,509356,538420,562337,89570,265413
metaproteome,P9_0401,HZX+21,NA,21256,806170,223160,597905,623337,450961,845649,217997,566507,565544,840983,234583,545609,577217,453744,480727,785504,741436,770745,187273,392913
metaproteome,P10_0322,HZX+21,NA,21818,1173914,246937,796106,1200758,539033,965434,282067,784913,1007253,1247076,361013,640624,709272,698288,668773,851172,1075432,950010,158947,469429
metaproteome,P11_0322,HZX+21,NA,36567,1670458,371324,1118531,1827017,791969,1317927,424542,1075332,1521084,1959036,523520,970491,929162,1175835,1038372,1439394,1439604,1315697,274613,674871
metaproteome,P11_0404,HZX+21,NA,42783,3158761,539901,2086690,4235718,1231733,2086661,784414,1962653,3461483,3650306,1036862,1636450,1251414,2139772,2014776,2297159,2371513,2192521,345149,1018671
metaproteome,P11_0408,HZX+21,NA,32797,2461359,417730,1649088,3281919,1044838,1693343,614079,1555493,2627903,2848979,757027,1413344,1057705,1740022,1724712,1943965,1744293,1780756,273082,846634
metaproteome,P11_0419,HZX+21,NA,52200,2945747,662211,2033780,3600250,1296990,2310684,779977,1892330,2941900,3438494,928251,1667576,1634019,2032765,1953678,2525970,2553907,2340302,464982,1128352
metaproteome,P11_0422,HZX+21,NA,43697,3238782,563206,2105795,4237246,1312204,2176710,815851,2100183,3495252,3693356,1018484,1694610,1459791,2293745,2125639,2435342,2367752,2361135,340737,1123710
metaproteome,P11_0501,HZX+21,NA,33802,2368355,398993,1537269,2988127,971409,1602542,580564,1511384,2496426,2695180,740138,1254379,981760,1603093,1503806,1799723,1676321,1673602,258557,785512
metaproteome,P11_0505,HZX+21,NA,35204,2313607,379737,1457174,2961377,929273,1448925,557309,1424033,2424026,2655175,747625,1188201,857544,1658446,1435518,1671740,1549402,1526351,240638,757434
metaproteome,P12_0327,HZX+21,NA,35637,2324661,384298,1452756,2861686,915303,1492177,542658,1431985,2368862,2563673,731117,1146638,902068,1564169,1382564,1646651,1556733,1571137,239246,746304
metaproteome,P12_0404,HZX+21,NA,23346,1247206,206116,763465,1448807,495440,843052,279120,774175,1204426,1321769,384296,603371,504516,816562,706844,815199,850203,851838,119701,397419
metaproteome,P12_0408,HZX+21,NA,26015,1407225,252299,883497,1582003,603125,975701,331201,873704,1332339,1564264,420855,741232,626330,945602,828982,1071904,988912,1007602,170842,499933
metaproteome,P12_0423,HZX+21,NA,23495,1281627,262990,832711,1462592,557823,934344,319094,822353,1233235,1441814,397244,696351,612860,864981,782074,1028044,1023082,957818,166234,456337
metaproteome,P12_0426,HZX+21,NA,47640,3580483,523225,2270117,4757179,1368129,2182259,851452,2235169,3899296,4045672,1156937,1751799,1256210,2453272,2229588,2460088,2326180,2357863,337316,1118152
metaproteome,P12_0428,HZX+21,NA,29506,1747627,339232,1120033,2010503,758439,1207647,425864,1115916,1721793,1978446,540442,947991,765069,1203859,1055448,1404692,1306947,1268664,209037,615520
metaproteome,P12_0501,HZX+21,NA,46176,3005788,581089,1973723,3660626,1236225,2081499,743522,1912221,3066448,3434182,932470,1580280,1401315,2022099,1876836,2411310,2346674,2212723,367238,1059561
metaproteome,P12_0505,HZX+21,NA,26745,1448245,294446,933860,1641727,638239,1035806,365639,930523,1394475,1664288,434277,801724,682776,1017020,902869,1252781,1075595,1084289,175887,513991
metaproteome,P13_0330,HZX+21,NA,24822,1606908,263985,1042141,1880847,656178,1116147,370438,998274,1568116,1693018,504580,805716,676079,921577,895682,1059940,1173005,1112241,166054,538955
metaproteome,P13_0404,HZX+21,NA,25767,1818627,269983,1147594,2258991,701536,1174602,412682,1134826,1874906,1959462,567194,886335,696801,1107243,1055724,1211495,1238893,1231470,165545,561611
metaproteome,P13_0408,HZX+21,NA,24737,1404746,264311,942893,1560478,606870,1073654,338190,896110,1295162,1494414,445987,732206,728342,795025,794378,1021241,1185827,1053481,177360,513078
metaproteome,P13_0419,HZX+21,NA,27512,2093727,331014,1385178,2627353,878044,1422564,513137,1345518,2222387,2368836,673786,1123916,865896,1348125,1293955,1560134,1469047,1499200,224465,718932
metaproteome,P13_0426,HZX+21,NA,30459,2442992,352635,1600925,3233937,955403,1553875,585923,1542535,2706576,2780476,832980,1251640,868629,1577432,1527402,1721462,1649284,1661553,220806,776585
metaproteome,P13_0428,HZX+21,NA,20848,1485517,236109,976765,1791567,599061,1030130,343457,936250,1513896,1593498,493553,764061,603515,869722,851031,1011699,1089204,1052113,145709,490943
metaproteome,P13_0501,HZX+21,NA,19107,955375,219938,685402,835146,471547,894879,239292,665750,741955,942104,302415,552770,632711,438972,516069,775498,882653,846443,163177,424862
metaproteome,P13_0503,HZX+21,NA,27184,1910250,313663,1260826,2409679,773121,1334377,461158,1255279,1990325,2089095,617815,974874,838198,1160695,1169903,1356111,1406531,1387044,215578,635301
metaproteome,P13_0505,HZX+21,NA,19510,1058677,211791,747650,1018309,492515,947713,254803,722651,869564,1046873,341091,582293,632657,517316,571768,767621,954434,877234,153559,437027
