Protein_ID,"Phylostratum (ps)",Tax_ID,"Phylostratum name"
AQZ90979.1,2,2,"Cellular_organisms : Bacteria"
AQZ90980.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90981.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90982.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90983.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90984.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ90985.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90986.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ90987.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90988.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90989.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90990.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90991.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90992.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ90993.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ90994.1,2,2,"Cellular_organisms : Bacteria"
AQZ90995.1,2,2,"Cellular_organisms : Bacteria"
AQZ90996.1,2,2,"Cellular_organisms : Bacteria"
AQZ90997.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ90998.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ90999.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ91000.1,11,4000033,"Bacillus_subtilis_subsp_subtilis_8 : Bacillus_subtilis_subsp_subtilis_10"
AQZ91001.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ91002.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91003.1,1,131567,"root : Cellular_organisms"
AQZ91004.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91005.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91006.1,1,131567,"root : Cellular_organisms"
AQZ91007.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91008.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91009.1,11,4000033,"Bacillus_subtilis_subsp_subtilis_8 : Bacillus_subtilis_subsp_subtilis_10"
AQZ91010.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91011.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91012.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ91013.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91014.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91015.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91016.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91017.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91018.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91019.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91020.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ91021.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91022.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91023.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91024.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91025.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91026.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91027.1,5,4000015,"Bacillales/Lactobacillales/Erysipelotrichaceae/Tenericutes : Bacillales/Lactobacillales"
AQZ91028.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91029.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91030.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91031.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91032.1,2,2,"Cellular_organisms : Bacteria"
AQZ91033.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ91034.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91035.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ91036.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91037.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91038.1,1,131567,"root : Cellular_organisms"
AQZ91039.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91040.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91041.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91042.1,1,131567,"root : Cellular_organisms"
AQZ91043.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ91044.1,11,4000033,"Bacillus_subtilis_subsp_subtilis_8 : Bacillus_subtilis_subsp_subtilis_10"
AQZ91045.1,2,2,"Cellular_organisms : Bacteria"
AQZ91046.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91047.1,5,4000015,"Bacillales/Lactobacillales/Erysipelotrichaceae/Tenericutes : Bacillales/Lactobacillales"
AQZ91048.1,1,131567,"root : Cellular_organisms"
AQZ91049.1,1,131567,"root : Cellular_organisms"
AQZ91050.1,1,131567,"root : Cellular_organisms"
AQZ91051.1,1,131567,"root : Cellular_organisms"
AQZ91052.1,11,4000033,"Bacillus_subtilis_subsp_subtilis_8 : Bacillus_subtilis_subsp_subtilis_10"
AQZ91053.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91054.1,1,131567,"root : Cellular_organisms"
AQZ91055.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91056.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91057.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91058.1,2,2,"Cellular_organisms : Bacteria"
AQZ91059.1,1,131567,"root : Cellular_organisms"
AQZ91060.1,2,2,"Cellular_organisms : Bacteria"
AQZ91061.1,2,2,"Cellular_organisms : Bacteria"
AQZ91062.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ91063.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91064.1,2,2,"Cellular_organisms : Bacteria"
AQZ91065.1,11,4000023,"Bacillus_subtilis_node : Bacillus_subtilis_subsp_subtilis"
AQZ91066.1,1,131567,"root : Cellular_organisms"
AQZ91067.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ91068.1,1,131567,"root : Cellular_organisms"
AQZ91069.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ91070.1,11,4000033,"Bacillus_subtilis_subsp_subtilis_8 : Bacillus_subtilis_subsp_subtilis_10"
AQZ91071.1,2,2,"Cellular_organisms : Bacteria"
AQZ91072.1,1,131567,"root : Cellular_organisms"
AQZ91073.1,1,131567,"root : Cellular_organisms"
AQZ91074.1,1,131567,"root : Cellular_organisms"
AQZ91075.1,1,131567,"root : Cellular_organisms"
AQZ91076.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91077.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91078.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91079.1,1,131567,"root : Cellular_organisms"
AQZ91080.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91081.1,1,131567,"root : Cellular_organisms"
AQZ91082.1,1,131567,"root : Cellular_organisms"
AQZ91083.1,1,131567,"root : Cellular_organisms"
AQZ91084.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91085.1,1,131567,"root : Cellular_organisms"
AQZ91086.1,1,131567,"root : Cellular_organisms"
AQZ91087.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91088.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91089.1,1,131567,"root : Cellular_organisms"
AQZ91090.1,2,2,"Cellular_organisms : Bacteria"
AQZ91091.1,1,131567,"root : Cellular_organisms"
AQZ91092.1,1,131567,"root : Cellular_organisms"
AQZ91093.1,1,131567,"root : Cellular_organisms"
AQZ91094.1,1,131567,"root : Cellular_organisms"
AQZ91095.1,1,131567,"root : Cellular_organisms"
AQZ91096.1,1,131567,"root : Cellular_organisms"
AQZ91097.1,1,131567,"root : Cellular_organisms"
AQZ91098.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91099.1,7,4000018,"Bacillaceae/Planococcaceae : Anoxybacillus/Parageobacillus/Geobacillus"
AQZ91100.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ91101.1,1,131567,"root : Cellular_organisms"
AQZ91102.1,1,131567,"root : Cellular_organisms"
AQZ91103.1,1,131567,"root : Cellular_organisms"
AQZ91104.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91105.1,1,131567,"root : Cellular_organisms"
AQZ91106.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ91107.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91108.1,1,131567,"root : Cellular_organisms"
AQZ91109.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ91110.1,2,2,"Cellular_organisms : Bacteria"
AQZ91111.2,1,131567,"root : Cellular_organisms"
AQZ91112.1,1,131567,"root : Cellular_organisms"
AQZ91113.1,1,131567,"root : Cellular_organisms"
AQZ91114.1,1,131567,"root : Cellular_organisms"
AQZ91115.1,2,2,"Cellular_organisms : Bacteria"
AQZ91116.1,1,131567,"root : Cellular_organisms"
AQZ91117.1,1,131567,"root : Cellular_organisms"
AQZ91118.1,1,131567,"root : Cellular_organisms"
AQZ91119.1,2,2,"Cellular_organisms : Bacteria"
AQZ91120.1,1,131567,"root : Cellular_organisms"
AQZ91121.1,1,131567,"root : Cellular_organisms"
AQZ91122.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91123.1,1,131567,"root : Cellular_organisms"
AQZ91124.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91125.1,2,2,"Cellular_organisms : Bacteria"
AQZ91126.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ91127.1,1,131567,"root : Cellular_organisms"
AQZ91128.1,1,131567,"root : Cellular_organisms"
AQZ91129.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91130.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91131.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91132.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ91133.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91134.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91135.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91136.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91137.1,1,131567,"root : Cellular_organisms"
AQZ91138.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ91139.1,1,131567,"root : Cellular_organisms"
AQZ91140.1,3,4000010,"Bacteria : Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter"
AQZ91141.1,1,131567,"root : Cellular_organisms"
AQZ91142.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91143.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91144.1,1,131567,"root : Cellular_organisms"
AQZ91145.1,1,131567,"root : Cellular_organisms"
AQZ91146.1,1,131567,"root : Cellular_organisms"
AQZ91147.1,1,131567,"root : Cellular_organisms"
AQZ91148.1,1,131567,"root : Cellular_organisms"
AQZ91149.1,1,131567,"root : Cellular_organisms"
AQZ91150.1,1,131567,"root : Cellular_organisms"
AQZ91151.1,1,131567,"root : Cellular_organisms"
AQZ91152.1,1,131567,"root : Cellular_organisms"
AQZ91153.1,1,131567,"root : Cellular_organisms"
AQZ91154.1,1,131567,"root : Cellular_organisms"
AQZ91155.1,2,2,"Cellular_organisms : Bacteria"
AQZ91156.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91157.1,2,2,"Cellular_organisms : Bacteria"
AQZ91158.1,1,131567,"root : Cellular_organisms"
AQZ91159.1,1,131567,"root : Cellular_organisms"
AQZ91160.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91161.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91162.1,1,131567,"root : Cellular_organisms"
AQZ91163.1,1,131567,"root : Cellular_organisms"
AQZ91164.1,1,131567,"root : Cellular_organisms"
AQZ91165.1,1,131567,"root : Cellular_organisms"
AQZ91166.1,1,131567,"root : Cellular_organisms"
AQZ91167.1,1,131567,"root : Cellular_organisms"
AQZ91168.1,1,131567,"root : Cellular_organisms"
AQZ91169.1,2,2,"Cellular_organisms : Bacteria"
AQZ91170.1,1,131567,"root : Cellular_organisms"
AQZ91171.1,1,131567,"root : Cellular_organisms"
AQZ91172.1,1,131567,"root : Cellular_organisms"
AQZ91173.1,1,131567,"root : Cellular_organisms"
AQZ91174.1,1,131567,"root : Cellular_organisms"
AQZ91175.1,1,131567,"root : Cellular_organisms"
AQZ91176.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91177.1,2,2,"Cellular_organisms : Bacteria"
AQZ91178.1,1,131567,"root : Cellular_organisms"
AQZ91179.1,1,131567,"root : Cellular_organisms"
AQZ91180.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91181.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91182.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91183.1,1,131567,"root : Cellular_organisms"
AQZ91184.1,1,131567,"root : Cellular_organisms"
AQZ91185.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91186.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91187.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ91188.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91189.1,1,131567,"root : Cellular_organisms"
AQZ91190.1,1,131567,"root : Cellular_organisms"
AQZ91191.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91192.1,2,2,"Cellular_organisms : Bacteria"
AQZ91193.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91194.1,1,131567,"root : Cellular_organisms"
AQZ91195.1,1,131567,"root : Cellular_organisms"
AQZ91196.1,1,131567,"root : Cellular_organisms"
AQZ91197.1,1,131567,"root : Cellular_organisms"
AQZ91198.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91199.1,1,131567,"root : Cellular_organisms"
AQZ91200.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91201.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91202.1,1,131567,"root : Cellular_organisms"
AQZ91203.1,2,2,"Cellular_organisms : Bacteria"
AQZ91204.1,2,2,"Cellular_organisms : Bacteria"
AQZ91205.1,2,2,"Cellular_organisms : Bacteria"
AQZ91206.1,1,131567,"root : Cellular_organisms"
AQZ91207.1,1,131567,"root : Cellular_organisms"
AQZ91208.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91209.1,2,2,"Cellular_organisms : Bacteria"
AQZ91210.1,1,131567,"root : Cellular_organisms"
AQZ91211.1,1,131567,"root : Cellular_organisms"
AQZ91212.1,1,131567,"root : Cellular_organisms"
AQZ91213.1,1,131567,"root : Cellular_organisms"
AQZ91214.1,1,131567,"root : Cellular_organisms"
AQZ91215.1,1,131567,"root : Cellular_organisms"
AQZ91216.1,2,2,"Cellular_organisms : Bacteria"
AQZ91217.1,2,2,"Cellular_organisms : Bacteria"
AQZ91218.1,1,131567,"root : Cellular_organisms"
AQZ91219.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91220.1,1,131567,"root : Cellular_organisms"
AQZ91221.1,1,131567,"root : Cellular_organisms"
AQZ91222.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91223.1,1,131567,"root : Cellular_organisms"
AQZ91224.1,1,131567,"root : Cellular_organisms"
AQZ91225.1,1,131567,"root : Cellular_organisms"
AQZ91226.1,1,131567,"root : Cellular_organisms"
AQZ91227.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91228.1,1,131567,"root : Cellular_organisms"
AQZ91229.1,10,4000021,"Bacillus_subtilis_group : Bacillus_subtilis_node"
AQZ91230.1,1,131567,"root : Cellular_organisms"
AQZ91231.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91232.1,11,4000029,"Bacillus_subtilis_subsp_subtilis_4 : Bacillus_subtilis_subsp_subtilis_6"
AQZ91233.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ91234.1,1,131567,"root : Cellular_organisms"
AQZ91235.1,1,131567,"root : Cellular_organisms"
AQZ91236.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91237.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91238.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91239.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91240.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91241.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91242.1,1,131567,"root : Cellular_organisms"
AQZ91243.1,2,2,"Cellular_organisms : Bacteria"
AQZ91244.1,1,131567,"root : Cellular_organisms"
AQZ91245.1,1,131567,"root : Cellular_organisms"
AQZ91246.1,1,131567,"root : Cellular_organisms"
AQZ91247.1,2,2,"Cellular_organisms : Bacteria"
AQZ91248.1,1,131567,"root : Cellular_organisms"
AQZ91249.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91250.1,1,131567,"root : Cellular_organisms"
AQZ91251.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91252.1,6,1385,"Bacillales/Lactobacillales : Bacillales"
AQZ91253.1,1,131567,"root : Cellular_organisms"
AQZ91254.1,1,131567,"root : Cellular_organisms"
AQZ91255.1,1,131567,"root : Cellular_organisms"
AQZ91256.1,1,131567,"root : Cellular_organisms"
AQZ91257.1,2,2,"Cellular_organisms : Bacteria"
AQZ91258.1,1,131567,"root : Cellular_organisms"
AQZ91259.1,1,131567,"root : Cellular_organisms"
AQZ91260.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91261.1,1,131567,"root : Cellular_organisms"
AQZ91262.1,1,131567,"root : Cellular_organisms"
AQZ91263.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91264.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91265.1,1,131567,"root : Cellular_organisms"
AQZ91266.1,1,131567,"root : Cellular_organisms"
AQZ91267.1,1,131567,"root : Cellular_organisms"
AQZ91268.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91269.1,1,131567,"root : Cellular_organisms"
AQZ91270.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91271.1,1,131567,"root : Cellular_organisms"
AQZ91272.1,9,653685,"Bacillus : Bacillus_subtilis_group"
AQZ91273.1,1,131567,"root : Cellular_organisms"
AQZ91274.1,1,131567,"root : Cellular_organisms"
AQZ91275.1,2,2,"Cellular_organisms : Bacteria"
AQZ91276.1,1,131567,"root : Cellular_organisms"
AQZ91277.1,1,131567,"root : Cellular_organisms"
AQZ91278.1,1,131567,"root : Cellular_organisms"
AQZ91279.1,2,2,"Cellular_organisms : Bacteria"
AQZ91280.1,1,131567,"root : Cellular_organisms"
AQZ91281.1,1,131567,"root : Cellular_organisms"
AQZ91282.1,1,131567,"root : Cellular_organisms"
AQZ91283.1,1,131567,"root : Cellular_organisms"
AQZ91284.1,1,131567,"root : Cellular_organisms"
AQZ91285.1,1,131567,"root : Cellular_organisms"
AQZ91286.1,1,131567,"root : Cellular_organisms"
AQZ91287.1,1,131567,"root : Cellular_organisms"
AQZ91288.1,1,131567,"root : Cellular_organisms"
AQZ91289.1,1,131567,"root : Cellular_organisms"
AQZ91290.1,2,2,"Cellular_organisms : Bacteria"
AQZ91291.1,2,2,"Cellular_organisms : Bacteria"
AQZ91292.1,1,131567,"root : Cellular_organisms"
AQZ91293.1,1,131567,"root : Cellular_organisms"
AQZ91294.1,1,131567,"root : Cellular_organisms"
AQZ91295.1,2,2,"Cellular_organisms : Bacteria"
AQZ91296.1,1,131567,"root : Cellular_organisms"
AQZ91297.1,1,131567,"root : Cellular_organisms"
AQZ91298.1,1,131567,"root : Cellular_organisms"
AQZ91299.1,1,131567,"root : Cellular_organisms"
AQZ91300.1,1,131567,"root : Cellular_organisms"
AQZ91301.1,2,2,"Cellular_organisms : Bacteria"
AQZ91302.1,1,131567,"root : Cellular_organisms"
AQZ91303.1,1,131567,"root : Cellular_organisms"
AQZ91304.1,1,131567,"root : Cellular_organisms"
AQZ91305.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91306.1,1,131567,"root : Cellular_organisms"
AQZ91307.1,1,131567,"root : Cellular_organisms"
AQZ91308.1,1,131567,"root : Cellular_organisms"
AQZ91309.1,1,131567,"root : Cellular_organisms"
AQZ91310.1,1,131567,"root : Cellular_organisms"
AQZ91311.1,1,131567,"root : Cellular_organisms"
AQZ91312.1,2,2,"Cellular_organisms : Bacteria"
AQZ91313.1,8,55087,"Anoxybacillus/Parageobacillus/Geobacillus : Bacillus"
AQZ91314.1,1,131567,"root : Cellular_organisms"
AQZ91315.1,1,131567,"root : Cellular_organisms"
AQZ91316.1,2,2,"Cellular_organisms : Bacteria"
AQZ91317.1,1,131567,"root : Cellular_organisms"
AQZ91318.1,2,2,"Cellular_organisms : Bacteria"
AQZ91319.1,1,131567,"root : Cellular_organisms"
AQZ91320.1,1,131567,"root : Cellular_organisms"
AQZ91321.1,1,131567,"root : Cellular_organisms"
AQZ91322.1,2,2,"Cellular_organisms : Bacteria"
AQZ91323.1,1,131567,"root : Cellular_organisms"
AQZ91324.1,1,131567,"root : Cellular_organisms"
AQZ91325.1,1,131567,"root : Cellular_organisms"
AQZ91326.1,2,2,"Cellular_organisms : Bacteria"
AQZ91327.1,1,131567,"root : Cellular_organisms"
AQZ91328.1,1,131567,"root : Cellular_organisms"
AQZ91329.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91330.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91331.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91332.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91333.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91334.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91335.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91336.1,1,131567,"root : Cellular_organisms"
AQZ91337.1,4,1239,"Firmicute/Actinobacteri/Chloroflex/Cyanobacteri/Armatimonadete/Melainabacter : Firmicutes"
AQZ91338.1,1,131567,"root : Cellular_organisms"
AQZ91339.1,1,131567,"root : Cellular_organisms"
AQZ91340.1,1,131567,"root : Cellular_organisms"
AQZ91341.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91342.1,2,2,"Cellular_organisms : Bacteria"
AQZ91343.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91344.1,1,131567,"root : Cellular_organisms"
AQZ91345.1,1,131567,"root : Cellular_organisms"
AQZ91346.1,1,131567,"root : Cellular_organisms"
AQZ91347.1,1,131567,"root : Cellular_organisms"
AQZ91348.1,1,131567,"root : Cellular_organisms"
AQZ91349.1,1,131567,"root : Cellular_organisms"
AQZ91350.1,1,131567,"root : Cellular_organisms"
AQZ91351.1,1,131567,"root : Cellular_organisms"
AQZ91352.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
AQZ91353.1,7,4000016,"Bacillales : Bacillaceae/Planococcaceae"
AQZ91354.1,1,131567,"root : Cellular_organisms"
AQZ91355.1,4,4000013,"Firmicutes : Bacilli/Erysioperotrichia/Tenericutes"
