protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
AQZ89567.1,FOK+21,NA,NA,1,50,5,39,83,19,44,6,44,51,71,13,30,22,21,39,33,35,45,2,16
AQZ89568.1,FOK+21,NA,NA,1,20,1,27,28,19,20,12,18,21,34,13,16,13,11,15,15,11,17,8,17
AQZ89569.1,FOK+21,NA,NA,1,54,0,17,10,31,45,7,53,22,64,21,6,15,4,16,38,27,35,9,18
AQZ89570.1,FOK+21,NA,NA,1,7,0,7,13,2,3,4,7,7,7,5,5,4,1,4,5,5,9,0,1
AQZ89571.1,FOK+21,NA,NA,1,46,3,35,30,18,42,8,27,35,47,7,15,20,12,19,35,29,35,2,20
AQZ89572.1,FOK+21,NA,NA,1,33,3,26,55,17,35,4,33,47,43,11,18,20,18,18,23,25,29,3,15
AQZ89573.1,FOK+21,NA,NA,1,18,2,17,28,12,14,4,28,28,31,10,14,9,10,11,20,10,14,0,9
AQZ89574.1,FOK+21,NA,NA,1,93,0,66,73,29,66,8,84,88,107,28,38,34,37,19,96,73,95,4,27
AQZ89575.1,FOK+21,NA,NA,1,27,1,17,21,11,28,7,22,18,32,11,16,12,10,14,8,19,19,0,10
AQZ89576.1,FOK+21,NA,NA,1,31,10,23,42,16,32,11,31,37,29,10,20,23,21,19,11,24,46,4,19
AQZ89577.2,FOK+21,NA,NA,1,10,5,14,29,10,9,10,28,35,26,4,20,9,9,17,22,17,14,1,11
AQZ89578.1,FOK+21,NA,NA,1,11,0,3,9,7,4,2,9,12,8,4,5,6,5,5,7,7,4,0,3
AQZ89579.1,FOK+21,NA,NA,1,52,7,47,77,48,45,14,65,74,97,15,53,32,20,37,47,46,51,11,41
AQZ89580.1,FOK+21,NA,NA,1,28,4,47,47,28,33,10,49,52,49,14,34,17,20,24,40,30,48,3,22
AQZ89581.1,FOK+21,NA,NA,1,16,2,24,34,15,17,6,30,35,38,9,22,11,12,19,27,25,24,1,15
AQZ89582.1,FOK+21,NA,NA,1,3,0,5,11,2,1,1,7,14,11,5,7,3,4,4,5,10,4,0,4
AQZ89583.1,FOK+21,NA,NA,1,3,0,7,9,2,0,0,3,7,10,2,4,4,1,0,3,3,5,1,4
AQZ89584.1,FOK+21,NA,NA,1,63,0,45,49,18,46,13,39,81,41,11,26,24,25,23,41,45,42,6,31
AQZ89585.1,FOK+21,NA,NA,1,17,1,23,32,20,15,8,25,26,27,7,10,12,9,8,23,23,27,2,25
AQZ89586.1,FOK+21,NA,NA,1,34,5,22,34,22,12,14,23,29,39,10,8,10,22,14,20,12,18,2,26
AQZ89587.1,FOK+21,NA,NA,1,2,1,3,1,3,3,1,2,7,5,4,2,3,1,1,7,6,3,0,2
AQZ89588.1,FOK+21,NA,NA,1,29,0,18,29,8,17,2,13,17,14,6,14,7,8,9,9,9,21,1,8
AQZ89590.1,FOK+21,NA,NA,1,19,1,16,16,7,12,5,10,9,24,3,6,4,9,14,13,7,10,0,9
AQZ89591.1,FOK+21,NA,NA,1,10,2,8,15,8,8,2,9,10,8,5,4,7,4,8,10,8,8,3,10
AQZ89592.1,FOK+21,NA,NA,1,37,0,10,20,12,21,11,17,14,19,7,5,13,10,18,19,16,23,4,10
AQZ89593.1,FOK+21,NA,NA,1,2,1,5,4,6,6,3,1,8,4,5,2,11,3,4,3,5,1,1,7
AQZ89594.1,FOK+21,NA,NA,1,6,0,6,5,4,6,3,1,6,9,1,3,5,8,3,6,1,4,4,6
AQZ89595.1,FOK+21,NA,NA,1,20,1,15,17,6,9,5,13,13,19,4,5,7,6,10,6,10,9,2,12
AQZ89596.1,FOK+21,NA,NA,1,18,2,13,17,9,16,7,10,7,16,4,2,4,4,12,10,9,9,5,6
AQZ89597.1,FOK+21,NA,NA,1,10,1,3,3,7,11,0,8,4,10,5,1,2,0,9,6,2,10,4,4
AQZ89598.1,FOK+21,NA,NA,1,24,2,5,5,25,8,4,11,8,29,9,5,5,5,9,15,9,25,4,2
AQZ89599.1,FOK+21,NA,NA,1,32,7,29,43,22,33,15,52,40,51,21,21,15,34,32,41,23,36,7,23
AQZ89600.1,FOK+21,NA,NA,1,39,2,17,32,13,29,11,27,33,37,11,7,11,15,15,26,9,21,3,10
AQZ89601.1,FOK+21,NA,NA,1,31,3,28,36,16,25,5,23,44,38,8,22,21,17,10,27,20,25,7,21
AQZ89602.1,FOK+21,NA,NA,1,26,1,9,7,28,24,1,29,14,37,11,13,11,8,8,23,19,17,8,15
AQZ89603.1,FOK+21,NA,NA,1,27,3,5,13,30,15,4,28,16,34,10,6,20,8,9,21,12,19,8,8
AQZ89604.1,FOK+21,NA,NA,1,35,0,23,25,12,26,10,16,16,38,11,9,10,15,14,17,17,25,9,16
AQZ89605.1,FOK+21,NA,NA,1,48,8,34,63,38,36,17,46,54,89,23,23,27,52,43,53,32,42,10,23
AQZ89606.1,FOK+21,NA,NA,1,18,1,12,22,13,20,10,8,15,20,5,7,14,11,10,10,11,17,2,6
AQZ89607.1,FOK+21,NA,NA,1,16,4,18,10,14,18,9,10,12,17,8,4,14,5,17,14,7,9,4,10
AQZ89608.1,FOK+21,NA,NA,1,21,6,3,3,16,17,4,10,9,39,7,4,9,6,4,8,13,12,5,12
AQZ89609.1,FOK+21,NA,NA,1,54,2,50,23,16,72,10,21,35,48,16,33,24,19,32,39,41,42,14,29
AQZ89610.1,FOK+21,NA,NA,1,47,2,53,35,18,73,18,26,35,47,13,23,28,16,32,28,41,33,15,29
AQZ89611.1,FOK+21,NA,NA,1,16,1,10,19,10,18,7,15,16,17,6,10,8,10,7,9,14,10,2,12
AQZ89612.1,FOK+21,NA,NA,1,54,12,25,56,28,58,23,42,23,53,17,23,34,19,37,44,42,33,16,24
AQZ89613.1,FOK+21,NA,NA,1,67,9,44,72,34,72,35,37,60,79,24,22,39,23,39,48,48,40,31,34
AQZ89614.1,FOK+21,NA,NA,1,30,2,39,35,18,37,4,35,57,39,19,25,20,12,12,42,22,27,9,18
AQZ89615.1,FOK+21,NA,NA,1,24,1,15,9,28,20,2,28,16,41,13,8,11,8,13,17,18,21,10,15
AQZ89616.1,FOK+21,NA,NA,1,26,2,8,8,26,19,5,28,14,37,10,11,15,9,8,14,20,22,4,9
AQZ89617.1,FOK+21,NA,NA,1,40,7,23,32,18,36,11,37,15,40,10,17,19,20,28,25,18,32,6,12
AQZ89618.1,FOK+21,NA,NA,1,8,1,11,18,10,13,2,26,24,28,4,10,7,12,5,16,10,16,3,7
AQZ89619.1,FOK+21,NA,NA,1,9,1,6,14,8,10,1,6,12,5,7,3,5,7,1,3,6,10,3,3
AQZ89620.1,FOK+21,NA,NA,1,9,2,4,4,12,31,2,9,2,6,2,2,21,4,9,14,4,10,6,11
AQZ89621.1,FOK+21,NA,NA,1,0,0,3,6,2,1,2,8,7,3,1,0,1,3,2,7,5,4,0,0
AQZ89622.1,FOK+21,NA,NA,1,21,0,6,4,21,11,4,23,6,30,9,5,5,5,6,16,10,22,2,8
AQZ89623.1,FOK+21,NA,NA,1,28,4,6,11,29,27,3,26,20,48,9,2,13,5,6,26,18,36,2,11
AQZ89624.1,FOK+21,NA,NA,1,10,0,11,15,11,10,9,8,17,21,7,4,3,1,9,12,9,6,0,4
AQZ89625.1,FOK+21,NA,NA,1,38,6,21,33,16,33,12,19,23,34,9,9,10,17,18,15,16,25,5,10
AQZ89626.1,FOK+21,NA,NA,1,20,1,19,51,24,16,12,24,29,21,12,12,12,17,15,21,14,24,1,11
AQZ89627.1,FOK+21,NA,NA,1,84,8,69,84,42,76,33,54,57,101,23,30,56,50,71,59,58,62,12,32
AQZ89628.1,FOK+21,NA,NA,1,12,1,15,15,12,26,5,17,22,26,8,11,7,9,3,10,21,14,7,13
AQZ89629.2,FOK+21,NA,NA,1,21,4,13,27,10,19,8,23,20,32,5,22,11,12,11,13,14,19,3,14
AQZ89630.1,FOK+21,NA,NA,1,10,8,23,23,17,17,9,19,17,33,7,13,15,16,11,18,15,15,5,12
AQZ89631.1,FOK+21,NA,NA,1,23,4,37,26,21,17,12,23,33,48,9,23,11,11,23,21,9,24,3,14
AQZ89632.1,FOK+21,NA,NA,1,17,6,22,23,26,11,17,17,17,21,10,10,13,10,13,13,21,18,9,17
AQZ89633.1,FOK+21,NA,NA,1,50,4,6,6,26,39,4,38,14,53,16,5,21,15,10,28,24,31,5,14
AQZ89634.1,FOK+21,NA,NA,1,13,2,18,19,16,13,4,16,13,27,6,11,8,13,12,8,14,9,2,11
AQZ89635.1,FOK+21,NA,NA,1,54,5,7,8,30,39,5,44,19,57,13,13,21,5,10,39,26,45,7,14
AQZ89636.1,FOK+21,NA,NA,1,39,2,20,44,29,41,8,38,35,36,11,23,25,12,15,26,28,38,4,11
AQZ89637.1,FOK+21,NA,NA,1,31,0,16,27,6,21,6,29,20,24,5,11,6,14,5,30,16,17,0,2
AQZ89638.1,FOK+21,NA,NA,1,48,0,36,70,15,45,12,39,47,67,15,24,19,30,35,30,36,33,5,23
AQZ89639.1,FOK+21,NA,NA,1,8,1,9,12,4,9,3,10,17,19,3,3,4,4,4,9,5,14,2,8
AQZ89640.1,FOK+21,NA,NA,1,4,0,7,21,5,8,2,10,14,17,5,2,3,9,10,8,7,4,1,3
AQZ89641.1,FOK+21,NA,NA,1,47,2,6,6,27,46,7,35,13,51,15,4,14,7,8,33,20,39,7,9
AQZ89642.1,FOK+21,NA,NA,1,7,3,5,2,4,2,4,2,6,9,1,3,2,5,4,4,2,4,0,1
AQZ89643.1,FOK+21,NA,NA,1,1,2,3,3,1,2,1,2,6,6,3,1,3,2,3,7,1,1,0,3
AQZ89644.1,FOK+21,NA,NA,1,28,4,28,58,17,33,13,32,44,62,12,25,14,17,22,28,25,31,5,20
AQZ89645.1,FOK+21,NA,NA,1,32,2,16,33,9,23,12,22,41,44,8,7,15,22,17,15,19,29,3,7
AQZ89646.1,FOK+21,NA,NA,1,8,2,12,16,7,9,2,10,6,16,7,5,5,6,10,3,8,8,3,5
AQZ89647.1,FOK+21,NA,NA,1,30,2,23,23,13,33,3,23,24,27,7,10,15,17,11,25,13,27,2,11
AQZ89648.1,FOK+21,NA,NA,1,2,0,3,8,4,1,3,3,5,13,3,1,0,1,1,10,8,7,2,2
AQZ89649.1,FOK+21,NA,NA,1,18,3,5,9,32,29,4,58,16,59,12,16,7,14,13,44,24,20,7,16
AQZ89650.1,FOK+21,NA,NA,1,22,6,30,42,33,26,13,40,38,33,10,34,30,12,17,24,20,27,10,20
AQZ89651.1,FOK+21,NA,NA,1,20,6,18,17,5,19,8,16,20,38,8,4,13,13,11,13,16,13,2,6
AQZ89652.1,FOK+21,NA,NA,1,45,3,7,9,12,30,3,41,14,55,8,6,19,8,13,18,8,23,4,7
AQZ89653.1,FOK+21,NA,NA,1,37,0,8,6,18,35,4,38,8,43,11,8,13,7,11,33,10,29,4,10
AQZ89654.1,FOK+21,NA,NA,1,20,2,24,22,7,16,6,24,36,28,4,18,8,6,11,31,19,22,3,8
AQZ89655.1,FOK+21,NA,NA,1,12,1,8,8,11,5,7,10,6,9,4,4,3,5,4,9,4,6,1,5
AQZ89656.1,FOK+21,NA,NA,1,1,1,4,2,5,2,1,2,1,5,2,3,2,2,4,6,4,7,0,1
AQZ89657.1,FOK+21,NA,NA,1,10,0,11,14,5,7,3,4,14,8,3,8,1,3,4,1,6,10,1,2
AQZ89658.1,FOK+21,NA,NA,1,31,1,30,7,9,42,11,25,28,22,5,36,15,16,11,47,31,21,7,25
AQZ89659.1,FOK+21,NA,NA,1,57,0,10,12,34,40,6,52,25,59,10,10,21,6,5,40,29,34,17,11
AQZ89660.1,FOK+21,NA,NA,1,41,1,21,47,19,44,15,47,38,54,14,18,16,27,26,33,24,45,1,11
AQZ89661.1,FOK+21,NA,NA,1,27,0,12,22,5,12,6,22,17,27,6,3,8,8,15,8,13,7,0,8
AQZ89662.1,FOK+21,NA,NA,1,20,0,18,20,13,23,4,26,24,26,9,13,17,19,12,30,13,16,8,8
AQZ89663.1,FOK+21,NA,NA,1,48,3,13,12,17,39,5,46,14,57,28,8,22,8,9,23,25,43,5,8
AQZ89664.1,FOK+21,NA,NA,1,22,0,15,19,11,22,13,19,10,24,7,4,21,9,9,19,13,18,3,6
AQZ89665.1,FOK+21,NA,NA,1,28,4,23,39,12,22,12,28,26,27,5,15,16,9,20,17,16,18,11,15
AQZ89666.1,FOK+21,NA,NA,1,5,0,5,7,5,8,2,5,5,5,2,3,2,4,8,8,2,11,1,3
AQZ89667.1,FOK+21,NA,NA,1,17,3,8,21,10,17,3,7,17,22,5,10,10,9,13,13,7,19,2,8
AQZ89668.1,FOK+21,NA,NA,1,2,0,0,3,1,4,3,1,8,5,1,1,0,3,1,4,2,1,1,4
AQZ89669.1,FOK+21,NA,NA,1,1,0,0,1,6,7,1,11,4,2,5,1,0,0,0,0,4,5,1,2
AQZ89670.1,FOK+21,NA,NA,1,6,0,9,14,2,7,3,5,14,14,4,5,1,7,2,2,1,5,1,2
AQZ89671.1,FOK+21,NA,NA,1,21,3,14,21,10,23,8,21,20,18,5,9,9,9,8,12,16,16,1,5
AQZ89672.1,FOK+21,NA,NA,1,47,4,18,16,33,49,5,42,22,56,13,17,18,8,12,18,24,33,4,13
AQZ89673.1,FOK+21,NA,NA,1,34,0,52,35,51,36,13,45,57,57,16,41,21,20,13,48,34,37,2,37
AQZ89674.1,FOK+21,NA,NA,1,2,2,1,3,2,1,0,4,8,1,2,3,0,0,4,2,3,3,1,3
AQZ89675.1,FOK+21,NA,NA,1,8,1,12,10,4,8,3,7,19,14,6,4,6,3,8,9,1,3,0,4
AQZ89676.1,FOK+21,NA,NA,1,52,1,6,16,34,50,6,40,24,47,12,11,17,10,11,31,27,48,10,18
AQZ89677.1,FOK+21,NA,NA,1,26,2,10,7,30,20,7,46,16,56,12,12,18,9,11,21,16,21,4,14
AQZ89678.1,FOK+21,NA,NA,1,6,1,0,1,5,2,1,8,3,9,2,4,3,1,3,4,2,3,3,5
AQZ89679.1,FOK+21,NA,NA,1,28,3,22,20,10,25,6,36,30,33,12,16,13,20,22,24,29,23,3,9
AQZ89680.1,FOK+21,NA,NA,1,36,3,24,35,30,32,7,54,27,53,15,17,24,17,29,32,31,29,4,14
AQZ89681.1,FOK+21,NA,NA,1,48,1,10,18,27,53,5,44,21,54,15,16,17,19,9,30,24,40,6,13
AQZ89682.1,FOK+21,NA,NA,1,31,3,45,41,25,35,19,29,33,39,18,30,24,19,24,31,35,31,16,33
AQZ89683.1,FOK+21,NA,NA,1,10,2,14,24,11,14,8,17,20,22,4,6,6,11,17,12,12,16,2,10
AQZ89684.1,FOK+21,NA,NA,1,15,1,16,18,12,10,6,11,17,20,5,7,9,10,12,13,11,15,4,9
AQZ89685.1,FOK+21,NA,NA,1,110,0,108,92,52,134,35,90,115,101,29,100,67,55,33,79,100,101,10,51
AQZ89686.1,FOK+21,NA,NA,1,17,2,17,12,9,11,2,8,16,12,3,4,7,6,6,8,12,16,0,4
AQZ89687.1,FOK+21,NA,NA,1,49,1,6,7,27,30,4,35,18,53,10,9,17,10,4,35,31,29,4,17
AQZ89688.1,FOK+21,NA,NA,1,4,0,3,9,2,1,1,5,6,7,6,3,2,4,2,8,4,3,0,1
AQZ89689.1,FOK+21,NA,NA,1,12,4,13,12,6,14,3,14,9,15,5,5,5,7,7,10,4,6,1,4
AQZ89690.1,FOK+21,NA,NA,1,8,2,2,8,3,4,3,2,16,15,4,5,3,5,4,5,8,7,1,1
AQZ89691.1,FOK+21,NA,NA,1,24,0,6,10,21,18,5,26,7,42,7,11,9,3,10,27,13,20,5,11
AQZ89692.1,FOK+21,NA,NA,1,26,4,5,8,40,40,6,31,8,56,12,10,22,8,10,41,18,25,9,12
AQZ89693.1,FOK+21,NA,NA,1,43,2,4,18,24,27,7,39,8,42,12,15,10,5,6,26,14,37,4,8
AQZ89694.1,FOK+21,NA,NA,1,21,0,6,15,10,18,7,13,30,22,9,16,13,13,7,15,14,21,3,11
AQZ89695.1,FOK+21,NA,NA,1,12,1,14,24,19,18,3,28,15,28,6,14,3,12,18,13,15,27,2,8
AQZ89696.1,FOK+21,NA,NA,1,18,8,26,27,12,14,11,21,18,38,14,19,22,13,28,19,27,20,5,13
AQZ89697.1,FOK+21,NA,NA,1,3,0,11,5,2,1,0,4,5,6,4,5,1,2,3,2,1,3,1,2
AQZ89698.1,FOK+21,NA,NA,1,17,3,19,14,12,17,10,14,25,22,6,13,11,12,8,11,16,16,4,13
AQZ89699.1,FOK+21,NA,NA,1,44,1,13,22,13,21,3,18,21,33,9,9,9,12,6,20,13,13,1,5
AQZ89700.1,FOK+21,NA,NA,1,13,1,22,24,20,13,15,28,15,35,14,11,13,7,17,11,20,18,5,17
AQZ89701.1,FOK+21,NA,NA,1,18,4,19,22,12,14,10,17,17,31,12,8,14,13,15,16,11,18,6,10
AQZ89702.1,FOK+21,NA,NA,1,28,7,22,31,16,33,9,29,50,27,7,16,22,27,23,21,29,53,4,12
AQZ89703.1,FOK+21,NA,NA,1,2,0,4,3,12,5,0,9,4,7,2,6,3,4,3,3,7,6,3,5
AQZ89704.1,FOK+21,NA,NA,1,20,4,24,29,17,24,9,18,20,32,8,11,19,6,23,14,16,19,5,7
AQZ89705.1,FOK+21,NA,NA,1,10,3,9,12,7,12,7,9,11,13,4,3,7,5,8,8,4,9,3,6
AQZ89706.1,FOK+21,NA,NA,1,23,4,12,16,9,16,4,13,27,16,6,9,6,7,3,15,16,13,2,12
AQZ89707.1,FOK+21,NA,NA,1,34,8,20,29,13,39,11,13,23,27,10,13,7,8,9,17,15,21,2,14
AQZ89708.1,FOK+21,NA,NA,1,40,2,26,22,15,27,3,22,16,33,9,12,20,10,14,16,21,24,1,9
AQZ89709.1,FOK+21,NA,NA,1,47,2,13,37,7,28,8,29,35,32,12,11,24,20,13,22,22,29,1,6
AQZ89710.1,FOK+21,NA,NA,1,65,10,25,50,22,43,19,38,41,57,13,20,29,20,37,41,24,28,8,15
AQZ89711.1,FOK+21,NA,NA,1,2,0,3,9,0,2,2,5,4,3,2,4,4,4,2,2,3,5,0,3
AQZ89712.1,FOK+21,NA,NA,1,12,2,3,2,7,15,0,12,2,17,2,0,5,1,4,2,3,9,5,6
AQZ89713.1,FOK+21,NA,NA,1,9,2,5,11,20,10,3,21,15,17,5,8,8,7,7,7,13,7,4,6
AQZ89714.1,FOK+21,NA,NA,1,19,4,17,26,17,12,11,12,18,27,6,10,6,11,8,15,14,12,1,9
AQZ89715.1,FOK+21,NA,NA,1,43,2,24,16,17,42,8,19,46,36,6,17,9,11,11,26,28,30,1,15
AQZ89716.1,FOK+21,NA,NA,1,15,0,6,18,3,3,1,3,10,10,3,1,0,5,9,8,2,3,1,3
AQZ89717.1,FOK+21,NA,NA,1,39,5,30,36,16,27,6,33,26,33,17,20,24,18,22,24,21,29,7,16
AQZ89718.1,FOK+21,NA,NA,1,18,4,18,18,16,9,7,20,16,31,7,15,8,9,13,16,10,9,1,9
AQZ89719.1,FOK+21,NA,NA,1,48,3,13,24,41,49,8,50,28,49,16,15,21,19,14,25,34,42,8,20
AQZ89720.1,FOK+21,NA,NA,1,41,3,22,33,26,39,7,55,29,80,19,14,15,29,31,46,35,29,5,15
AQZ89721.1,FOK+21,NA,NA,1,44,0,26,34,31,42,9,57,40,66,15,25,17,30,29,41,41,37,6,14
AQZ89722.1,FOK+21,NA,NA,1,11,0,2,4,15,16,2,14,7,20,4,4,3,2,3,7,8,10,0,2
AQZ89723.1,FOK+21,NA,NA,1,24,1,18,21,8,24,14,21,11,29,4,11,11,5,15,16,17,20,2,13
AQZ89724.1,FOK+21,NA,NA,1,19,1,8,25,18,13,17,19,25,38,6,10,13,18,9,27,15,16,3,14
AQZ89725.1,FOK+21,NA,NA,1,45,3,6,22,29,46,8,50,15,61,17,13,15,19,26,25,35,31,7,9
AQZ89726.1,FOK+21,NA,NA,1,22,4,17,23,7,25,7,13,21,38,13,14,17,8,10,20,15,22,9,8
AQZ89727.1,FOK+21,NA,NA,1,36,8,22,31,12,38,9,29,20,28,15,17,12,15,20,20,15,25,8,13
AQZ89728.1,FOK+21,NA,NA,1,40,9,17,25,27,24,10,23,21,48,12,12,9,17,18,23,28,26,5,6
AQZ89729.1,FOK+21,NA,NA,1,17,0,11,24,3,13,2,19,16,27,8,9,6,6,9,13,13,18,1,5
AQZ89730.1,FOK+21,NA,NA,1,22,2,11,25,7,29,12,29,23,34,10,12,8,9,11,16,24,19,1,7
AQZ89731.1,FOK+21,NA,NA,1,37,4,22,13,19,32,3,34,38,43,17,6,9,14,8,32,21,29,7,8
AQZ89732.1,FOK+21,NA,NA,1,47,3,12,19,21,27,6,35,25,42,14,11,11,16,12,25,21,24,7,7
AQZ89733.1,FOK+21,NA,NA,1,9,1,11,15,9,9,4,10,19,24,6,1,5,10,7,16,10,4,3,9
AQZ89734.1,FOK+21,NA,NA,1,15,1,6,3,4,25,4,18,13,25,3,21,6,9,3,18,8,15,1,12
AQZ89735.1,FOK+21,NA,NA,1,33,6,7,11,36,21,8,29,20,41,19,6,16,7,8,26,11,30,5,22
AQZ89736.1,FOK+21,NA,NA,1,15,0,13,23,12,11,2,8,17,22,4,4,4,10,13,13,11,13,2,8
AQZ89737.1,FOK+21,NA,NA,1,45,6,8,10,28,39,5,35,15,67,13,6,15,16,13,36,23,26,4,7
AQZ89738.1,FOK+21,NA,NA,1,10,0,10,14,3,8,10,9,12,19,4,3,8,8,10,15,13,9,6,7
AQZ89739.1,FOK+21,NA,NA,1,58,5,13,21,25,54,6,48,21,74,11,12,20,13,14,46,22,32,10,13
AQZ89740.1,FOK+21,NA,NA,1,7,0,6,18,2,9,4,5,15,25,8,8,2,3,8,16,7,11,2,4
AQZ89741.1,FOK+21,NA,NA,1,72,1,27,43,69,60,16,64,52,115,27,32,28,14,40,53,33,68,10,32
AQZ89742.1,FOK+21,NA,NA,1,26,1,25,19,13,17,3,16,37,27,7,21,10,8,7,26,19,26,7,10
AQZ89743.1,FOK+21,NA,NA,1,47,6,5,6,21,32,3,27,11,41,12,7,12,11,10,20,15,34,5,8
AQZ89744.1,FOK+21,NA,NA,1,50,4,6,4,19,33,2,31,10,48,11,8,12,7,14,25,17,29,4,9
AQZ89745.1,FOK+21,NA,NA,1,21,2,16,27,12,27,11,19,23,19,9,6,15,9,7,21,20,18,1,10
AQZ89746.1,FOK+21,NA,NA,1,14,0,11,16,11,8,4,13,15,14,5,8,10,11,14,11,11,11,3,4
AQZ89747.1,FOK+21,NA,NA,1,8,0,7,6,0,2,2,1,9,3,1,4,2,3,7,2,2,2,0,2
AQZ89748.1,FOK+21,NA,NA,1,4,0,0,5,1,2,1,0,10,2,2,1,0,3,2,1,0,1,0,1
AQZ89749.1,FOK+21,NA,NA,1,25,0,8,20,12,26,11,21,20,28,10,8,12,16,16,17,23,16,7,7
AQZ89750.1,FOK+21,NA,NA,1,17,0,24,27,17,9,5,13,35,26,4,7,4,12,14,15,11,13,0,11
AQZ89751.1,FOK+21,NA,NA,1,8,0,2,16,2,4,2,6,6,10,3,5,5,5,5,7,7,4,1,6
AQZ89752.1,FOK+21,NA,NA,1,52,4,2,8,28,41,5,36,14,45,16,13,18,4,7,31,22,35,4,12
AQZ89753.1,FOK+21,NA,NA,1,4,0,3,5,2,4,1,1,6,0,2,4,3,3,6,3,0,1,0,2
AQZ89754.1,FOK+21,NA,NA,1,5,0,3,8,2,5,3,5,6,11,4,7,0,6,2,5,5,3,3,6
AQZ89755.1,FOK+21,NA,NA,1,19,0,8,6,8,15,6,8,18,12,5,5,6,7,3,12,16,10,3,5
AQZ89756.1,FOK+21,NA,NA,1,6,1,2,2,3,13,1,12,4,18,7,4,2,3,8,11,5,4,1,3
AQZ89757.1,FOK+21,NA,NA,1,22,2,19,18,8,18,10,22,17,28,5,11,19,9,15,13,13,14,9,14
AQZ89758.1,FOK+21,NA,NA,1,14,3,15,19,22,25,7,33,26,34,6,17,7,10,15,24,11,20,2,19
AQZ89759.1,FOK+21,NA,NA,1,74,1,28,43,60,49,14,68,61,103,15,40,30,24,35,65,37,43,14,57
AQZ89760.1,FOK+21,NA,NA,1,28,0,17,9,20,19,16,35,14,31,9,7,14,7,15,18,18,28,8,14
AQZ89761.1,FOK+21,NA,NA,1,25,4,19,34,17,21,5,23,35,30,7,9,20,21,15,20,15,32,8,9
AQZ89762.1,FOK+21,NA,NA,1,4,0,4,8,2,5,3,2,5,4,5,4,1,4,5,6,2,3,1,6
AQZ89763.1,FOK+21,NA,NA,1,28,2,11,20,6,19,3,17,17,23,8,14,5,8,12,14,12,24,2,5
AQZ89764.1,FOK+21,NA,NA,1,10,0,1,5,5,6,0,0,4,0,1,10,0,23,3,8,5,3,0,0
AQZ89765.1,FOK+21,NA,NA,1,5,2,6,14,5,3,2,8,10,10,7,1,2,9,10,8,4,6,0,2
AQZ89766.1,FOK+21,NA,NA,1,7,3,15,13,6,9,8,16,8,10,7,8,7,4,11,6,11,7,5,15
AQZ89767.1,FOK+21,NA,NA,1,38,1,32,35,30,35,13,57,33,58,18,22,17,24,33,31,41,46,3,22
AQZ89768.1,FOK+21,NA,NA,1,23,1,12,32,16,12,9,45,25,44,11,10,10,12,14,17,26,17,3,14
AQZ89769.1,FOK+21,NA,NA,1,47,2,17,34,15,44,15,31,30,33,10,15,18,9,9,20,29,31,3,17
AQZ89770.1,FOK+21,NA,NA,1,8,2,14,16,8,10,6,8,22,15,4,2,5,3,4,7,7,9,2,5
AQZ89771.1,FOK+21,NA,NA,1,12,4,7,14,6,8,10,6,9,12,3,6,4,3,6,8,8,12,0,7
AQZ89772.1,FOK+21,NA,NA,1,3,4,4,6,8,9,1,10,13,14,7,2,2,0,3,11,5,10,1,4
AQZ89773.1,FOK+21,NA,NA,1,17,1,18,26,16,13,15,21,17,34,5,12,6,13,17,14,12,22,4,11
AQZ89774.1,FOK+21,NA,NA,1,15,1,20,33,17,17,6,18,10,24,3,4,9,13,15,9,13,20,2,9
AQZ89775.1,FOK+21,NA,NA,1,3,0,5,11,2,3,1,4,2,9,2,5,0,2,6,4,2,6,0,0
AQZ89776.1,FOK+21,NA,NA,1,4,1,6,5,1,2,3,6,8,15,1,2,3,6,5,6,8,2,2,4
AQZ89777.1,FOK+21,NA,NA,1,17,5,13,11,12,21,7,13,10,23,7,8,11,11,9,20,6,13,4,9
AQZ89778.1,FOK+21,NA,NA,1,51,8,33,51,17,43,18,48,36,33,19,23,31,21,28,33,34,33,9,21
AQZ89779.1,FOK+21,NA,NA,1,29,3,20,31,20,37,4,28,24,40,7,26,23,18,28,27,33,25,13,15
AQZ89780.1,FOK+21,NA,NA,1,1,1,1,8,1,5,1,6,15,7,4,3,1,2,6,1,4,2,0,3
AQZ89781.1,FOK+21,NA,NA,1,35,0,34,32,24,37,18,20,30,29,10,27,28,16,27,23,28,35,7,23
AQZ89782.1,FOK+21,NA,NA,1,28,1,27,24,17,28,5,24,35,30,2,13,9,18,4,22,9,27,5,4
AQZ89783.1,FOK+21,NA,NA,1,24,0,5,11,16,28,3,24,16,43,8,6,11,7,13,15,11,23,6,6
AQZ89784.1,FOK+21,NA,NA,1,39,1,21,32,14,33,10,19,17,38,4,8,18,17,25,20,20,20,6,14
AQZ89785.1,FOK+21,NA,NA,1,9,1,2,6,2,6,2,3,13,7,4,1,4,4,11,5,1,4,1,3
AQZ89786.1,FOK+21,NA,NA,1,18,2,3,8,16,6,2,14,10,18,6,3,7,6,5,13,4,8,1,7
AQZ89787.1,FOK+21,NA,NA,1,10,0,11,18,15,12,7,16,14,20,8,10,9,7,4,20,9,10,2,5
