seed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
78,-70.875,-70.682,-70.408,-70.408,-70.408,-70.325,-70.435,-70.408,-70.71,-70.6,-71.341,-70.682,-70.545,-70.161,-70.243,-70.435
79,-70.133,-70.133,-69.804,-69.749,-69.749,-69.694,-69.859,-69.776,-70.133,-69.969,-70.682,-70.216,-70.078,-69.529,-69.749,-69.804
80,-70.518,-70.545,-70.298,-70.243,-70.271,-70.216,-70.353,-70.271,-70.545,-70.408,-71.039,-70.627,-70.518,-70.106,-70.271,-70.298
81,-70.353,-70.106,-69.667,-69.667,-69.639,-69.529,-69.722,-69.667,-70.161,-69.969,-71.067,-70.133,-69.914,-69.282,-69.392,-69.722
82,-70.243,-70.188,-69.914,-69.859,-69.886,-69.831,-69.941,-69.886,-70.188,-70.051,-70.682,-70.216,-70.106,-69.694,-69.831,-69.914
83,-70.627,-70.463,-70.216,-70.243,-70.216,-70.106,-70.216,-70.216,-70.49,-70.408,-71.067,-70.463,-70.298,-69.914,-69.914,-70.243
84,-70.792,-70.518,-70.216,-70.243,-70.216,-70.106,-70.243,-70.216,-70.545,-70.463,-71.204,-70.49,-70.325,-69.914,-69.969,-70.271
85,-70.078,-69.859,-69.392,-69.337,-69.365,-69.255,-69.475,-69.392,-69.886,-69.667,-70.847,-69.914,-69.694,-69.035,-69.255,-69.42
86,-70.682,-70.545,-70.38,-70.408,-70.38,-70.325,-70.38,-70.38,-70.545,-70.518,-70.847,-70.518,-70.435,-70.216,-70.216,-70.408
87,-70.929,-70.627,-70.298,-70.325,-70.298,-70.188,-70.325,-70.298,-70.682,-70.545,-71.451,-70.627,-70.435,-69.969,-70.051,-70.353
88,-71.067,-70.875,-70.6,-70.627,-70.6,-70.518,-70.627,-70.627,-70.902,-70.792,-71.561,-70.875,-70.737,-70.353,-70.38,-70.655
89,-70.408,-70.353,-70.133,-70.106,-70.106,-70.051,-70.161,-70.106,-70.38,-70.271,-70.82,-70.408,-70.298,-69.941,-70.051,-70.133
90,-70.353,-70.298,-70.078,-70.051,-70.051,-69.996,-70.106,-70.051,-70.298,-70.216,-70.737,-70.353,-70.243,-69.886,-70.024,-70.078
91,-70.161,-70.106,-69.776,-69.749,-69.749,-69.667,-69.831,-69.776,-70.106,-69.969,-70.737,-70.161,-69.996,-69.502,-69.667,-69.804
92,-70.71,-70.49,-70.188,-70.216,-70.188,-70.078,-70.188,-70.188,-70.518,-70.408,-71.259,-70.463,-70.271,-69.859,-69.859,-70.243
93,-70.875,-70.682,-70.353,-70.298,-70.325,-70.243,-70.38,-70.325,-70.71,-70.573,-71.561,-70.737,-70.573,-70.078,-70.243,-70.38
94,-70.38,-70.353,-70.078,-70.051,-70.051,-69.996,-70.133,-70.078,-70.38,-70.243,-70.902,-70.435,-70.325,-69.886,-70.051,-70.106
95,-70.71,-70.49,-70.051,-70.024,-70.024,-69.914,-70.106,-70.024,-70.518,-70.325,-71.506,-70.518,-70.325,-69.694,-69.886,-70.078
96,-70.325,-70.024,-69.475,-69.475,-69.447,-69.31,-69.557,-69.475,-70.078,-69.859,-71.149,-70.078,-69.804,-68.98,-69.2,-69.529
97,-71.424,-71.176,-70.929,-70.957,-70.902,-70.82,-70.929,-70.929,-71.204,-71.122,-71.863,-71.149,-71.012,-70.655,-70.682,-70.957
98,-70.325,-70.106,-69.722,-69.694,-69.694,-69.584,-69.776,-69.694,-70.161,-69.969,-70.929,-70.161,-69.941,-69.365,-69.529,-69.749
99,-70.957,-70.737,-70.408,-70.408,-70.408,-70.325,-70.463,-70.408,-70.765,-70.655,-71.506,-70.765,-70.573,-70.133,-70.216,-70.463
100,-71.067,-70.875,-70.518,-70.518,-70.49,-70.408,-70.573,-70.518,-70.902,-70.737,-71.808,-70.902,-70.737,-70.243,-70.325,-70.545
