seed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,-1.98,-2.549,-2.412,-2.157,-2.314,-2.431,-2.529,-2.333,-2.471,-2.255,-2.863,-2.824,-2.843,-2.725,-3.137,-2.314
