taxid	lineage	name	rank	SRR040582	SRR040605	SRR040656	SRR040697	SRR040735	SRR040741	SRR040791	SRR040949	SRR041343	SRR041398	SRR041527	SRR041536	SRR041621	SRR041712	SRR041789	SRR043639	SRR043760	SRR044021	SRR044054	SRR044085	SRR044087	SRR044216	SRR044251	SRR044252	SRR044257	SRR044274	SRR044381	SRR044384	SRR044395	SRR044399	SRR044423	SRR044424	SRR044732	SRR045294	SRR045327	SRR045344	SRR045687	SRR045699	SRR045709	SRR045715	SRR045722	SRR047400	SRR047457	SRR047559	SRR049312	SRR049315	SRR049646	SRR049863	SRR050386
2494	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Sporobacter;genus;	Sporobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	19	1	3	0	0	0	0	0	0	0	0
3984	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Fournierella;genus;	Fournierella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;	Clostridiaceae 1	family	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	6	0	0	0	0	0	0	0	7	0	6
2380	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Clostridium sensu stricto;genus;	Clostridium sensu stricto	genus	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	6	0	0	0	0	0	0	0	7	0	6
2433	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;	Clostridiales_Incertae Sedis XIII	family	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	2	2	0	1	0	2	0	0	7	0	1	1	0	0	0	0	2	0	2
-2434	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;unclassified_Clostridiales_Incertae Sedis XIII;;	unclassified_Clostridiales_Incertae Sedis XIII		0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	2	2	0	1	0	2	0	0	7	0	1	1	0	0	0	0	2	0	2
2479	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;	Peptostreptococcaceae	family	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	55	41	1	0	0	0	0	0	0	0	1	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
-2480	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;unclassified_Peptostreptococcaceae;;	unclassified_Peptostreptococcaceae		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3280	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Romboutsia;genus;	Romboutsia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	41	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3413	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Intestinibacter;genus;	Intestinibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3281	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Terrisporobacter;genus;	Terrisporobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2481	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Peptostreptococcus;genus;	Peptostreptococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
-2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;unclassified_Clostridiales;;	unclassified_Clostridiales		0	0	0	0	0	0	0	0	0	0	68	4	7	0	0	57	48	95	7	0	43	161	20	0	134	21	0	8	10	0	89	340	0	37	0	131	0	0	61	25	53	26	0	0	0	89	54	8	179
2470	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;	Peptococcaceae 1	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2477	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;Peptococcus;genus;	Peptococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
3262	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Christensenellaceae;family;	Christensenellaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
3263	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Christensenellaceae;family;Christensenella;genus;	Christensenella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
-2376	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;unclassified_Clostridia;;	unclassified_Clostridia		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2260	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;	Bacilli	class	516	2634	813	35	130	1271	44	221	508	99	0	196	706	10	59	0	25	0	0	213	0	5	0	2	3	479	340	334	0	596	2	2	1332	4	0	0	2190	1344	1	2	2	43	1217	5112	561	0	2	256	0
2261	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;	Bacillales	order	516	0	92	33	130	5	4	42	434	94	0	36	352	0	0	0	0	0	0	8	0	1	0	0	2	41	30	2	0	0	0	1	1325	0	0	0	0	1	0	0	0	0	365	0	0	0	0	38	0
2320	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Staphylococcaceae;family;	Staphylococcaceae	family	516	0	0	33	130	0	0	1	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2322	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Staphylococcaceae;family;Staphylococcus;genus;	Staphylococcus	genus	516	0	0	33	130	0	0	1	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2290	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillales_Incertae Sedis XI;family;	Bacillales_Incertae Sedis XI	family	0	0	92	0	0	5	4	41	434	0	0	36	352	0	0	0	0	0	0	8	0	1	0	0	2	41	30	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	365	0	0	0	0	38	0
2291	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillales_Incertae Sedis XI;family;Gemella;genus;	Gemella	genus	0	0	92	0	0	5	4	41	434	0	0	36	352	0	0	0	0	0	0	8	0	1	0	0	2	41	30	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	365	0	0	0	0	38	0
2294	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Listeriaceae;family;	Listeriaceae	family	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2296	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Listeriaceae;family;Listeria;genus;	Listeria	genus	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2333	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;	Lactobacillales	order	0	2634	721	2	0	1266	40	179	74	5	0	160	354	10	59	0	25	0	0	205	0	4	0	2	1	438	308	332	0	596	2	1	7	4	0	0	2190	1343	1	2	2	43	850	5112	561	0	2	218	0
2363	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;	Lactobacillaceae	family	0	2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	3	0	2	0	1	0	0	0	596	0	0	0	4	0	0	2186	1341	0	0	1	41	0	5112	561	0	0	0	0
2364	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;Lactobacillus;genus;	Lactobacillus	genus	0	2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	3	0	2	0	1	0	0	0	566	0	0	0	0	0	0	2186	1210	0	0	1	41	0	5112	561	0	0	0	0
-2364	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;unclassified_Lactobacillaceae;;	unclassified_Lactobacillaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
4415	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;Ligilactobacillus;genus;	Ligilactobacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4416	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;Limosilactobacillus;genus;	Limosilactobacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
2371	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Streptococcaceae;family;	Streptococcaceae	family	0	0	569	1	0	1181	33	165	61	5	0	127	336	10	59	0	10	0	0	193	0	1	0	0	1	347	211	329	0	0	2	1	6	0	0	0	4	2	1	1	1	0	752	0	0	0	2	172	0
2372	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Streptococcaceae;family;Streptococcus;genus;	Streptococcus	genus	0	0	569	1	0	1181	33	165	61	5	0	127	336	10	59	0	8	0	0	193	0	1	0	0	1	347	211	327	0	0	2	1	6	0	0	0	4	2	1	1	1	0	750	0	0	0	2	172	0
2373	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Streptococcaceae;family;Lactococcus;genus;	Lactococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2372	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Streptococcaceae;family;unclassified_Streptococcaceae;;	unclassified_Streptococcaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
2342	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Carnobacteriaceae;family;	Carnobacteriaceae	family	0	0	23	0	0	21	2	10	2	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	11	0
2345	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Carnobacteriaceae;family;Granulicatella;genus;	Granulicatella	genus	0	0	23	0	0	21	2	10	2	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	11	0
-2343	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Carnobacteriaceae;family;unclassified_Carnobacteriaceae;;	unclassified_Carnobacteriaceae		0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2334	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;unclassified_Lactobacillales;;	unclassified_Lactobacillales		0	0	129	1	0	64	5	4	11	0	0	5	3	0	0	0	0	0	0	2	0	0	0	0	0	74	81	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	0	0	0	35	0
2334	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Aerococcaceae;family;	Aerococcaceae	family	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0
2340	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Aerococcaceae;family;Abiotrophia;genus;	Abiotrophia	genus	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
-2335	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Aerococcaceae;family;unclassified_Aerococcaceae;;	unclassified_Aerococcaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
-2261	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;unclassified_Bacilli;;	unclassified_Bacilli		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
2722	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;	Negativicutes	class	37	0	406	0	0	404	180	129	49	0	214	238	186	0	0	295	13	166	16	611	28	413	47	29	233	727	422	104	58	0	22	3	1	118	4	11	1	0	629	44	193	5	126	0	0	3	88	782	8
3998	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;	Veillonellales	order	37	0	403	0	0	402	22	120	46	0	214	126	169	0	0	1	0	166	0	337	0	2	0	0	233	716	419	17	1	0	22	0	1	116	4	4	1	0	421	44	193	1	125	0	0	3	1	753	0
2503	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;	Veillonellaceae	family	37	0	403	0	0	402	22	120	46	0	214	126	169	0	0	1	0	166	0	337	0	2	0	0	233	716	419	17	1	0	22	0	1	116	4	4	1	0	421	44	193	1	125	0	0	3	1	753	0
2662	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Negativicoccus;genus;	Negativicoccus	genus	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2529	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Veillonella;genus;	Veillonella	genus	1	0	402	0	0	395	22	117	46	0	0	123	151	0	0	1	0	36	0	324	0	0	0	0	0	708	419	17	1	0	1	0	1	1	0	0	1	0	8	0	2	1	125	0	0	0	1	722	0
2526	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Megasphaera;genus;	Megasphaera	genus	0	0	1	0	0	6	0	3	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
2528	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Dialister;genus;	Dialister	genus	0	0	0	0	0	1	0	0	0	0	214	3	1	0	0	0	0	128	0	7	0	0	0	0	233	0	0	0	0	0	21	0	0	115	4	4	0	0	413	44	191	0	0	0	0	3	0	6	0
-2504	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;unclassified_Veillonellaceae;;	unclassified_Veillonellaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
2525	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Anaeroglobus;genus;	Anaeroglobus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2527	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Allisonella;genus;	Allisonella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2723	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;unclassified_Negativicutes;;	unclassified_Negativicutes		0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	2	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
2723	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;	Selenomonadales	order	0	0	0	0	0	1	158	9	2	0	0	112	17	0	0	0	0	0	0	260	0	0	0	0	0	4	1	87	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
3993	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;	Selenomonadaceae	family	0	0	0	0	0	1	158	9	2	0	0	112	17	0	0	0	0	0	0	260	0	0	0	0	0	4	1	87	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
-3994	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;unclassified_Selenomonadaceae;;	unclassified_Selenomonadaceae		0	0	0	0	0	1	37	7	1	0	0	82	7	0	0	0	0	0	0	54	0	0	0	0	0	4	1	40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
2517	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;Selenomonas;genus;	Selenomonas	genus	0	0	0	0	0	0	121	1	1	0	0	30	4	0	0	0	0	0	0	198	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2516	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;Centipeda;genus;	Centipeda	genus	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
3999	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;	Acidaminococcales	order	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	292	13	0	16	0	28	409	47	29	0	0	0	0	57	0	0	3	0	1	0	7	0	0	208	0	0	4	0	0	0	0	87	0	8
2724	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;	Acidaminococcaceae	family	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	292	13	0	16	0	28	409	47	29	0	0	0	0	57	0	0	3	0	1	0	7	0	0	208	0	0	4	0	0	0	0	87	0	8
2513	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;Phascolarctobacterium;genus;	Phascolarctobacterium	genus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	292	13	0	9	0	28	405	47	29	0	0	0	0	57	0	0	3	0	1	0	0	0	0	208	0	0	4	0	0	0	0	87	0	8
2514	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;Acidaminococcus;genus;	Acidaminococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2725	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;unclassified_Acidaminococcaceae;;	unclassified_Acidaminococcaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2512	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;Succiniclasticum;genus;	Succiniclasticum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
2558	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;	Erysipelotrichia	class	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	39	60	101	25	0	3	13	5	3	140	5	1	0	55	0	7	12	0	8	4	12	0	0	29	4	29	15	0	0	0	6	4	0	6
2559	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;	Erysipelotrichales	order	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	39	60	101	25	0	3	13	5	3	140	5	1	0	55	0	7	12	0	8	4	12	0	0	29	4	29	15	0	0	0	6	4	0	6
2560	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;	Erysipelotrichaceae	family	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	34	60	101	21	0	0	13	5	3	140	5	1	0	55	0	7	12	0	8	4	12	0	0	29	4	29	15	0	0	0	5	4	0	6
3903	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Dielma;genus;	Dielma	genus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4061	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Faecalibacillus;genus;	Faecalibacillus	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	49	0	16	0	0	11	1	3	25	0	0	0	52	0	5	9	0	0	2	3	0	0	10	3	29	14	0	0	0	4	4	0	0
2671	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Clostridium XVIII;genus;	Clostridium XVIII	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	1	3	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	19	0	0	0	0	0	0	1	0	0	4
3901	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Longicatena;genus;	Longicatena	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3904	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Longibaculum;genus;	Longibaculum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
-2561	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;unclassified_Erysipelotrichaceae;;	unclassified_Erysipelotrichaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2568	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Turicibacter;genus;	Turicibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	96	0	0	0	2	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
