taxid	lineage	name	rank	SRR040582	SRR040605	SRR040656	SRR040697	SRR040735	SRR040741	SRR040791	SRR040949	SRR041343	SRR041398	SRR041527	SRR041536	SRR041621	SRR041712	SRR041789	SRR043639	SRR043760	SRR044021	SRR044054	SRR044085	SRR044087	SRR044216	SRR044251	SRR044252	SRR044257	SRR044274	SRR044381	SRR044384	SRR044395	SRR044399	SRR044423	SRR044424	SRR044732	SRR045294	SRR045327	SRR045344	SRR045687	SRR045699	SRR045709	SRR045715	SRR045722	SRR047400	SRR047457	SRR047559	SRR049312	SRR049315	SRR049646	SRR049863	SRR050386
3415	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Holdemanella;genus;	Holdemanella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2565	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Coprobacillus;genus;	Coprobacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2567	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Solobacterium;genus;	Solobacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2564	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelotrichaceae;family;Catenibacterium;genus;	Catenibacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4507	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelatoclostridiaceae;family;	Erysipelatoclostridiaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4508	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Erysipelotrichia;class;Erysipelotrichales;order;Erysipelatoclostridiaceae;family;Erysipelatoclostridium;genus;	Erysipelatoclostridium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
-2260	Root;rootrank;Bacteria;domain;Firmicutes;phylum;unclassified_Firmicutes;;	unclassified_Firmicutes		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	14	9	0	11	0	20	10	0	32	11	5	0	57	0	9	65	0	37	1	104	0	0	262	36	16	2	0	0	0	0	14	10	28
2	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;	Actinobacteria	phylum	1111	2	102	2615	2749	77	530	33	20	330	3	624	89	38	2	1	2	34	1	1695	1	9	2	1	14	704	142	1884	1	0	6	3	5443	2	1	4	8	1	93	1	36	4	2001	1	2	0	3	343	21
3	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;	Actinobacteria	class	1111	2	100	2615	2749	73	530	30	20	330	0	624	83	38	2	1	2	0	0	1695	1	0	0	0	13	691	141	1884	0	0	1	0	5443	2	1	0	8	1	0	0	32	4	2001	1	2	0	3	323	0
254	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;	Propionibacteriales	order	1110	2	1	2612	2745	0	0	0	0	154	0	14	0	0	0	1	0	0	0	73	0	0	0	0	0	0	0	55	0	0	0	0	670	0	0	0	1	0	0	0	0	1	67	0	0	0	1	0	0
264	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;	Propionibacteriaceae	family	1110	2	1	2612	2745	0	0	0	0	154	0	14	0	0	0	1	0	0	0	73	0	0	0	0	0	0	0	55	0	0	0	0	670	0	0	0	1	0	0	0	0	1	67	0	0	0	1	0	0
3847	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;Cutibacterium;genus;	Cutibacterium	genus	1110	2	1	2612	2745	0	0	0	0	154	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
4328	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;Arachnia;genus;	Arachnia	genus	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
-265	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;unclassified_Propionibacteriaceae;;	unclassified_Propionibacteriaceae		0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
95	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;	Micrococcales	order	1	0	60	0	0	59	21	24	3	0	0	59	8	38	1	0	0	0	0	378	0	0	0	0	0	128	36	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	0	0	0	0	20	0
190	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;	Micrococcaceae	family	1	0	60	0	0	59	21	24	3	0	0	59	8	38	1	0	0	0	0	378	0	0	0	0	0	126	34	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	0	0	0	0	20	0
199	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;Rothia;genus;	Rothia	genus	1	0	60	0	0	59	21	24	3	0	0	59	8	38	1	0	0	0	0	376	0	0	0	0	0	124	34	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933	0	0	0	0	18	0
-191	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;Micrococcaceae;family;unclassified_Micrococcaceae;;	unclassified_Micrococcaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	2	0
-96	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micrococcales;order;unclassified_Micrococcales;;	unclassified_Micrococcales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
17	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;	Actinomycetales	order	0	0	38	0	1	13	33	4	13	0	0	59	73	0	0	0	0	0	0	416	0	0	0	0	0	558	102	157	0	0	0	0	0	0	0	0	0	1	0	0	1	0	431	0	0	0	0	295	0
19	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;	Actinomycetaceae	family	0	0	38	0	1	13	33	4	13	0	0	59	73	0	0	0	0	0	0	416	0	0	0	0	0	558	102	157	0	0	0	0	0	0	0	0	0	1	0	0	1	0	431	0	0	0	0	295	0
4357	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;Schaalia;genus;	Schaalia	genus	0	0	38	0	0	9	3	4	6	0	0	4	69	0	0	0	0	0	0	13	0	0	0	0	0	531	97	10	0	0	0	0	0	0	0	0	0	1	0	0	1	0	9	0	0	0	0	288	0
21	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;Actinomyces;genus;	Actinomyces	genus	0	0	0	0	1	4	30	0	7	0	0	18	2	0	0	0	0	0	0	364	0	0	0	0	0	22	5	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	5	0
-20	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;unclassified_Actinomycetaceae;;	unclassified_Actinomycetaceae		0	0	0	0	0	0	0	0	0	0	0	37	2	0	0	0	0	0	0	32	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0
4297	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Actinomycetales;order;Actinomycetaceae;family;Fudania;genus;	Fudania	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
-4	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;unclassified_Actinobacteria;;	unclassified_Actinobacteria		0	0	1	0	0	1	2	0	0	0	0	5	0	0	0	0	0	0	0	64	0	0	0	0	0	3	2	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	6	0
3830	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;	Mycobacteriales	order	0	0	0	3	3	0	474	2	4	176	0	487	2	0	1	0	0	0	0	764	1	0	0	0	0	2	1	1393	0	0	1	0	4773	0	1	0	7	0	0	0	0	0	427	1	0	0	0	2	0
3832	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Lawsonellaceae;family;	Lawsonellaceae	family	0	0	0	3	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3833	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Lawsonellaceae;family;Lawsonella;genus;	Lawsonella	genus	0	0	0	3	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Corynebacteriaceae;family;	Corynebacteriaceae	family	0	0	0	0	0	0	474	2	4	171	0	487	2	0	1	0	0	0	0	762	1	0	0	0	0	2	1	1393	0	0	1	0	3230	0	1	0	0	0	0	0	0	0	427	0	0	0	0	2	0
39	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Corynebacteriaceae;family;Corynebacterium;genus;	Corynebacterium	genus	0	0	0	0	0	0	474	2	4	171	0	487	2	0	1	0	0	0	0	762	1	0	0	0	0	2	1	1393	0	0	1	0	3230	0	1	0	0	0	0	0	0	0	427	0	0	0	0	2	0
-3831	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;unclassified_Mycobacteriales;;	unclassified_Mycobacteriales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Mycobacteriaceae;family;	Mycobacteriaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0
48	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Mycobacteriaceae;family;Mycobacterium;genus;	Mycobacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0
353	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;	Bifidobacteriales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	31	3	0	0	2	0	2	0	0
354	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;Bifidobacteriaceae;family;	Bifidobacteriaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	31	3	0	0	2	0	2	0	0
357	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;Bifidobacteriaceae;family;Bifidobacterium;genus;	Bifidobacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	31	3	0	0	0	0	2	0	0
358	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Bifidobacteriales;order;Bifidobacteriaceae;family;Gardnerella;genus;	Gardnerella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
362	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;	Coriobacteriia	class	0	0	2	0	0	4	0	3	0	0	3	0	6	0	0	0	0	34	1	0	0	9	2	1	1	13	1	0	1	0	5	3	0	0	0	4	0	0	93	1	4	0	0	0	0	0	0	20	21
363	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;	Coriobacteriales	order	0	0	2	0	0	4	0	3	0	0	3	0	6	0	0	0	0	32	1	0	0	4	0	0	1	13	1	0	0	0	1	3	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	20	21
3883	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Atopobiaceae;family;	Atopobiaceae	family	0	0	2	0	0	4	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
3885	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Atopobiaceae;family;Lancefieldella;genus;	Lancefieldella	genus	0	0	2	0	0	4	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
365	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Coriobacteriaceae;family;	Coriobacteriaceae	family	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	32	1	0	0	4	0	0	1	0	0	0	0	0	1	3	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	21
369	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Coriobacteriales;order;Coriobacteriaceae;family;Collinsella;genus;	Collinsella	genus	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	32	1	0	0	4	0	0	1	0	0	0	0	0	1	3	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	21
3889	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;	Eggerthellales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	2	1	0	0	0	0	1	0	2	0	0	0	0	2	0	0	86	1	4	0	0	0	0	0	0	0	0
3890	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;	Eggerthellaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	2	1	0	0	0	0	1	0	2	0	0	0	0	2	0	0	86	1	4	0	0	0	0	0	0	0	0
366	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Adlercreutzia;genus;	Adlercreutzia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
4340	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Raoultibacter;genus;	Raoultibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	81	0	3	0	0	0	0	0	0	0	0
378	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Slackia;genus;	Slackia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;Eggerthella;genus;	Eggerthella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
-3891	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;Eggerthellales;order;Eggerthellaceae;family;unclassified_Eggerthellaceae;;	unclassified_Eggerthellaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
-363	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Coriobacteriia;class;unclassified_Coriobacteriia;;	unclassified_Coriobacteriia		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
841	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;	Proteobacteria	phylum	149	0	1114	0	0	86	126	168	284	3	4	458	118	0	16	7	175	433	349	394	336	215	564	661	43	3440	2262	633	906	239	75	2228	1601	19	34	8	0	1	0	101	21	602	3756	86	1	32	79	1224	20
1501	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;	Gammaproteobacteria	class	149	0	1105	0	0	82	59	102	181	3	3	138	61	0	0	2	17	0	0	12	0	1	0	0	0	795	839	103	1	174	0	3	126	3	1	0	0	0	0	1	0	0	735	77	1	0	8	535	0
1616	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;	Enterobacterales	order	146	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1617	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;Enterobacteriaceae;family;	Enterobacteriaceae	family	146	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1637	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;Enterobacteriaceae;family;Klebsiella;genus;	Klebsiella	genus	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1618	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;Enterobacteriaceae;family;unclassified_Enterobacteriaceae;;	unclassified_Enterobacteriaceae		21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1633	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;Enterobacteriaceae;family;Escherichia/Shigella;genus;	Escherichia/Shigella	genus	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1631	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Enterobacterales;order;Enterobacteriaceae;family;Enterobacter;genus;	Enterobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1745	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pasteurellales;order;	Pasteurellales	order	3	0	1105	0	0	82	36	102	180	0	0	137	60	0	0	0	17	0	0	3	0	1	0	0	0	795	839	50	1	0	0	3	0	3	1	0	0	0	0	1	0	0	727	0	0	0	8	535	0
1746	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;	Pasteurellaceae	family	3	0	1105	0	0	82	36	102	180	0	0	137	60	0	0	0	17	0	0	3	0	1	0	0	0	795	839	50	1	0	0	3	0	3	1	0	0	0	0	1	0	0	727	0	0	0	8	535	0
-1747	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;unclassified_Pasteurellaceae;;	unclassified_Pasteurellaceae		3	0	595	0	0	5	35	35	71	0	0	42	8	0	0	0	5	0	0	0	0	0	0	0	0	240	621	15	0	0	0	2	0	1	0	0	0	0	0	0	0	0	455	0	0	0	2	170	0
1754	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;Haemophilus;genus;	Haemophilus	genus	0	0	504	0	0	77	1	67	109	0	0	95	52	0	0	0	12	0	0	0	0	1	0	0	0	541	212	31	1	0	0	1	0	2	1	0	0	0	0	1	0	0	259	0	0	0	6	351	0
4136	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;Conservatibacter;genus;	Conservatibacter	genus	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
1748	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pasteurellales;order;Pasteurellaceae;family;Aggregatibacter;genus;	Aggregatibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
1561	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Cardiobacteriales;order;	Cardiobacteriales	order	0	0	0	0	0	0	23	0	1	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0
1562	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Cardiobacteriales;order;Cardiobacteriaceae;family;	Cardiobacteriaceae	family	0	0	0	0	0	0	23	0	1	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0
1563	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Cardiobacteriales;order;Cardiobacteriaceae;family;Cardiobacterium;genus;	Cardiobacterium	genus	0	0	0	0	0	0	23	0	1	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0
1762	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;	Pseudomonadales	order	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	3	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0
1763	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;Moraxellaceae;family;	Moraxellaceae	family	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1764	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;Moraxellaceae;family;Acinetobacter;genus;	Acinetobacter	genus	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1772	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;Pseudomonadaceae;family;	Pseudomonadaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	3	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0
1781	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;Pseudomonadaceae;family;Pseudomonas;genus;	Pseudomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	3	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0
-1763	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;unclassified_Pseudomonadales;;	unclassified_Pseudomonadales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3526	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Xanthomonadales;order;	Xanthomonadales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
