taxid	lineage	name	rank	mgm4575333	mgm4575334	mgm4575335	mgm4575336	mgm4575339	mgm4575340	mgm4575341	mgm4575342	mgm4575343	mgm4575344	mgm4575345	mgm4575346	mgm4575347	mgm4575348
2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;	Clostridiaceae 1	family	2	2	0	0	0	0	0	0	1	0	4	1	0	3
2380	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Clostridium sensu stricto;genus;	Clostridium sensu stricto	genus	2	2	0	0	0	0	0	0	1	0	4	0	0	3
-2378	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;unclassified_Clostridiaceae 1;;	unclassified_Clostridiaceae 1		0	0	0	0	0	0	0	0	0	0	0	1	0	0
-2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;unclassified_Clostridiales;;	unclassified_Clostridiales		2	0	0	0	0	0	0	0	0	0	0	1	0	0
2484	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;	Ruminococcaceae	family	0	0	0	1	0	0	0	0	0	0	1	0	0	1
-2485	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;unclassified_Ruminococcaceae;;	unclassified_Ruminococcaceae		0	0	0	1	0	0	0	0	0	0	1	0	0	1
2470	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;	Peptococcaceae 1	family	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2474	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;Desulfosporosinus;genus;	Desulfosporosinus	genus	0	0	0	0	1	0	0	0	0	0	0	0	0	0
-2376	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;unclassified_Clostridia;;	unclassified_Clostridia		1	0	0	0	0	0	0	0	0	0	0	0	0	0
-2260	Root;rootrank;Bacteria;domain;Firmicutes;phylum;unclassified_Firmicutes;;	unclassified_Firmicutes		3	0	0	0	0	0	0	0	2	12	3	3	0	2
422	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;	Bacteroidetes	phylum	236	566	291	334	1344	1027	1552	2389	654	1517	173	1070	1557	485
3711	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;	Chitinophagia	class	194	356	190	203	1133	353	1100	784	510	933	111	716	1090	348
3712	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;	Chitinophagales	order	194	356	190	203	1133	353	1100	784	510	933	111	716	1090	348
567	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;	Chitinophagaceae	family	194	356	190	203	1133	353	1100	784	510	933	111	716	1090	348
579	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Niastella;genus;	Niastella	genus	7	0	1	3	0	0	0	0	1	0	1	0	8	0
583	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Terrimonas;genus;	Terrimonas	genus	6	0	22	5	2	3	1	0	5	0	0	5	4	0
-568	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;unclassified_Chitinophagaceae;;	unclassified_Chitinophagaceae		181	354	165	188	1113	349	1073	707	503	846	110	672	1041	345
570	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Ferruginibacter;genus;	Ferruginibacter	genus	0	1	1	0	7	1	12	77	0	0	0	0	2	0
581	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Sediminibacterium;genus;	Sediminibacterium	genus	0	1	0	2	0	0	0	0	0	19	0	2	5	3
577	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Lacibacter;genus;	Lacibacter	genus	0	0	1	0	0	0	0	0	1	0	0	0	0	0
3153	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Taibaiella;genus;	Taibaiella	genus	0	0	0	1	0	0	0	0	0	0	0	1	0	0
569	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Chitinophaga;genus;	Chitinophaga	genus	0	0	0	4	3	0	0	0	0	0	0	0	2	0
582	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Segetibacter;genus;	Segetibacter	genus	0	0	0	0	8	0	14	0	0	59	0	28	13	0
573	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Flavisolibacter;genus;	Flavisolibacter	genus	0	0	0	0	0	0	0	0	0	3	0	2	4	0
4282	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Paracnuella;genus;	Paracnuella	genus	0	0	0	0	0	0	0	0	0	5	0	3	4	0
3717	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Flaviaesturariibacter;genus;	Flaviaesturariibacter	genus	0	0	0	0	0	0	0	0	0	1	0	0	1	0
4175	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Chitinophagia;class;Chitinophagales;order;Chitinophagaceae;family;Edaphobaculum;genus;	Edaphobaculum	genus	0	0	0	0	0	0	0	0	0	0	0	3	6	0
2767	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;	Cytophagia	class	6	12	32	22	35	346	75	395	40	304	8	259	338	2
2768	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;	Cytophagales	order	6	12	32	22	35	346	75	395	40	304	8	259	338	2
4047	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Fulvivirgaceae;family;	Fulvivirgaceae	family	2	1	8	1	7	0	7	1	8	28	0	37	58	0
659	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Fulvivirgaceae;family;Ohtaekwangia;genus;	Ohtaekwangia	genus	2	0	4	0	7	0	7	1	1	27	0	36	53	0
-4048	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Fulvivirgaceae;family;unclassified_Fulvivirgaceae;;	unclassified_Fulvivirgaceae		0	1	4	0	0	0	0	0	5	1	0	1	5	0
3160	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Fulvivirgaceae;family;Chryseolinea;genus;	Chryseolinea	genus	0	0	0	1	0	0	0	0	2	0	0	0	0	0
3744	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Hymenobacteraceae;family;	Hymenobacteraceae	family	2	1	1	2	10	191	39	42	19	112	0	75	75	1
596	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Hymenobacteraceae;family;Adhaeribacter;genus;	Adhaeribacter	genus	2	0	1	2	1	2	3	0	19	49	0	21	38	0
607	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Hymenobacteraceae;family;Hymenobacter;genus;	Hymenobacter	genus	0	1	0	0	4	1	28	33	0	27	0	11	7	1
614	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Hymenobacteraceae;family;Pontibacter;genus;	Pontibacter	genus	0	0	0	0	5	187	8	9	0	0	0	0	0	0
-3745	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Hymenobacteraceae;family;unclassified_Hymenobacteraceae;;	unclassified_Hymenobacteraceae		0	0	0	0	0	1	0	0	0	35	0	38	28	0
3173	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Hymenobacteraceae;family;Rufibacter;genus;	Rufibacter	genus	0	0	0	0	0	0	0	0	0	1	0	5	2	0
-2769	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;unclassified_Cytophagales;;	unclassified_Cytophagales		2	9	22	18	18	147	25	102	13	153	8	136	177	1
595	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cytophagaceae;family;	Cytophagaceae	family	0	1	1	1	0	0	0	120	0	11	0	11	28	0
-596	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cytophagaceae;family;unclassified_Cytophagaceae;;	unclassified_Cytophagaceae		0	1	0	0	0	0	0	55	0	6	0	4	16	0
598	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cytophagaceae;family;Cytophaga;genus;	Cytophaga	genus	0	0	1	1	0	0	0	0	0	0	0	0	0	0
613	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cytophagaceae;family;Persicitalea;genus;	Persicitalea	genus	0	0	0	0	0	0	0	65	0	0	0	0	0	0
615	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cytophagaceae;family;Rhodocytophaga;genus;	Rhodocytophaga	genus	0	0	0	0	0	0	0	0	0	5	0	7	12	0
584	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cyclobacteriaceae;family;	Cyclobacteriaceae	family	0	0	0	0	0	8	4	127	0	0	0	0	0	0
-585	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Cyclobacteriaceae;family;unclassified_Cyclobacteriaceae;;	unclassified_Cyclobacteriaceae		0	0	0	0	0	8	4	127	0	0	0	0	0	0
3740	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Bernardetiaceae;family;	Bernardetiaceae	family	0	0	0	0	0	0	0	3	0	0	0	0	0	0
3742	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Cytophagia;class;Cytophagales;order;Bernardetiaceae;family;Bernardetia;genus;	Bernardetia	genus	0	0	0	0	0	0	0	3	0	0	0	0	0	0
458	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;	Flavobacteriia	class	15	0	4	24	0	2	7	675	9	12	0	2	7	2
459	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;	Flavobacteriales	order	15	0	4	24	0	2	7	675	9	12	0	2	7	2
470	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;	Flavobacteriaceae	family	14	0	4	24	0	2	7	641	7	6	0	2	6	1
496	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Flavobacterium;genus;	Flavobacterium	genus	13	0	3	21	0	0	4	3	7	4	0	2	2	1
-471	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;unclassified_Flavobacteriaceae;;	unclassified_Flavobacteriaceae		1	0	1	3	0	2	3	587	0	2	0	0	4	0
520	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Maribacter;genus;	Maribacter	genus	0	0	0	0	0	0	0	19	0	0	0	0	0	0
504	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Gillisia;genus;	Gillisia	genus	0	0	0	0	0	0	0	31	0	0	0	0	0	0
530	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Flavobacteriaceae;family;Nonlabens;genus;	Nonlabens	genus	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4040	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;	Weeksellaceae	family	1	0	0	0	0	0	0	0	2	0	0	0	0	0
481	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Weeksellaceae;family;Chryseobacterium;genus;	Chryseobacterium	genus	1	0	0	0	0	0	0	0	2	0	0	0	0	0
462	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Cryomorphaceae;family;	Cryomorphaceae	family	0	0	0	0	0	0	0	31	0	0	0	0	0	0
-463	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;Cryomorphaceae;family;unclassified_Cryomorphaceae;;	unclassified_Cryomorphaceae		0	0	0	0	0	0	0	31	0	0	0	0	0	0
-460	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Flavobacteriia;class;Flavobacteriales;order;unclassified_Flavobacteriales;;	unclassified_Flavobacteriales		0	0	0	0	0	0	0	3	0	6	0	0	1	1
-423	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;unclassified_Bacteroidetes;;	unclassified_Bacteroidetes		21	117	50	57	156	326	129	220	74	183	40	76	113	113
565	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;	Sphingobacteriia	class	0	80	15	28	19	0	241	297	21	82	12	17	9	17
566	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;	Sphingobacteriales	order	0	80	15	28	19	0	241	297	21	82	12	17	9	17
648	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;	Sphingobacteriaceae	family	0	80	15	28	19	0	241	297	21	82	12	17	9	17
649	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;Mucilaginibacter;genus;	Mucilaginibacter	genus	0	20	4	6	0	0	0	0	0	0	3	2	0	5
653	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;Pedobacter;genus;	Pedobacter	genus	0	4	2	0	0	0	0	29	0	3	0	0	0	0
-649	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;unclassified_Sphingobacteriaceae;;	unclassified_Sphingobacteriaceae		0	56	9	22	19	0	241	267	21	77	9	15	9	12
3725	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Sphingobacteriia;class;Sphingobacteriales;order;Sphingobacteriaceae;family;Daejeonella;genus;	Daejeonella	genus	0	0	0	0	0	0	0	1	0	2	0	0	0	0
423	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;	Bacteroidia	class	0	1	0	0	1	0	0	0	0	3	2	0	0	3
424	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;	Bacteroidales	order	0	1	0	0	1	0	0	0	0	3	2	0	0	3
-425	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;unclassified_Bacteroidales;;	unclassified_Bacteroidales		0	1	0	0	1	0	0	0	0	3	2	0	0	1
3699	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Paludibacteraceae;family;	Paludibacteraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	2
442	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Paludibacteraceae;family;Paludibacter;genus;	Paludibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	2
3746	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Saprospiria;class;	Saprospiria	class	0	0	0	0	0	0	0	18	0	0	0	0	0	0
3747	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Saprospiria;class;Saprospirales;order;	Saprospirales	order	0	0	0	0	0	0	0	18	0	0	0	0	0	0
643	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Saprospiria;class;Saprospirales;order;Saprospiraceae;family;	Saprospiraceae	family	0	0	0	0	0	0	0	18	0	0	0	0	0	0
4348	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Saprospiria;class;Saprospirales;order;Saprospiraceae;family;Rubidimonas;genus;	Rubidimonas	genus	0	0	0	0	0	0	0	18	0	0	0	0	0	0
2	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;	Actinobacteria	phylum	138	117	247	197	1618	1139	1282	163	638	1080	339	739	755	136
2776	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;	Thermoleophilia	class	44	0	19	20	170	116	219	4	117	108	15	80	84	0
391	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;	Solirubrobacterales	order	18	0	18	13	73	94	187	1	50	83	14	67	66	0
396	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Solirubrobacteraceae;family;	Solirubrobacteraceae	family	11	0	9	7	13	0	17	0	30	12	0	22	21	0
397	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Solirubrobacteraceae;family;Solirubrobacter;genus;	Solirubrobacter	genus	11	0	9	7	13	0	17	0	30	12	0	22	21	0
-392	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;unclassified_Solirubrobacterales;;	unclassified_Solirubrobacterales		7	0	9	6	60	94	170	1	20	63	11	43	44	0
392	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Conexibacteraceae;family;	Conexibacteraceae	family	0	0	0	0	0	0	0	0	0	7	3	2	1	0
393	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Conexibacteraceae;family;Conexibacter;genus;	Conexibacter	genus	0	0	0	0	0	0	0	0	0	7	3	2	1	0
3876	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Parviterribacteraceae;family;	Parviterribacteraceae	family	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3977	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Solirubrobacterales;order;Parviterribacteraceae;family;Parviterribacter;genus;	Parviterribacter	genus	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2792	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Gaiellales;order;	Gaiellales	order	24	0	1	3	86	2	27	3	52	15	1	7	3	0
2793	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Gaiellales;order;Gaiellaceae;family;	Gaiellaceae	family	24	0	1	3	86	2	27	3	52	15	1	7	3	0
2794	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;Gaiellales;order;Gaiellaceae;family;Gaiella;genus;	Gaiella	genus	24	0	1	3	86	2	27	3	52	15	1	7	3	0
-2777	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Thermoleophilia;class;unclassified_Thermoleophilia;;	unclassified_Thermoleophilia		2	0	0	4	11	20	5	0	15	10	0	6	15	0
3	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;	Actinobacteria	class	63	83	164	141	533	741	447	81	370	501	286	328	443	93
3830	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;	Mycobacteriales	order	7	5	48	27	0	0	0	0	12	1	6	4	2	0
46	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Mycobacteriaceae;family;	Mycobacteriaceae	family	5	3	40	24	0	0	0	0	12	1	6	4	2	0
48	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;Mycobacteriaceae;family;Mycobacterium;genus;	Mycobacterium	genus	5	3	40	24	0	0	0	0	12	1	6	4	2	0
-3831	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Mycobacteriales;order;unclassified_Mycobacteriales;;	unclassified_Mycobacteriales		2	2	8	3	0	0	0	0	0	0	0	0	0	0
222	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;	Micromonosporales	order	18	6	31	43	0	0	0	0	136	136	8	74	104	0
223	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;	Micromonosporaceae	family	18	6	31	43	0	0	0	0	136	136	8	74	104	0
236	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Hamadaea;genus;	Hamadaea	genus	1	0	3	3	0	0	0	0	2	0	0	0	0	0
246	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Plantactinospora;genus;	Plantactinospora	genus	1	0	0	0	0	0	0	0	2	0	0	1	2	0
240	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Luedemannella;genus;	Luedemannella	genus	1	0	0	0	0	0	0	0	0	0	0	0	0	0
-224	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;unclassified_Micromonosporaceae;;	unclassified_Micromonosporaceae		15	6	27	38	0	0	0	0	117	114	8	55	66	0
3006	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Rhizocola;genus;	Rhizocola	genus	0	0	1	0	0	0	0	0	7	0	0	0	0	0
235	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Dactylosporangium;genus;	Dactylosporangium	genus	0	0	0	2	0	0	0	0	4	1	0	6	1	0
241	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Micromonospora;genus;	Micromonospora	genus	0	0	0	0	0	0	0	0	2	20	0	4	18	0
253	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Virgisporangium;genus;	Virgisporangium	genus	0	0	0	0	0	0	0	0	1	1	0	4	11	0
226	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Actinoplanes;genus;	Actinoplanes	genus	0	0	0	0	0	0	0	0	1	0	0	3	6	0
233	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Micromonosporales;order;Micromonosporaceae;family;Catenuloplanes;genus;	Catenuloplanes	genus	0	0	0	0	0	0	0	0	0	0	0	1	0	0
254	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;	Propionibacteriales	order	3	0	2	4	128	43	109	24	12	19	5	29	32	1
264	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;	Propionibacteriaceae	family	1	0	0	1	0	0	0	0	1	2	0	0	1	0
-265	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;unclassified_Propionibacteriaceae;;	unclassified_Propionibacteriaceae		1	0	0	0	0	0	0	0	1	1	0	0	1	0
3847	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;Cutibacterium;genus;	Cutibacterium	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
272	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Propionibacteriaceae;family;Microlunatus;genus;	Microlunatus	genus	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3846	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Kribbellaceae;family;	Kribbellaceae	family	1	0	1	1	0	0	0	0	3	0	0	3	16	0
259	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Kribbellaceae;family;Kribbella;genus;	Kribbella	genus	1	0	1	1	0	0	0	0	3	0	0	3	16	0
255	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;	Nocardioidaceae	family	1	0	1	2	84	36	90	17	7	7	3	16	10	1
-256	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;unclassified_Nocardioidaceae;;	unclassified_Nocardioidaceae		1	0	0	2	28	35	19	1	2	3	1	6	1	1
261	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;Nocardioides;genus;	Nocardioides	genus	0	0	1	0	30	1	26	16	3	4	0	8	7	0
257	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;Aeromicrobium;genus;	Aeromicrobium	genus	0	0	0	0	25	0	45	0	0	0	0	1	2	0
260	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;Nocardioidaceae;family;Marmoricola;genus;	Marmoricola	genus	0	0	0	0	1	0	0	0	2	0	2	1	0	0
-255	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Propionibacteriales;order;unclassified_Propionibacteriales;;	unclassified_Propionibacteriales		0	0	0	0	44	7	19	7	1	10	2	10	5	0
280	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;	Pseudonocardiales	order	4	1	4	3	1	0	1	2	22	30	0	32	37	0
281	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;	Pseudonocardiaceae	family	4	1	4	3	1	0	1	2	22	30	0	32	37	0
-282	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;unclassified_Pseudonocardiaceae;;	unclassified_Pseudonocardiaceae		4	0	4	1	1	0	0	2	17	23	0	12	24	0
302	Root;rootrank;Bacteria;domain;Actinobacteria;phylum;Actinobacteria;class;Pseudonocardiales;order;Pseudonocardiaceae;family;Pseudonocardia;genus;	Pseudonocardia	genus	0	1	0	0	0	0	0	0	2	5	0	7	6	0
