taxid	lineage	name	rank	mgm4461266	mgm4461267	mgm4461268	mgm4461269	mgm4461270	mgm4461271	mgm4461272	mgm4461273	mgm4461274	mgm4461275	mgm4461276	mgm4461277	mgm4461278	mgm4461279	mgm4461280	mgm4461281	mgm4461282	mgm4461283	mgm4461302	mgm4461303	mgm4461304	mgm4461305	mgm4461306	mgm4461307	mgm4461308	mgm4461309	mgm4461310	mgm4461311	mgm4461312	mgm4461313	mgm4461314	mgm4461315	mgm4461316	mgm4461318	mgm4461319	mgm4461320	mgm4461321	mgm4461322	mgm4461323	mgm4461324	mgm4461325	mgm4461326	mgm4461327	mgm4461328	mgm4461329	mgm4461330	mgm4461331	mgm4461332	mgm4461333	mgm4461334	mgm4461335	mgm4461336	mgm4461337	mgm4461338	mgm4461339	mgm4461340
3278	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Stomatobaculum;genus;	Stomatobaculum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2452	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Syntrophococcus;genus;	Syntrophococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2456	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Oribacterium;genus;	Oribacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3939	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Kineothrix;genus;	Kineothrix	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3277	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Murimonas;genus;	Murimonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
2484	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;	Ruminococcaceae	family	273	380	254	461	431	2308	595	263	384	287	270	157	283	445	324	273	452	119	306	180	835	375	378	73	0	37	492	20	0	208	382	466	185	424	125	280	118	56	348	205	364	0	0	293	261	448	0	477	252	964	0	199	50	629	173	135
2485	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Faecalibacterium;genus;	Faecalibacterium	genus	137	79	80	288	252	477	225	70	149	186	62	66	118	90	217	119	114	63	0	111	8	1	2	0	0	13	0	0	0	0	40	94	0	0	0	49	0	9	1	0	0	0	0	0	0	24	0	0	12	204	0	0	8	0	0	0
2487	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Subdoligranulum;genus;	Subdoligranulum	genus	40	31	15	23	35	185	109	23	38	21	37	5	31	13	17	17	45	10	0	3	1	0	0	0	0	7	0	0	0	0	30	11	0	0	0	11	0	0	5	0	1	0	0	0	0	7	0	0	0	245	0	0	25	0	0	0
2492	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Ruminococcus;genus;	Ruminococcus	genus	11	70	58	24	48	34	119	26	4	37	20	1	74	66	10	1	74	15	17	6	22	1	4	0	0	3	21	0	0	23	25	12	8	14	6	16	7	0	0	71	0	0	0	18	15	25	0	95	7	11	0	12	0	6	7	5
2682	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Clostridium IV;genus;	Clostridium IV	genus	30	0	15	14	10	1	14	45	1	16	9	0	3	244	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	15	1	2	0	2	0	0	0	0	6	5	0	0	0	0	0	4	0	0	1	1	0	2	0	4	7	0
2629	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Flavonifractor;genus;	Flavonifractor	genus	1	4	0	0	0	14	4	2	9	1	2	6	0	1	0	2	2	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	4	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
3049	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Intestinimonas;genus;	Intestinimonas	genus	2	4	6	0	0	0	7	1	1	0	0	0	0	0	0	2	3	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	5	0	0	0	2	0	3	0	0	0	0	0	1	0	7	0	0
2639	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Oscillibacter;genus;	Oscillibacter	genus	3	20	17	12	9	469	16	32	64	4	28	18	7	5	9	55	31	6	6	0	196	25	50	7	0	3	160	0	0	0	35	26	4	80	5	24	16	5	58	1	12	0	0	28	21	69	0	0	26	75	0	34	0	166	11	2
2615	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Butyricicoccus;genus;	Butyricicoccus	genus	1	0	0	0	4	0	0	0	0	0	0	0	7	1	0	0	2	1	0	0	0	0	0	0	0	1	0	2	0	0	31	25	10	0	0	15	2	0	0	2	2	0	0	0	4	8	0	0	0	9	0	0	0	10	3	0
-2485	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;unclassified_Ruminococcaceae;;	unclassified_Ruminococcaceae		48	172	62	100	73	1121	59	63	101	21	110	61	43	23	69	75	180	24	279	32	597	346	316	64	0	10	311	0	0	170	220	294	163	322	114	162	91	42	267	114	347	0	0	243	221	303	0	287	201	419	0	144	11	432	143	128
4096	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Anaeromassilibacillus;genus;	Anaeromassilibacillus	genus	0	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
4516	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Dysosmobacter;genus;	Dysosmobacter	genus	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
3985	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Ruthenibacterium;genus;	Ruthenibacterium	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4262	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Negativibacillus;genus;	Negativibacillus	genus	0	0	0	0	0	1	0	1	17	0	0	0	0	2	0	0	0	0	0	0	8	0	1	0	0	0	0	14	0	0	0	0	0	5	0	3	0	0	0	0	1	0	0	2	0	5	0	0	0	0	0	0	2	0	0	0
4263	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Neglecta;genus;	Neglecta	genus	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4309	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Phocea;genus;	Phocea	genus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3989	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Agathobaculum;genus;	Agathobaculum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4257	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Monoglobus;genus;	Monoglobus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
4518	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Massiliimalia;genus;	Massiliimalia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2634	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Pseudoflavonifractor;genus;	Pseudoflavonifractor	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2494	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Sporobacter;genus;	Sporobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
3983	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Acutalibacter;genus;	Acutalibacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2488	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Ruminococcaceae;family;Anaerofilum;genus;	Anaerofilum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2479	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;	Peptostreptococcaceae	family	33	28	13	19	14	246	4	2	0	20	40	28	31	97	2	2	20	45	0	395	39	15	0	1	12	0	0	901	0	0	23	1	0	2	285	1	0	66	0	0	0	1086	873	43	316	53	308	0	6	0	0	3	0	23	198	0
3280	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Romboutsia;genus;	Romboutsia	genus	33	16	0	18	5	203	4	1	0	2	10	14	30	35	0	0	19	15	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	192	0	0	0	0	0	0	0	0	43	264	0	57	0	0	0	0	3	0	19	14	0
3413	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Intestinibacter;genus;	Intestinibacter	genus	0	7	6	1	2	27	0	0	0	4	17	8	1	31	2	2	1	12	0	0	37	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
3281	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Terrisporobacter;genus;	Terrisporobacter	genus	0	5	5	0	7	13	0	1	0	7	10	6	0	29	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	2	0	0	3	0	0	0	14	1	0	0	24	26	0	0	0	0	0	0	0	175	0
-2480	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;unclassified_Peptostreptococcaceae;;	unclassified_Peptostreptococcaceae		0	0	2	0	0	3	0	0	0	7	3	0	0	2	0	0	0	0	0	0	1	0	0	1	11	0	0	29	0	0	0	0	0	0	91	0	0	9	0	0	0	7	0	0	51	7	222	0	6	0	0	0	0	4	9	0
4510	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Peptacetobacter;genus;	Peptacetobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	1	0	0	0	0	0	0	871	0	0	0	0	0	0	0	1	0	54	0	0	0	1064	872	0	1	0	0	0	0	0	0	0	0	0	0	0
3959	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Paeniclostridium;genus;	Paeniclostridium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3960	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Paraclostridium;genus;	Paraclostridium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;	Clostridiaceae 1	family	6	20	0	0	0	32	3	4	0	20	19	6	6	46	3	0	0	13	1	6	168	0	14	0	65	593	3	417	1	0	159	26	0	0	20	61	20	31	0	0	0	70	69	40	129	234	164	0	2	17	475	3	1	0	10	6
2380	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Clostridium sensu stricto;genus;	Clostridium sensu stricto	genus	6	18	0	0	0	32	3	4	0	20	19	6	6	46	3	0	0	13	0	5	18	0	14	0	2	55	3	256	0	0	45	9	0	0	16	1	11	18	0	0	0	15	25	40	129	32	85	0	0	16	17	0	0	0	10	0
-2378	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;unclassified_Clostridiaceae 1;;	unclassified_Clostridiaceae 1		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	63	3	0	161	0	0	2	1	0	0	4	3	9	13	0	0	0	55	44	0	0	1	68	0	0	0	84	2	1	0	0	0
3956	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Sarcina;genus;	Sarcina	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	148	0	0	0	0	535	0	0	1	0	112	16	0	0	0	57	0	0	0	0	0	0	0	0	0	201	11	0	2	1	374	1	0	0	0	6
-2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;unclassified_Clostridiales;;	unclassified_Clostridiales		40	165	114	131	108	760	12	45	50	62	53	127	22	37	10	24	42	19	288	33	68	189	388	48	0	4	128	49	42	148	91	262	52	347	187	106	70	165	155	269	271	2	0	255	299	103	0	316	348	71	0	166	6	436	120	123
2433	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;	Clostridiales_Incertae Sedis XIII	family	0	3	0	0	0	5	12	4	3	0	2	1	0	0	0	4	2	0	48	30	18	4	43	1	0	0	48	0	0	2	3	6	4	24	4	5	4	10	16	37	19	0	0	7	8	5	0	4	0	19	0	4	0	18	12	15
-2434	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;unclassified_Clostridiales_Incertae Sedis XIII;;	unclassified_Clostridiales_Incertae Sedis XIII		0	3	0	0	0	5	12	4	0	0	2	1	0	0	0	0	2	0	40	27	18	0	30	0	0	0	48	0	0	2	3	6	4	19	1	5	2	10	8	26	1	0	0	2	7	5	0	4	0	19	0	2	0	11	12	12
4211	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;Ihubacter;genus;	Ihubacter	genus	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	3	0	4	4	1	0	0	0	0	0	0	0	0	0	3	3	0	2	0	5	0	18	0	0	3	1	0	0	0	0	0	0	0	0	7	0	0
4157	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;Bacilliculturomica;genus;	Bacilliculturomica	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2434	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;Anaerovorax;genus;	Anaerovorax	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	11	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
3264	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Catabacteriaceae;family;	Catabacteriaceae	family	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	7
3265	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Catabacteriaceae;family;Catabacter;genus;	Catabacter	genus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	7
2395	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;	Eubacteriaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0
-2396	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;unclassified_Eubacteriaceae;;	unclassified_Eubacteriaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2397	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;Eubacterium;genus;	Eubacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
2399	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;Anaerofustis;genus;	Anaerofustis	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3272	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptoniphilaceae;family;	Peptoniphilaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2423	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptoniphilaceae;family;Peptoniphilus;genus;	Peptoniphilus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3262	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Christensenellaceae;family;	Christensenellaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4112	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Christensenellaceae;family;Beduinibacterium;genus;	Beduinibacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2376	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;unclassified_Clostridia;;	unclassified_Clostridia		0	1	0	0	0	1	0	0	0	0	20	0	0	0	0	2	0	0	17	0	3	0	0	0	0	0	0	0	0	2	0	0	2	0	2	3	2	0	0	0	0	0	0	2	2	0	0	5	0	0	0	2	0	2	0	0
2260	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;	Bacilli	class	3	0	0	9	2	25	2	0	1	14	2	50	36	0	2	1	3	0	0	132	12	0	5	52	1961	918	4	15	17	0	23	0	0	1	0	18	31	1	6	40	0	295	5	2	0	4	86	1	3	36	1949	391	1871	0	14	497
2333	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;	Lactobacillales	order	3	0	0	9	2	25	2	0	1	14	2	50	36	0	2	1	3	0	0	132	12	0	5	16	1961	918	4	15	17	0	23	0	0	1	0	18	4	1	6	40	0	295	4	2	0	4	86	0	1	36	1947	5	1871	0	14	497
2371	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Streptococcaceae;family;	Streptococcaceae	family	3	0	0	9	1	25	2	0	1	14	0	0	36	0	2	1	3	0	0	73	11	0	4	0	1960	918	0	4	0	0	21	0	0	1	0	2	0	1	2	0	0	3	0	2	0	1	34	0	1	36	1940	5	1871	0	9	475
2372	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Streptococcaceae;family;Streptococcus;genus;	Streptococcus	genus	3	0	0	9	1	25	2	0	1	14	0	0	36	0	2	1	3	0	0	0	11	0	4	0	1960	918	0	1	0	0	21	0	0	1	0	2	0	1	2	0	0	2	0	2	0	1	6	0	1	36	1940	5	1871	0	9	475
2373	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Streptococcaceae;family;Lactococcus;genus;	Lactococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	0	0	0	0	0
2363	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;	Lactobacillaceae	family	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	59	1	0	1	0	0	0	4	10	17	0	2	0	0	0	0	16	2	0	4	40	0	282	1	0	0	1	12	0	0	0	7	0	0	0	5	20
2364	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;Lactobacillus;genus;	Lactobacillus	genus	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
4415	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;Ligilactobacillus;genus;	Ligilactobacillus	genus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
4412	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;Latilactobacillus;genus;	Latilactobacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	282	1	0	0	0	12	0	0	0	0	0	0	0	0	0
4416	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;Limosilactobacillus;genus;	Limosilactobacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
2368	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Lactobacillaceae;family;Weissella;genus;	Weissella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
2357	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Enterococcaceae;family;	Enterococcaceae	family	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	2	40	0	0	0	0	0	0	0	0	0
