taxid	lineage	name	rank	mgm4461266	mgm4461267	mgm4461268	mgm4461269	mgm4461270	mgm4461271	mgm4461272	mgm4461273	mgm4461274	mgm4461275	mgm4461276	mgm4461277	mgm4461278	mgm4461279	mgm4461280	mgm4461281	mgm4461282	mgm4461283	mgm4461302	mgm4461303	mgm4461304	mgm4461305	mgm4461306	mgm4461307	mgm4461308	mgm4461309	mgm4461310	mgm4461311	mgm4461312	mgm4461313	mgm4461314	mgm4461315	mgm4461316	mgm4461318	mgm4461319	mgm4461320	mgm4461321	mgm4461322	mgm4461323	mgm4461324	mgm4461325	mgm4461326	mgm4461327	mgm4461328	mgm4461329	mgm4461330	mgm4461331	mgm4461332	mgm4461333	mgm4461334	mgm4461335	mgm4461336	mgm4461337	mgm4461338	mgm4461339	mgm4461340
2362	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Enterococcaceae;family;Enterococcus;genus;	Enterococcus	genus	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	2	40	0	0	0	0	0	0	0	0	0
2342	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Carnobacteriaceae;family;	Carnobacteriaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2354	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Carnobacteriaceae;family;Carnobacterium;genus;	Carnobacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3253	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Carnobacteriaceae;family;Jeotgalibaca;genus;	Jeotgalibaca	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2334	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;unclassified_Lactobacillales;;	unclassified_Lactobacillales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2261	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;	Bacillales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	1	2	0	2	386	0	0	0	0
2308	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Planococcaceae;family;	Planococcaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	249	0	0	0	0
2583	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Planococcaceae;family;Psychrobacillus;genus;	Psychrobacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2314	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Planococcaceae;family;Ureibacillus;genus;	Ureibacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
-2309	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Planococcaceae;family;unclassified_Planococcaceae;;	unclassified_Planococcaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	209	0	0	0	0
2904	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Planococcaceae;family;Chryseomicrobium;genus;	Chryseomicrobium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
3908	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Planococcaceae;family;Metasolibacillus;genus;	Metasolibacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
2264	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;	Bacillaceae 1	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	1	0	2	15	0	0	0	0
3913	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;Peribacillus;genus;	Peribacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2265	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;unclassified_Bacillaceae 1;;	unclassified_Bacillaceae 1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2266	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;Geobacillus;genus;	Geobacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0
3915	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;Mesobacillus;genus;	Mesobacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
-2262	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;unclassified_Bacillales;;	unclassified_Bacillales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
2297	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Paenibacillaceae 1;family;	Paenibacillaceae 1	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
2298	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Paenibacillaceae 1;family;Paenibacillus;genus;	Paenibacillus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
-2298	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Paenibacillaceae 1;family;unclassified_Paenibacillaceae 1;;	unclassified_Paenibacillaceae 1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
-2261	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;unclassified_Bacilli;;	unclassified_Bacilli		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2722	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;	Negativicutes	class	11	12	9	7	7	54	13	1	31	10	22	4	18	7	3	6	29	13	21	3	22	16	13	0	0	8	4	0	387	8	82	107	16	8	7	48	7	2	8	0	19	48	23	9	8	72	0	0	0	86	0	7	45	12	6	7
2723	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;	Selenomonadales	order	9	0	0	0	0	0	0	0	30	0	8	0	9	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	90	0	0	5	0	0	0	0	2	0	0	0	0	39	16	0	0	18	0	0	0	2	0	0	45	0	0	0
3993	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;	Selenomonadaceae	family	9	0	0	0	0	0	0	0	30	0	8	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	90	0	0	5	0	0	0	0	2	0	0	0	0	39	16	0	0	18	0	0	0	2	0	0	45	0	0	0
2660	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;Megamonas;genus;	Megamonas	genus	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	39	16	0	0	0	0	0	0	0	0	0	45	0	0	0
2521	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;Schwartzia;genus;	Schwartzia	genus	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2661	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;Mitsuokella;genus;	Mitsuokella	genus	0	0	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
2520	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;Anaerovibrio;genus;	Anaerovibrio	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
-3994	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Selenomonadaceae;family;unclassified_Selenomonadaceae;;	unclassified_Selenomonadaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2724	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;unclassified_Selenomonadales;;	unclassified_Selenomonadales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3998	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;	Veillonellales	order	2	0	0	0	1	0	12	0	0	1	0	0	2	0	0	0	26	0	0	0	22	15	0	0	0	0	0	0	254	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	17	0	0	0	54	0	0	0	0	0	0
2503	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;	Veillonellaceae	family	2	0	0	0	1	0	12	0	0	1	0	0	2	0	0	0	26	0	0	0	22	15	0	0	0	0	0	0	254	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	17	0	0	0	54	0	0	0	0	0	0
2529	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Veillonella;genus;	Veillonella	genus	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2528	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Dialister;genus;	Dialister	genus	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
2526	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Megasphaera;genus;	Megasphaera	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
-2504	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;unclassified_Veillonellaceae;;	unclassified_Veillonellaceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	8	0	0	0	54	0	0	0	0	0	0
3999	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;	Acidaminococcales	order	0	12	9	7	6	54	1	1	1	9	14	4	7	7	3	6	3	13	6	0	0	0	11	0	0	8	2	0	43	8	82	102	16	7	6	18	4	2	8	0	17	9	7	8	4	37	0	0	0	30	0	7	0	6	6	5
2724	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;	Acidaminococcaceae	family	0	12	9	7	6	54	1	1	1	9	14	4	7	7	3	6	3	13	6	0	0	0	11	0	0	8	2	0	43	8	82	102	16	7	6	18	4	2	8	0	17	9	7	8	4	37	0	0	0	30	0	7	0	6	6	5
2513	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;Phascolarctobacterium;genus;	Phascolarctobacterium	genus	0	12	9	7	6	54	1	1	1	9	14	4	5	7	3	6	1	13	6	0	0	0	0	0	0	8	0	0	0	0	82	102	16	0	0	18	2	2	5	0	8	9	7	1	0	25	0	0	0	30	0	0	0	0	4	0
-2725	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;unclassified_Acidaminococcaceae;;	unclassified_Acidaminococcaceae		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	7	6	0	2	0	0	0	9	0	0	7	4	0	0	0	0	0	0	7	0	6	2	5
2514	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;Acidaminococcus;genus;	Acidaminococcus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
2512	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Acidaminococcales;order;Acidaminococcaceae;family;Succiniclasticum;genus;	Succiniclasticum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2723	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;unclassified_Negativicutes;;	unclassified_Negativicutes		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	10	1	0	0	0	2	0	0	1	4	0	0	0	0	0	0	0	0	6	0	2
-2260	Root;rootrank;Bacteria;domain;Firmicutes;phylum;unclassified_Firmicutes;;	unclassified_Firmicutes		3	0	0	8	0	59	0	5	2	0	9	0	7	2	0	0	15	0	18	25	42	122	142	11	0	12	17	11	10	70	41	90	4	78	28	107	4	39	33	23	145	0	0	88	54	48	0	78	110	17	0	49	18	135	18	20
422	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;	Bacteroidetes	phylum	269	494	226	618	272	2437	644	413	743	319	354	180	587	190	850	444	223	413	1059	133	956	70	545	48	0	162	777	102	1001	519	181	282	155	827	268	532	547	64	536	453	777	31	997	637	622	112	2	353	594	707	0	552	105	884	684	653
423	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;	Bacteroidia	class	269	490	224	616	272	2283	643	410	743	319	302	180	587	190	849	444	220	413	233	133	87	25	206	21	0	162	436	101	1001	244	84	63	113	281	108	72	116	40	410	356	411	31	997	440	317	40	0	353	457	382	0	244	103	320	488	125
424	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;	Bacteroidales	order	269	490	224	616	272	2283	643	410	743	319	302	180	587	190	849	444	220	413	233	133	87	25	206	21	0	162	436	101	1001	244	84	63	113	281	108	72	116	40	410	356	411	31	997	440	317	40	0	353	457	382	0	244	103	320	488	125
453	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Rikenellaceae;family;	Rikenellaceae	family	33	58	33	23	13	391	37	53	74	3	11	39	7	9	4	44	1	9	4	4	0	0	81	6	0	0	0	0	0	0	0	0	0	47	19	0	0	1	33	6	12	0	0	67	64	0	0	13	0	0	0	48	0	80	0	2
454	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Rikenellaceae;family;Alistipes;genus;	Alistipes	genus	33	58	33	23	13	391	37	53	74	3	11	39	7	9	4	44	1	9	4	4	0	0	81	6	0	0	0	0	0	0	0	0	0	47	19	0	0	1	33	6	12	0	0	67	64	0	0	13	0	0	0	46	0	80	0	2
455	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Rikenellaceae;family;Rikenella;genus;	Rikenella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
425	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;	Bacteroidaceae	family	212	373	123	228	154	1241	579	324	593	304	152	119	55	146	821	397	37	79	3	121	1	0	15	2	0	0	11	101	0	15	0	1	4	18	1	0	5	35	60	28	52	31	997	12	2	0	0	330	173	0	0	41	52	10	1	0
457	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;Phocaeicola;genus;	Phocaeicola	genus	190	207	44	133	66	498	249	32	323	216	101	67	45	86	625	66	27	72	0	104	0	0	7	0	0	0	0	87	0	0	0	0	3	0	0	0	0	33	6	6	2	25	922	4	0	0	0	8	82	0	0	2	17	0	1	0
430	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;Bacteroides;genus;	Bacteroides	genus	20	166	79	95	88	736	329	281	270	88	51	52	7	60	196	329	10	7	0	7	1	0	1	0	0	0	0	14	0	0	0	0	1	0	0	0	0	2	42	22	1	6	75	0	0	0	0	2	57	0	0	0	10	0	0	0
-426	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;unclassified_Bacteroidaceae;;	unclassified_Bacteroidaceae		2	0	0	0	0	7	1	11	0	0	0	0	3	0	0	2	0	0	3	10	0	0	7	2	0	0	0	0	0	11	0	1	0	18	1	0	5	0	12	0	49	0	0	8	2	0	0	320	34	0	0	39	25	10	0	0
4247	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Bacteroidaceae;family;Mediterranea;genus;	Mediterranea	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;	Prevotellaceae	family	20	30	0	0	16	2	1	0	0	3	120	8	517	4	0	1	167	321	103	6	10	17	11	0	0	151	304	0	999	133	74	33	16	0	15	51	8	4	184	178	53	0	0	44	25	11	0	0	231	364	0	0	26	22	384	37
450	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Paraprevotella;genus;	Paraprevotella	genus	20	28	0	0	0	0	0	0	0	0	0	2	3	3	0	1	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Prevotella;genus;	Prevotella	genus	0	2	0	0	16	0	1	0	0	2	120	6	514	0	0	0	142	314	0	1	0	0	0	0	0	48	5	0	37	0	16	18	5	0	0	8	0	1	3	0	3	0	0	0	0	5	0	0	2	208	0	0	9	0	6	0
-449	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;unclassified_Prevotellaceae;;	unclassified_Prevotellaceae		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	0	103	5	10	17	0	0	0	92	299	0	962	130	56	15	11	0	15	40	8	0	181	178	48	0	0	44	8	6	0	0	229	115	0	0	17	5	376	37
4317	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Prevotellamassilia;genus;	Prevotellamassilia	genus	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	3	0	3	0	0	2	0	0	0	0	0	0	0	0	33	0	0	0	0	2	0
4246	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Prevotellaceae;family;Massiliprevotella;genus;	Massiliprevotella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	8	0	0	0	17	0	0
436	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;	Porphyromonadaceae	family	4	21	64	4	2	92	15	16	38	8	10	0	4	16	10	1	2	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	8	0
443	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;Parabacteroides;genus;	Parabacteroides	genus	4	21	64	4	2	84	15	16	38	8	10	0	4	16	10	1	2	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0
-437	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Porphyromonadaceae;family;unclassified_Porphyromonadaceae;;	unclassified_Porphyromonadaceae		0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
3700	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Odoribacteraceae;family;	Odoribacteraceae	family	0	7	4	1	2	39	7	2	11	0	4	3	0	1	9	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0
440	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Odoribacteraceae;family;Odoribacter;genus;	Odoribacter	genus	0	7	4	1	2	39	7	0	6	0	2	0	0	1	9	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
438	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Odoribacteraceae;family;Butyricimonas;genus;	Butyricimonas	genus	0	0	0	0	0	0	0	2	5	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
3698	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Barnesiellaceae;family;	Barnesiellaceae	family	0	1	0	7	0	496	4	15	21	1	5	11	1	12	5	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
437	Root;rootrank;Bacteria;domain;Bacteroidetes;phylum;Bacteroidia;class;Bacteroidales;order;Barnesiellaceae;family;Barnesiella;genus;	Barnesiella	genus	0	1	0	7	0	496	3	11	21	1	5	11	0	12	5	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
