study,envirotype,lineage,sample,Run,groupby,group,Eh,Eh7,ZC
GSBT20_Postfilter,River & Seawater,Bacteria,BUS16post,SRR9050305,Region,Asia,36.9,67.3,-0.17578
GSBT20_Postfilter,River & Seawater,Bacteria,BUS17post,SRR9050303,Region,Asia,29.6,69,-0.177428
GSBT20_Postfilter,River & Seawater,Bacteria,HK10post,SRR9049843,Region,Asia,2.7,60.1,-0.15687
GSBT20_Postfilter,River & Seawater,Bacteria,HK12post,SRR9049985,Region,Asia,7,61.3,-0.160468
GSBT20_Postfilter,River & Seawater,Bacteria,HK14post,SRR9049989,Region,Asia,5.5,57.3,-0.157397
GSBT20_Postfilter,River & Seawater,Bacteria,HK15post,SRR9049991,Region,Asia,8.5,54.9,-0.159651
GSBT20_Postfilter,River & Seawater,Bacteria,HK16post,SRR9049993,Region,Asia,2.3,56.5,-0.15408
GSBT20_Postfilter,River & Seawater,Bacteria,HK17post,SRR9050080,Region,Asia,0.2,59.4,-0.156031
GSBT20_Postfilter,River & Seawater,Bacteria,KEW11post,SRR9053821,Region,Great Lakes,58.4,87.2,-0.145796
GSBT20_Postfilter,River & Seawater,Bacteria,KEW14post,SRR9053823,Region,Great Lakes,73.8,111.2,-0.149302
GSBT20_Postfilter,River & Seawater,Bacteria,KEW15post,SRR9053827,Region,Great Lakes,75.3,110.3,-0.150465
GSBT20_Postfilter,River & Seawater,Bacteria,KEW16post,SRR9053047,Region,Great Lakes,77.3,111.1,-0.150507
GSBT20_Postfilter,River & Seawater,Bacteria,KEW17post,SRR9053045,Region,Great Lakes,77.6,109.3,-0.149142
GSBT20_Postfilter,River & Seawater,Bacteria,KEW18post,SRR9053051,Region,Great Lakes,81.5,113.6,-0.14837
GSBT20_Postfilter,River & Seawater,Bacteria,LA12post,SRR9053565,Region,West Coast U.S.,44.7,115.3,-0.162308
GSBT20_Postfilter,River & Seawater,Bacteria,LA14post,SRR9053865,Region,West Coast U.S.,41.2,110.4,-0.163256
GSBT20_Postfilter,River & Seawater,Bacteria,LA15post,SRR9053863,Region,West Coast U.S.,44,115.1,-0.163972
GSBT20_Postfilter,River & Seawater,Bacteria,LA16post,SRR9053861,Region,West Coast U.S.,44.3,114.2,-0.165407
GSBT20_Postfilter,River & Seawater,Bacteria,LA17post,SRR9053871,Region,West Coast U.S.,45.2,114.4,-0.163565
GSBT20_Postfilter,River & Seawater,Bacteria,LA1post,SRR9053511,Region,West Coast U.S.,68,120.6,-0.169544
GSBT20_Postfilter,River & Seawater,Bacteria,OAK10post,SRR9053240,Region,West Coast U.S.,77.1,110.4,-0.168536
GSBT20_Postfilter,River & Seawater,Bacteria,OAK11post,SRR9053242,Region,West Coast U.S.,100.7,100.7,-0.169967
GSBT20_Postfilter,River & Seawater,Bacteria,OAK16post,SRR9053266,Region,West Coast U.S.,63.1,107.6,-0.181398
GSBT20_Postfilter,River & Seawater,Bacteria,OAK17post,SRR9053268,Region,West Coast U.S.,65,111.3,-0.17677
GSBT20_Postfilter,River & Seawater,Bacteria,OAK18post,SRR9053264,Region,West Coast U.S.,65.4,113.3,-0.175889
GSBT20_Postfilter,River & Seawater,Bacteria,OAK19post,SRR9053646,Region,West Coast U.S.,64.5,111.4,-0.178204
GSBT20_Postfilter,River & Seawater,Bacteria,SEA11post,SRR9053149,Region,West Coast U.S.,71.3,120.1,-0.16568
GSBT20_Postfilter,River & Seawater,Bacteria,SEA12post,SRR9053151,Region,West Coast U.S.,74,122.3,-0.16396
GSBT20_Postfilter,River & Seawater,Bacteria,SEA13post,SRR9053262,Region,West Coast U.S.,73.7,122.6,-0.165862
GSBT20_Postfilter,River & Seawater,Bacteria,SEA14post,SRR9053622,Region,West Coast U.S.,73.7,124.9,-0.165121
GSBT20_Postfilter,River & Seawater,Bacteria,SEA15post,SRR9053624,Region,West Coast U.S.,74.6,125.8,-0.164886
GSBT20_Postfilter,River & Seawater,Bacteria,SEA16post,SRR9053626,Region,West Coast U.S.,74.7,127.7,-0.165099
GSBT20_Postfilter,River & Seawater,Bacteria,SING10post,SRR9049881,Region,Asia,21.7,70.3,-0.162024
GSBT20_Postfilter,River & Seawater,Bacteria,SING12post,SRR9049874,Region,Asia,22.5,75.9,-0.163311
GSBT20_Postfilter,River & Seawater,Bacteria,SING13post,SRR9050242,Region,Asia,17.4,70.9,-0.14766
GSBT20_Postfilter,River & Seawater,Bacteria,SING15post,SRR9050238,Region,Asia,45.5,103.2,-0.149986
GSBT20_Postfilter,River & Seawater,Bacteria,SING16post,SRR9050240,Region,Asia,23.4,81.7,-0.145288
GSBT20_Postfilter,River & Seawater,Bacteria,SING17post,SRR9050236,Region,Asia,19,79.1,-0.14836
GSBT20_Postfilter,River & Seawater,Bacteria,BALT10post,SRR9053386,Region,East Coast U.S.,95,185.1,-0.149479
GSBT20_Postfilter,River & Seawater,Bacteria,BALT11post,SRR9053392,Region,East Coast U.S.,95.8,188.8,-0.146481
GSBT20_Postfilter,River & Seawater,Bacteria,BALT12post,SRR9053390,Region,East Coast U.S.,94.7,190.2,-0.144865
GSBT20_Postfilter,River & Seawater,Bacteria,BALT13post,SRR9053396,Region,East Coast U.S.,93.1,194.1,-0.14592
GSBT20_Postfilter,River & Seawater,Bacteria,BALT14post,SRR9053598,Region,East Coast U.S.,95.8,201.4,-0.149351
GSBT20_Postfilter,River & Seawater,Bacteria,BALT15post,SRR9053217,Region,East Coast U.S.,93.6,201.1,-0.148923
GSBT20_Postfilter,River & Seawater,Bacteria,CHA12post,SRR9053223,Region,East Coast U.S.,69.7,101.2,-0.166149
GSBT20_Postfilter,River & Seawater,Bacteria,CHA14post,SRR9053065,Region,East Coast U.S.,73.8,114.2,-0.143778
GSBT20_Postfilter,River & Seawater,Bacteria,CHA15post,SRR9053067,Region,East Coast U.S.,75.6,116.6,-0.144784
GSBT20_Postfilter,River & Seawater,Bacteria,CHA17post,SRR9053071,Region,East Coast U.S.,76.7,119.5,-0.143752
GSBT20_Postfilter,River & Seawater,Bacteria,CHA18post,SRR9053073,Region,East Coast U.S.,74.7,118.7,-0.145138
GSBT20_Postfilter,River & Seawater,Bacteria,CHA19post,SRR9053371,Region,East Coast U.S.,75.3,120.5,-0.146857
GSBT20_Postfilter,River & Seawater,Bacteria,EUM10post,SRR9050273,Region,Europe,185.1,243.4,-0.168196
GSBT20_Postfilter,River & Seawater,Bacteria,EUM11post,SRR9050271,Region,Europe,166.1,224,-0.17665
GSBT20_Postfilter,River & Seawater,Bacteria,EUM12post,SRR9050277,Region,Europe,151.2,210.2,-0.179259
GSBT20_Postfilter,River & Seawater,Bacteria,EUM13post,SRR9050275,Region,Europe,141.3,200.9,-0.174267
GSBT20_Postfilter,River & Seawater,Bacteria,EUM14post,SRR9050269,Region,Europe,127.1,188.4,-0.17134
GSBT20_Postfilter,River & Seawater,Bacteria,EUM15post,SRR9049927,Region,Europe,117.4,178.6,-0.171166
GSBT20_Postfilter,River & Seawater,Bacteria,EUV10post,SRR9049924,Region,Europe,100.1,169.2,-0.166752
GSBT20_Postfilter,River & Seawater,Bacteria,EUV11post,SRR9049918,Region,Europe,94,162.6,-0.170175
GSBT20_Postfilter,River & Seawater,Bacteria,EUV13post,SRR9049920,Region,Europe,94,162.6,-0.174394
GSBT20_Postfilter,River & Seawater,Bacteria,EUV15post,SRR9049914,Region,Europe,76.7,145.8,-0.173463
GSBT20_Postfilter,River & Seawater,Bacteria,EUV16post,SRR9050069,Region,Europe,77.3,145.8,-0.173782
GSBT20_Postfilter,River & Seawater,Bacteria,EUV18post,SRR9050067,Region,Europe,77.2,145.9,-0.173998
GSBT20_Postfilter,River & Seawater,Bacteria,GAL10post,SRR9053289,Region,East Coast U.S.,140.6,214.5,-0.161935
GSBT20_Postfilter,River & Seawater,Bacteria,GAL12post,SRR9053402,Region,East Coast U.S.,129.5,205.8,-0.161256
GSBT20_Postfilter,River & Seawater,Bacteria,GAL13post,SRR9053404,Region,East Coast U.S.,124.4,199.5,-0.157151
GSBT20_Postfilter,River & Seawater,Bacteria,GAL14post,SRR9053618,Region,East Coast U.S.,129.5,206.5,-0.161523
GSBT20_Postfilter,River & Seawater,Bacteria,GAL15post,SRR9053650,Region,East Coast U.S.,112.3,190.4,-0.146971
GSBT20_Postfilter,River & Seawater,Bacteria,GAL16post,SRR9053566,Region,East Coast U.S.,109.6,185.9,-0.163996
GSBT20_Postfilter,River & Seawater,Bacteria,NY10post,SRR9053655,Region,East Coast U.S.,137.8,183.8,-0.168388
GSBT20_Postfilter,River & Seawater,Bacteria,NY12post,SRR9053659,Region,East Coast U.S.,140.3,184.6,-0.171361
GSBT20_Postfilter,River & Seawater,Bacteria,NY13post,SRR9053661,Region,East Coast U.S.,143.5,187.8,-0.169194
GSBT20_Postfilter,River & Seawater,Bacteria,NY16post,SRR9053177,Region,East Coast U.S.,141.3,182.6,-0.169901
GSBT20_Postfilter,River & Seawater,Bacteria,NY17post,SRR9053181,Region,East Coast U.S.,144.3,189.1,-0.163449
GSBT20_Postfilter,River & Seawater,Bacteria,NY18post,SRR9053179,Region,East Coast U.S.,150,193.1,-0.167476
GSBT20_Postfilter,River & Seawater,Bacteria,EUN10post,SRR9050004,Region,Europe,64,129.5,-0.167525
GSBT20_Postfilter,River & Seawater,Bacteria,EUN11post,SRR9049905,Region,Europe,61.5,127.5,-0.170861
GSBT20_Postfilter,River & Seawater,Bacteria,EUN12post,SRR9049907,Region,Europe,63.7,129.7,-0.169359
GSBT20_Postfilter,River & Seawater,Bacteria,EUN13post,SRR9049901,Region,Europe,60.6,126.6,-0.171084
GSBT20_Postfilter,River & Seawater,Bacteria,EUN14post,SRR9050017,Region,Europe,62.7,128.7,-0.159041
GSBT20_Postfilter,River & Seawater,Bacteria,EUN15post,SRR9050015,Region,Europe,62.9,128.9,-0.158351
GSBT20_Postfilter,River & Seawater,Bacteria,EUR10post,SRR9050110,Region,Europe,124.5,200.5,-0.148132
GSBT20_Postfilter,River & Seawater,Bacteria,EUR11post,SRR9049815,Region,Europe,100.9,206.4,-0.145014
GSBT20_Postfilter,River & Seawater,Bacteria,EUR12post,SRR9049979,Region,Europe,98.6,192.2,-0.147529
GSBT20_Postfilter,River & Seawater,Bacteria,EUR13post,SRR9049983,Region,Europe,130.2,213,-0.151251
GSBT20_Postfilter,River & Seawater,Bacteria,EUR15post,SRR9049981,Region,Europe,103.2,136.6,-0.157831
GSBT20_Postfilter,River & Seawater,Bacteria,EUR16post,SRR9049971,Region,Europe,111.2,158.2,-0.159517
GSBT20_Postfilter,River & Seawater,Bacteria,EUW10post,SRR9050147,Region,Europe,150.5,199.9,-0.173934
GSBT20_Postfilter,River & Seawater,Bacteria,EUW11post,SRR9050149,Region,Europe,150.3,200.2,-0.185269
GSBT20_Postfilter,River & Seawater,Bacteria,EUW12post,SRR9050151,Region,Europe,80.6,172.6,-0.183314
GSBT20_Postfilter,River & Seawater,Bacteria,EUW13post,SRR9050153,Region,Europe,110.2,165.7,-0.180875
GSBT20_Postfilter,River & Seawater,Bacteria,EUW14post,SRR9050286,Region,Europe,96.4,151.4,-0.180258
GSBT20_Postfilter,River & Seawater,Bacteria,EUW15post,SRR9050285,Region,Europe,107.2,159.9,-0.18761
GSBT20_Postfilter,River & Seawater,Bacteria,NEW10post,SRR9053755,Region,East Coast U.S.,122.3,152.9,-0.146529
GSBT20_Postfilter,River & Seawater,Bacteria,NEW11post,SRR9053168,Region,East Coast U.S.,124.3,154.9,-0.145208
GSBT20_Postfilter,River & Seawater,Bacteria,NEW12post,SRR9053174,Region,East Coast U.S.,128.8,160.6,-0.147412
GSBT20_Postfilter,River & Seawater,Bacteria,NEW13post,SRR9053172,Region,East Coast U.S.,138.8,173,-0.145266
GSBT20_Postfilter,River & Seawater,Bacteria,NEW14post,SRR9053778,Region,East Coast U.S.,154.4,188.6,-0.149598
GSBT20_Postfilter,River & Seawater,Bacteria,NEW15post,SRR9053786,Region,East Coast U.S.,134.3,167.3,-0.149075
GSBT20_Postfilter,River & Seawater,Bacteria,NOF10post,SRR9053885,Region,East Coast U.S.,236.6,293.9,-0.153152
GSBT20_Postfilter,River & Seawater,Bacteria,NOF11post,SRR9053887,Region,East Coast U.S.,225.7,283,-0.156787
GSBT20_Postfilter,River & Seawater,Bacteria,NOF12post,SRR9053616,Region,East Coast U.S.,216.5,270.3,-0.158437
GSBT20_Postfilter,River & Seawater,Bacteria,NOF13post,SRR9053319,Region,East Coast U.S.,244.7,299.3,-0.162063
GSBT20_Postfilter,River & Seawater,Bacteria,NOF14post,SRR9053322,Region,East Coast U.S.,234.8,290.5,-0.162257
GSBT20_Postfilter,River & Seawater,Bacteria,NOF15post,SRR9053043,Region,East Coast U.S.,279.9,330.8,-0.161464
GSBT20_Postfilter,River & Seawater,Archaea,HK12post,SRR9049985,Region,Asia,7,61.3,-0.187708
GSBT20_Postfilter,River & Seawater,Archaea,HK17post,SRR9050080,Region,Asia,0.2,59.4,-0.187417
GSBT20_Postfilter,River & Seawater,Archaea,LA12post,SRR9053565,Region,West Coast U.S.,44.7,115.3,-0.124377
GSBT20_Postfilter,River & Seawater,Archaea,OAK10post,SRR9053240,Region,West Coast U.S.,77.1,110.4,-0.125231
GSBT20_Postfilter,River & Seawater,Archaea,OAK11post,SRR9053242,Region,West Coast U.S.,100.7,100.7,-0.12482
GSBT20_Postfilter,River & Seawater,Archaea,OAK16post,SRR9053266,Region,West Coast U.S.,63.1,107.6,-0.125409
GSBT20_Postfilter,River & Seawater,Archaea,OAK17post,SRR9053268,Region,West Coast U.S.,65,111.3,-0.124752
GSBT20_Postfilter,River & Seawater,Archaea,OAK18post,SRR9053264,Region,West Coast U.S.,65.4,113.3,-0.125057
GSBT20_Postfilter,River & Seawater,Archaea,OAK19post,SRR9053646,Region,West Coast U.S.,64.5,111.4,-0.124805
GSBT20_Postfilter,River & Seawater,Archaea,SEA11post,SRR9053149,Region,West Coast U.S.,71.3,120.1,-0.132743
GSBT20_Postfilter,River & Seawater,Archaea,SEA12post,SRR9053151,Region,West Coast U.S.,74,122.3,-0.128535
GSBT20_Postfilter,River & Seawater,Archaea,SEA13post,SRR9053262,Region,West Coast U.S.,73.7,122.6,-0.131456
GSBT20_Postfilter,River & Seawater,Archaea,SEA14post,SRR9053622,Region,West Coast U.S.,73.7,124.9,-0.134629
GSBT20_Postfilter,River & Seawater,Archaea,SEA15post,SRR9053624,Region,West Coast U.S.,74.6,125.8,-0.141354
GSBT20_Postfilter,River & Seawater,Archaea,SEA16post,SRR9053626,Region,West Coast U.S.,74.7,127.7,-0.131931
GSBT20_Postfilter,River & Seawater,Archaea,SING10post,SRR9049881,Region,Asia,21.7,70.3,-0.185419
GSBT20_Postfilter,River & Seawater,Archaea,SING12post,SRR9049874,Region,Asia,22.5,75.9,-0.165688
GSBT20_Postfilter,River & Seawater,Archaea,SING13post,SRR9050242,Region,Asia,17.4,70.9,-0.145594
GSBT20_Postfilter,River & Seawater,Archaea,SING16post,SRR9050240,Region,Asia,23.4,81.7,-0.148341
GSBT20_Postfilter,River & Seawater,Archaea,SING17post,SRR9050236,Region,Asia,19,79.1,-0.150622
GSBT20_Postfilter,River & Seawater,Archaea,CHA12post,SRR9053223,Region,East Coast U.S.,69.7,101.2,-0.125012
GSBT20_Postfilter,River & Seawater,Archaea,CHA19post,SRR9053371,Region,East Coast U.S.,75.3,120.5,-0.124377
GSBT20_Postfilter,River & Seawater,Archaea,GAL12post,SRR9053402,Region,East Coast U.S.,129.5,205.8,-0.17519
GSBT20_Postfilter,River & Seawater,Archaea,GAL14post,SRR9053618,Region,East Coast U.S.,129.5,206.5,-0.16063
GSBT20_Postfilter,River & Seawater,Archaea,GAL15post,SRR9053650,Region,East Coast U.S.,112.3,190.4,-0.180794
GSBT20_Postfilter,River & Seawater,Archaea,GAL16post,SRR9053566,Region,East Coast U.S.,109.6,185.9,-0.189543
GSBT20_Postfilter,River & Seawater,Archaea,EUW11post,SRR9050149,Region,Europe,150.3,200.2,-0.126286
GSBT20_Postfilter,River & Seawater,Archaea,EUW12post,SRR9050151,Region,Europe,80.6,172.6,-0.125634
WHL+21,River & Seawater,Bacteria,Spring_URL_T1,SRR10417964,Season,Spring,109.17,128.9,-0.145044
WHL+21,River & Seawater,Bacteria,Spring_URM_T1,SRR10417885,Season,Spring,105.17,119,-0.155969
WHL+21,River & Seawater,Bacteria,Spring_URR_T1,SRR10417852,Season,Spring,90.03,103.9,-0.146864
WHL+21,River & Seawater,Bacteria,Spring_RAL_T1,SRR10417819,Season,Spring,97.9,111.2,-0.161698
WHL+21,River & Seawater,Bacteria,Spring_RAM_T1,SRR10417940,Season,Spring,101.9,122.8,-0.150421
WHL+21,River & Seawater,Bacteria,Spring_RAR_T1,SRR10417907,Season,Spring,101.93,123.4,-0.147787
WHL+21,River & Seawater,Bacteria,Spring_IAL_T1,SRR10417898,Season,Spring,3.97,15.6,-0.147272
WHL+21,River & Seawater,Bacteria,Spring_IAM_T1,SRR10417894,Season,Spring,-58.97,-45,-0.154222
WHL+21,River & Seawater,Bacteria,Spring_IAR_T1,SRR10417891,Season,Spring,-54.33,-37.4,-0.156086
WHL+21,River & Seawater,Bacteria,Spring_SO_T1,SRR10417878,Season,Spring,-3.33,14.6,-0.148412
WHL+21,River & Seawater,Bacteria,Spring_DRL_T1,SRR10417888,Season,Spring,70.3,96,-0.151633
WHL+21,River & Seawater,Bacteria,Spring_DRM_T1,SRR10417884,Season,Spring,83.7,89,-0.155251
WHL+21,River & Seawater,Bacteria,Spring_DRR_T1,SRR10417881,Season,Spring,89.27,98,-0.157293
WHL+21,River & Seawater,Bacteria,Summer_URL_T1,SRR10417875,Season,Summer,98.47,127.8,-0.150778
WHL+21,River & Seawater,Bacteria,Summer_URM_T1,SRR10417871,Season,Summer,113.4,142.8,-0.149472
WHL+21,River & Seawater,Bacteria,Summer_URR_T1,SRR10417868,Season,Summer,68.23,86.9,-0.152194
WHL+21,River & Seawater,Bacteria,Summer_RAL_T1,SRR10417865,Season,Summer,114.93,151.5,-0.150258
WHL+21,River & Seawater,Bacteria,Summer_RAM_T1,SRR10417861,Season,Summer,99.77,136.3,-0.151495
WHL+21,River & Seawater,Bacteria,Summer_RAR_T1,SRR10417858,Season,Summer,95.87,146.9,-0.152158
WHL+21,River & Seawater,Bacteria,Summer_IAL_T1,SRR10417855,Season,Summer,68.1,156.9,-0.156159
WHL+21,River & Seawater,Bacteria,Summer_IAM_T1,SRR10417851,Season,Summer,75.5,161.7,-0.153862
WHL+21,River & Seawater,Bacteria,Summer_IAR_T1,SRR10417848,Season,Summer,71.27,152,-0.151879
WHL+21,River & Seawater,Bacteria,Summer_SO_T1,SRR10417835,Season,Summer,-91.03,-106.6,-0.156322
WHL+21,River & Seawater,Bacteria,Summer_DRL_T1,SRR10417845,Season,Summer,75.67,102.3,-0.150882
WHL+21,River & Seawater,Bacteria,Summer_DRM_T1,SRR10417842,Season,Summer,89.4,132.3,-0.151641
WHL+21,River & Seawater,Bacteria,Summer_DRR_T1,SRR10417838,Season,Summer,83.8,114,-0.153921
WHL+21,River & Seawater,Bacteria,Autumn_URL_T1,SRR10417832,Season,Autumn,95.2,134.2,-0.165132
WHL+21,River & Seawater,Bacteria,Autumn_URM_T1,SRR10417828,Season,Autumn,87.1,122,-0.158857
WHL+21,River & Seawater,Bacteria,Autumn_URR_T1,SRR10417825,Season,Autumn,91.43,126.9,-0.157157
WHL+21,River & Seawater,Bacteria,Autumn_RAL_T1,SRR10417822,Season,Autumn,15.7,44.7,-0.162929
WHL+21,River & Seawater,Bacteria,Autumn_RAM_T1,SRR10417818,Season,Autumn,103.57,122.2,-0.158351
WHL+21,River & Seawater,Bacteria,Autumn_RAR_T1,SRR10417815,Season,Autumn,136.6,152.9,-0.162925
WHL+21,River & Seawater,Bacteria,Autumn_IAL_T1,SRR10417812,Season,Autumn,65.87,154.2,-0.143812
WHL+21,River & Seawater,Bacteria,Autumn_IAM_T1,SRR10417809,Season,Autumn,49,147.3,-0.146309
WHL+21,River & Seawater,Bacteria,Autumn_IAR_T1,SRR10417959,Season,Autumn,67.03,168.2,-0.148905
WHL+21,River & Seawater,Bacteria,Autumn_SO_T1,SRR10417946,Season,Autumn,-65.07,-37,-0.158237
WHL+21,River & Seawater,Bacteria,Autumn_DRL_T1,SRR10417956,Season,Autumn,91.43,124,-0.148004
WHL+21,River & Seawater,Bacteria,Autumn_DRM_T1,SRR10417953,Season,Autumn,96.33,132.4,-0.152552
WHL+21,River & Seawater,Bacteria,Autumn_DRR_T1,SRR10417949,Season,Autumn,92.83,135.8,-0.152773
WHL+21,River & Seawater,Bacteria,Winter_URL_T1,SRR10417943,Season,Winter,135.23,166.9,-0.160061
WHL+21,River & Seawater,Bacteria,Winter_URM_T1,SRR10417939,Season,Winter,158.9,190.6,-0.162315
WHL+21,River & Seawater,Bacteria,Winter_URR_T1,SRR10417936,Season,Winter,167.07,192.6,-0.16512
WHL+21,River & Seawater,Bacteria,Winter_RAL_T1,SRR10417933,Season,Winter,121.4,153.4,-0.160674
WHL+21,River & Seawater,Bacteria,Winter_RAM_T1,SRR10417930,Season,Winter,127.77,150.2,-0.160408
WHL+21,River & Seawater,Bacteria,Winter_RAR_T1,SRR10417926,Season,Winter,147.33,179.3,-0.163934
WHL+21,River & Seawater,Bacteria,Winter_IAL_T1,SRR10417923,Season,Winter,49.37,72.3,-0.166245
WHL+21,River & Seawater,Bacteria,Winter_IAM_T1,SRR10417920,Season,Winter,20.27,21.9,-0.165611
WHL+21,River & Seawater,Bacteria,Winter_IAR_T1,SRR10417916,Season,Winter,126.5,140.4,-0.170384
WHL+21,River & Seawater,Bacteria,Winter_SO_T1,SRR10417903,Season,Winter,-22.6,8.6,-0.15845
WHL+21,River & Seawater,Bacteria,Winter_DRL_T1,SRR10417913,Season,Winter,62.67,127.6,-0.16753
WHL+21,River & Seawater,Bacteria,Winter_DRM_T1,SRR10417910,Season,Winter,128.67,148.2,-0.166821
WHL+21,River & Seawater,Bacteria,Winter_DRR_T1,SRR10417906,Season,Winter,110.8,127.6,-0.162889
LXH+20,River & Seawater,Bacteria,S1-D-H2O-1,SRR11915220,Season,Winter,235.5,306.2,-0.167197
LXH+20,River & Seawater,Bacteria,S2-U-H2O-1,SRR11915194,Season,Winter,244,296.4,-0.165132
LXH+20,River & Seawater,Bacteria,S2-D1-H2O-1,SRR11915208,Season,Winter,200.5,255.4,-0.165017
LXH+20,River & Seawater,Bacteria,S2-D2-H2O-1,SRR11915216,Season,Winter,223.5,286.5,-0.166012
LXH+20,River & Seawater,Bacteria,S2-D3-H2O-1,SRR11915205,Season,Winter,196.5,258.4,-0.163424
LXH+20,River & Seawater,Bacteria,S3-U-H2O-1,SRR11915181,Season,Winter,227.5,272.6,-0.151203
LXH+20,River & Seawater,Bacteria,S3-D-H2O-1,SRR11915183,Season,Winter,216.5,279.7,-0.145893
LXH+20,River & Seawater,Bacteria,S4-D-H2O-1,SRR11915179,Season,Winter,244,307,-0.148719
LXH+20,River & Seawater,Bacteria,S5-D-H2O-1,SRR11915177,Season,Winter,248,303.9,-0.15261
LXH+20,River & Seawater,Bacteria,S6-U-H2O-1,SRR11915172,Season,Winter,271,278,-0.152668
LXH+20,River & Seawater,Bacteria,S6-D-H2O-1,SRR11915174,Season,Winter,281.5,290.2,-0.148947
LXH+20,River & Seawater,Bacteria,S7-D-H2O-1,SRR11915170,Season,Winter,306,318.3,-0.152919
LXH+20,River & Seawater,Bacteria,S8-H2O-1,SRR11915168,Season,Winter,245,291.4,-0.155226
LXH+20,River & Seawater,Bacteria,S2-U-H2O-1s,SRR11915192,Season,Summer,360,331,-0.157344
LXH+20,River & Seawater,Bacteria,S2-D1-H2O-1s,SRR11915186,Season,Summer,289,321,-0.153284
LXH+20,River & Seawater,Bacteria,S2-D2-H2O-1s,SRR11915214,Season,Summer,286,323.8,-0.158837
LXH+20,River & Seawater,Bacteria,S2-D3-H2O-1s,SRR11915203,Season,Summer,347.33,314.3,-0.15251
JVW+20,River & Seawater,Bacteria,A1,SRR12433292,isolation_source,Ulva laetevirens,298,376.1,-0.160312
JVW+20,River & Seawater,Bacteria,A2,SRR12433291,isolation_source,Ulva laetevirens,307,372.9,-0.160668
JVW+20,River & Seawater,Bacteria,A3,SRR12433300,isolation_source,Ulva laetevirens,346,409.8,-0.162411
JVW+20,River & Seawater,Bacteria,A4,SRR12433299,isolation_source,Ulva laetevirens,259,340.6,-0.168542
JVW+20,River & Seawater,Bacteria,A5,SRR12433298,isolation_source,Ulva laetevirens,219,297.8,-0.1541
JVW+20,River & Seawater,Bacteria,A6,SRR12433297,isolation_source,Ulva laetevirens,222,324.7,-0.14675
JVW+20,River & Seawater,Bacteria,A7,SRR12433296,isolation_source,Ulva laetevirens,265,343.1,-0.168866
JVW+20,River & Seawater,Bacteria,A8,SRR12433295,isolation_source,Ulva laetevirens,300,366.3,-0.156777
JVW+20,River & Seawater,Bacteria,A9,SRR12433294,isolation_source,Ulva laetevirens,570,636.7,-0.160941
JVW+20,River & Seawater,Bacteria,A10,SRR12433293,isolation_source,lagoon water,265,343.1,-0.160419
JVW+20,River & Seawater,Bacteria,A11,SRR12433290,isolation_source,lagoon water,300,366.3,-0.155575
JVW+20,River & Seawater,Bacteria,A12,SRR12433289,isolation_source,lagoon water,570,636.7,-0.160483
JVW+20,River & Seawater,Bacteria,A13,SRR12433305,isolation_source,Ulva laetevirens,312,375.8,-0.168783
JVW+20,River & Seawater,Bacteria,A14,SRR12433304,isolation_source,Ulva laetevirens,300,358.7,-0.163109
JVW+20,River & Seawater,Bacteria,A15,SRR12433303,isolation_source,Ulva laetevirens,297,349.8,-0.16296
JVW+20,River & Seawater,Bacteria,A16,SRR12433302,isolation_source,lagoon water,312,375.8,-0.159825
JVW+20,River & Seawater,Bacteria,A17,SRR12433301,isolation_source,lagoon water,300,358.7,-0.156798
ZZL+21,River & Seawater,Bacteria,2018_A1_1,SRR13175269,Location,Main Stream,42.4,214.2,-0.141747
ZZL+21,River & Seawater,Bacteria,2018_A2_1,SRR13175236,Location,Main Stream,86.1,88.5,-0.151676
