protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
metaproteome,StM-R1,MPB+19,NA,10557,396334,20316,262992,210647,158457,391572,55183,227815,193510,300765,100816,202634,161265,128482,166084,251431,262789,291886,40754,121054
